key,year,name,birth,WAR,G,CG,SHO,GS,W,L,SV,HLD,INN,R,ER,BF,H,2B,3B,HR,BB,IBB,HBP,SO,BK,WP,ERA,FIP,WHIP,ERA+,FIP+,WPA,team,salary
1995-11-30박세웅2016,2016,박세웅,1995-11-30,0.95,27,0,0,27,7,12,0,0,139,97,89,627,160,31,3,17,62,0,6,133,0,9,5.76,4.94,1.6,90.7,105.7,0.95,롯,5600
1986-07-24윤석민2016,2016,윤석민,1986-07-24,0.88,16,1,0,3,2,2,1,6,31,14,11,139,36,2,1,1,8,0,5,26,0,1,3.19,3.79,1.42,162.2,138.3,0.88,K,125000
1976-06-04임창용2016,2016,임창용,1976-06-04,0.85,34,0,0,0,3,3,15,0,35,18,17,159,45,7,1,5,10,3,1,38,1,5,4.37,4.16,1.57,118.5,126.4,0.85,K,50000
1986-05-19배우열2016,2016,배우열,1986-05-19,0.84,36,0,0,0,1,1,1,4,40.1,21,18,175,47,13,1,2,18,0,0,29,0,5,4.02,4.34,1.61,130.1,120.5,0.84,k,3600
1988-11-21김대우2016,2016,김대우,1988-11-21,0.83,67,0,0,0,6,0,0,11,66,39,37,295,82,17,0,8,19,1,6,37,0,2,5.05,5.34,1.53,104.5,97.7,0.83,삼,11000
1990-02-10웹스터2016,2016,웹스터,1990-02-10,0.8,12,0,0,12,4,4,0,0,71,48,45,325,72,16,2,10,47,0,3,59,1,4,5.7,6.07,1.68,92.4,85.9,0.8,삼,18442
1986-02-14밴와트2016,2016,밴와트,1986-02-14,0.77,28,0,0,27,6,13,0,0,134.2,103,89,614,172,27,4,21,49,0,4,92,0,6,5.95,5.63,1.64,87.9,92.6,0.77,k,52500
1985-01-21우규민2016,2016,우규민,1985-01-21,0.76,28,1,1,24,6,11,0,1,132,89,72,599,166,30,0,16,36,1,18,81,0,1,4.91,5.35,1.53,103.6,93.1,0.76,L,40000
1989-03-10박시영2016,2016,박시영,1989-03-10,0.76,42,0,0,2,2,3,0,1,61.2,38,37,277,64,17,1,6,29,3,2,57,0,8,5.4,4.57,1.51,96.8,114.1,0.76,롯,2700
1987-07-13백정현2016,2016,백정현,1987-07-13,0.75,70,0,0,4,6,3,0,9,68.2,44,44,306,73,12,2,9,30,0,2,77,0,4,5.77,4.65,1.5,91.4,112.3,0.75,삼,15000
1994-06-10박진형2016,2016,박진형,1994-06-10,0.74,39,0,0,14,6,2,0,3,93,65,60,438,101,28,2,9,54,0,13,78,1,6,5.81,5.53,1.67,90,94.2,0.74,롯,2800
1986-06-26진해수2016,2016,진해수,1986-06-26,0.73,75,0,0,0,0,4,1,17,54,30,28,254,57,10,1,5,37,4,2,54,0,1,4.67,4.94,1.74,109,101.4,0.73,L,9500
1985-08-14로저스2016,2016,로저스,1985-08-14,0.73,6,1,0,6,2,3,0,0,37.2,22,18,160,42,8,0,3,12,0,2,24,3,0,4.3,4.67,1.43,122.1,112.1,0.73,한,170000
1989-02-19카스티요2016,2016,카스티요,1989-02-19,0.71,20,0,0,15,7,4,0,0,84,62,60,393,106,14,0,7,40,0,10,60,0,4,6.43,5.23,1.74,81.7,100,0.71,한,18442
1981-05-05김광수2016,2016,김광수,1981-05-05,0.7,54,0,0,0,2,6,7,14,52.1,31,30,241,67,10,1,5,22,1,0,39,0,2,5.16,4.75,1.7,100.4,109.9,0.7,K,10000
1991-08-13박종훈2016,2016,박종훈,1991-08-13,0.69,28,0,0,28,8,13,0,0,140,102,88,650,141,24,3,17,91,0,23,104,0,4,5.66,6.33,1.66,92.3,82.6,0.69,S,7000
1995-05-07하영민2016,2016,하영민,1995-05-07,0.69,11,0,0,1,1,1,0,1,28.2,12,10,121,33,11,1,2,9,0,2,15,0,1,3.14,4.8,1.47,167.3,107.9,0.69,넥,5500
1993-04-01김윤동2016,2016,김윤동,1993-04-01,0.65,31,0,0,5,0,3,2,2,53,33,32,242,48,8,0,9,38,0,3,47,0,4,5.43,6.55,1.62,95.3,79.7,0.65,K,2700
1976-05-27박정진2016,2016,박정진,1976-05-27,0.63,77,0,0,1,4,4,0,6,84,58,52,374,96,14,1,11,33,2,2,85,0,9,5.57,4.65,1.54,94.3,113,0.63,한,30000
1987-06-25배장호2016,2016,배장호,1987-06-25,0.63,19,0,0,0,0,0,0,1,23.2,10,10,104,26,6,0,1,10,1,4,11,0,0,3.8,5.06,1.52,137.4,102.9,0.63,롯,4600
1992-12-29이창재2016,2016,이창재,1992-12-29,0.62,47,0,0,0,3,1,1,2,40.1,24,23,182,48,6,3,6,15,0,2,38,0,3,5.13,5.11,1.56,101.8,102.4,0.62,k,4400
1996-06-19박주현2016,2016,박주현,1996-06-19,0.61,30,0,0,23,7,5,0,0,119,89,84,538,153,28,1,19,37,0,8,71,1,5,6.35,5.81,1.6,82.7,89,0.61,넥,18442
1989-09-19최동환2016,2016,최동환,1989-09-19,0.56,26,0,0,0,2,0,1,0,34.2,18,17,151,30,5,0,2,15,0,4,22,0,5,4.41,4.92,1.3,115.2,103.2,0.56,L,3500
1989-07-15홍성민2016,2016,홍성민,1989-07-15,0.56,52,0,0,0,1,1,2,5,42.1,24,21,185,45,13,0,5,16,3,1,30,0,3,4.46,4.9,1.44,117,106.7,0.56,롯,12000
1994-02-18심재민2016,2016,심재민,1994-02-18,0.53,59,0,0,0,2,3,0,7,54.1,36,33,255,75,12,2,4,24,0,5,30,0,1,5.47,5.25,1.82,95.6,99.3,0.53,k,4700
1992-02-25박민호2016,2016,박민호,1992-02-25,0.52,32,0,0,0,0,1,0,3,36.2,20,20,159,40,5,1,4,9,1,4,18,0,0,4.91,5.21,1.34,106.3,100.4,0.52,S,4000
1985-03-08정대훈2016,2016,정대훈,1985-03-08,0.51,36,0,0,0,1,0,0,0,38.2,24,21,171,47,13,0,3,10,1,1,26,0,1,4.89,4.23,1.47,107.4,123.6,0.51,한,5100
1991-10-02김건태2016,2016,김건태,1991-10-02,0.5,34,0,0,4,1,5,0,0,63.1,44,37,288,71,7,2,9,29,0,6,28,0,5,5.26,6.41,1.58,99.9,80.6,0.5,넥,18442
1989-04-11진야곱2016,2016,진야곱,1989-04-11,0.49,55,0,0,2,5,2,1,4,62,38,34,294,68,14,1,8,40,0,1,56,0,4,4.94,5.65,1.74,103.6,88.5,0.49,두,6000
1991-09-16고영표2016,2016,고영표,1991-09-16,0.47,53,0,0,0,2,4,0,5,56.1,38,35,260,65,9,4,6,19,0,10,62,1,0,5.59,4.52,1.49,93.5,115.8,0.47,k,4400
1983-01-12이동현2016,2016,이동현,1983-01-12,0.45,46,0,0,0,4,3,2,5,43.1,26,26,195,54,13,0,5,14,3,3,38,0,3,5.4,4.51,1.57,94.2,110,0.45,L,60000
1983-04-28황덕균2016,2016,황덕균,1983-04-28,0.44,7,0,0,0,1,0,0,0,16.1,6,6,68,13,2,0,3,7,0,1,3,0,0,3.31,7.28,1.22,158.8,70.9,0.44,넥,2700
1983-08-13신승현2016,2016,신승현,1983-08-13,0.43,49,0,0,0,3,1,1,9,45.1,26,25,199,41,9,1,3,24,3,4,31,0,3,4.96,4.94,1.43,102.5,102.3,0.43,L,6000
1988-01-21김현우2016,2016,김현우,1988-01-21,0.42,17,0,0,0,1,0,0,0,20.2,9,8,91,26,3,0,3,4,0,2,19,0,1,3.48,4.71,1.45,151.3,110.9,0.42,삼,4500
1984-03-17송은범2016,2016,송은범,1984-03-17,0.4,30,0,0,27,2,11,0,1,122,95,87,562,159,21,1,13,49,1,5,85,0,11,6.42,5.09,1.71,81.8,103,0.4,한,45000
1988-11-16정영일2016,2016,정영일,1988-11-16,0.39,21,0,0,0,1,0,0,1,24.2,13,13,99,16,4,0,3,12,0,3,18,0,1,4.74,5.74,1.14,110.1,91.2,0.39,S,18442
1981-02-09심수창2016,2016,심수창,1981-02-09,0.37,66,0,0,10,5,5,2,6,113.1,86,75,529,138,23,1,14,58,2,4,76,0,6,5.96,5.65,1.73,88.2,92.9,0.37,한,25000
1997-06-27박세진2016,2016,박세진,1997-06-27,0.36,7,0,0,3,0,2,0,0,21,13,12,94,24,4,0,5,13,0,0,8,0,2,5.14,7.98,1.76,101.6,65.2,0.36,k,18442
1980-07-15봉중근2016,2016,봉중근,1980-07-15,0.34,19,0,0,5,1,0,0,2,36.1,23,20,175,41,9,0,4,22,0,2,20,0,0,4.95,6.1,1.73,102.7,82,0.34,L,30000
1990-06-23고원준2016,2016,고원준,1990-06-23,0.34,14,0,0,4,1,1,0,1,24.2,15,15,114,31,3,0,2,11,0,5,21,0,0,5.47,5.09,1.7,94.2,100.7,0.34,롯,9000
1992-10-02서진용2016,2016,서진용,1992-10-02,0.34,25,0,0,0,0,0,0,3,26.2,16,14,120,26,4,0,3,13,2,2,30,0,5,4.73,4.47,1.46,110.5,117.4,0.34,S,3000
1993-01-03한승혁2016,2016,한승혁,1993-01-03,0.33,36,0,0,0,3,2,1,9,33.1,21,18,152,36,7,1,3,19,1,2,31,0,8,4.86,4.9,1.65,106.6,106.7,0.33,K,7000
1986-04-20김선규2016,2016,김선규,1986-04-20,0.33,17,0,0,0,1,0,0,0,15.1,6,5,70,20,3,0,1,8,0,1,6,0,1,2.93,5.62,1.83,173.5,92.2,0.33,N,6000
1990-09-30허준혁2016,2016,허준혁,1990-09-30,0.33,28,0,0,15,4,7,0,0,89.1,61,56,410,106,25,2,17,39,0,7,56,0,2,5.64,6.56,1.62,90.6,75.5,0.33,두,7500
1982-04-01박정배2016,2016,박정배,1982-04-01,0.32,49,0,0,0,2,3,2,11,51.2,34,31,223,55,17,1,6,17,1,3,26,0,7,5.4,5.4,1.39,96.7,97.1,0.32,S,8000
1977-03-01송신영2016,2016,송신영,1977-03-01,0.31,11,0,0,3,0,1,0,0,14.1,8,8,65,24,5,0,1,2,0,1,7,0,0,5.02,4.35,1.81,104.5,120.2,0.31,한,19000
1984-12-26로위2016,2016,로위,1984-12-26,0.3,14,0,0,13,3,6,0,0,60,46,42,295,74,11,0,6,39,0,5,68,1,8,6.3,5.03,1.88,82.9,104.3,0.3,k,18442
1980-04-17김사율2016,2016,김사율,1980-04-17,0.3,25,0,0,0,0,1,1,1,30.1,20,18,143,29,6,1,4,17,2,2,27,0,3,5.34,5.41,1.52,97.8,97.2,0.3,k,20000
1995-02-24배재환2016,2016,배재환,1995-02-24,0.29,11,0,0,1,1,1,0,0,22,11,10,90,17,4,0,1,9,0,0,15,0,2,4.09,4.25,1.18,124.4,121.6,0.29,N,2700
1986-11-18홍성용2016,2016,홍성용,1986-11-18,0.29,67,0,0,0,2,2,2,12,46.1,32,31,221,66,7,3,8,19,0,4,33,0,0,6.02,6.1,1.84,86.8,85.4,0.29,k,7000
1990-06-04전인환2016,2016,전인환,1990-06-04,0.29,5,0,0,0,0,0,0,0,6.1,0,0,26,4,1,0,0,3,0,1,5,0,1,0,4.11,1.11,97.21701245,126.3,0.29,L,18442
1990-01-26정찬헌2016,2016,정찬헌,1990-01-26,0.28,6,0,0,0,0,0,0,0,8,3,3,34,7,2,0,0,3,0,1,4,0,2,3.38,4.29,1.25,150.7,120.8,0.28,L,5100
1990-05-19김태훈2016,2016,김태훈,1990-05-19,0.27,15,0,0,2,0,1,0,0,14.2,7,7,72,15,2,0,1,12,2,1,9,0,4,4.3,5.7,1.84,121.5,91.9,0.27,S,2700
1993-08-13임대한2016,2016,임대한,1993-08-13,0.26,26,0,0,0,0,1,0,0,28,18,16,126,33,3,0,2,14,0,2,13,0,1,5.14,5.51,1.68,102.5,94.5,0.26,삼,18442
1983-03-07김진우2016,2016,김진우,1983-03-07,0.26,11,0,0,0,2,1,0,2,15,8,8,65,16,4,0,3,5,1,2,10,0,2,4.8,6.26,1.4,107.9,83.4,0.26,K,12000
1989-01-02이용찬2016,2016,이용찬,1989-01-02,0.26,5,0,0,0,1,0,0,2,6.2,2,2,26,7,2,0,0,0,0,0,5,1,0,2.7,2.29,1.05,189.3,228.4,0.26,두,14500
1986-11-07금민철2016,2016,금민철,1986-11-07,0.25,14,0,0,2,1,1,0,0,26.1,16,15,125,36,4,1,2,9,0,1,16,0,2,5.13,4.7,1.71,102.4,110.2,0.25,넥,7900
1978-11-10정대현2016,2016,정대현,1978-11-10,0.24,24,0,0,0,1,0,0,8,17.1,10,10,85,24,4,0,3,13,2,0,7,0,0,5.19,7.14,2.14,100.6,73.5,0.24,롯,32000
1981-03-26김건한2016,2016,김건한,1981-03-26,0.24,3,0,0,3,1,0,0,0,9.2,5,4,44,9,3,0,1,3,0,1,7,0,0,3.72,4.93,1.24,141.6,105.7,0.24,삼,6000
1983-10-11이현승2016,2016,이현승,1983-10-11,0.24,56,0,0,0,1,4,25,1,57.2,36,31,260,65,10,2,8,17,3,7,41,1,2,4.84,5.27,1.42,105.6,94.5,0.24,두,40000
1984-07-28윤규진2016,2016,윤규진,1984-07-28,0.24,41,0,0,16,7,7,1,3,100.1,78,76,472,125,16,2,19,54,3,8,74,0,4,6.82,6.54,1.78,77,80.3,0.24,한,17000
1992-10-24김명찬2016,2016,김명찬,1992-10-24,0.23,11,0,0,0,0,0,0,1,13,7,7,59,17,4,0,1,4,0,1,10,0,2,4.85,4.41,1.62,106.9,118.6,0.23,K,2900
1986-11-29전유수2016,2016,전유수,1986-11-29,0.22,46,0,0,0,2,4,0,3,54.1,38,31,255,67,12,2,6,29,4,0,45,0,1,5.13,4.95,1.77,101.7,106.1,0.22,S,13000
1981-02-11김승회2016,2016,김승회,1981-02-11,0.22,23,0,0,0,1,1,0,4,24.1,16,16,105,29,4,1,4,9,1,0,19,0,2,5.92,5.35,1.56,88.2,98.4,0.22,S,22000
1990-04-01정수민2016,2016,정수민,1990-04-01,0.19,15,0,0,11,3,3,0,0,48,34,33,223,59,8,1,4,29,0,5,31,0,2,6.19,5.71,1.83,82.3,90.5,0.19,N,18442
1989-08-17송창현2016,2016,송창현,1989-08-17,0.19,11,0,0,0,0,0,0,0,10.2,6,6,46,9,2,0,0,6,0,0,11,0,1,5.06,3.42,1.41,103.7,152.2,0.19,한,3100
1988-08-28김강률2016,2016,김강률,1988-08-28,0.18,25,0,0,0,0,2,0,4,28,18,16,125,31,5,2,2,17,0,2,21,0,7,5.14,5.26,1.71,99.4,96.4,0.18,두,6200
1980-02-09이재우2016,2016,이재우,1980-02-09,0.17,15,0,0,3,0,1,0,0,25.1,20,17,122,34,5,1,9,14,1,3,18,0,0,6.04,8.88,1.9,87,59.4,0.17,한,9000
1991-10-08임기준2016,2016,임기준,1991-10-08,0.17,19,0,0,6,0,2,1,1,31.1,23,21,158,37,5,1,2,33,1,4,15,0,1,6.03,7.11,2.23,85.9,73.1,0.17,K,3300
1992-06-26박준표2016,2016,박준표,1992-06-26,0.15,46,0,0,2,4,0,0,5,51.2,39,36,238,60,11,1,4,22,3,8,33,0,2,6.27,5.09,1.59,82.6,102.6,0.15,K,4500
1997-04-28최성영2016,2016,최성영,1997-04-28,0.15,7,0,0,0,0,0,0,0,4.2,1,1,21,8,1,0,0,2,0,0,4,1,0,1.93,3.36,2.14,264,153.3,0.15,N,18442
1990-02-13홍상삼2016,2016,홍상삼,1990-02-13,0.14,11,0,0,0,0,1,5,1,12,7,7,54,12,1,0,0,9,0,0,17,0,0,5.25,3.21,1.75,97.4,161.5,0.14,두,22000
1995-06-21정용준2016,2016,정용준,1995-06-21,0.14,5,0,0,0,0,0,0,0,9,5,4,40,8,1,1,1,5,0,0,3,0,1,4,6.24,1.44,131.3,82.9,0.14,넥,18442
1990-09-12박민규2016,2016,박민규,1990-09-12,0.14,6,0,0,0,0,0,0,0,6.1,3,3,29,7,1,0,0,5,0,0,4,0,1,4.26,4.9,1.9,123.7,106,0.14,삼,2700
1995-03-23안상빈2016,2016,안상빈,1995-03-23,0.13,11,0,0,0,0,0,0,0,12,8,8,57,11,4,0,2,9,0,2,12,0,1,6,6.71,1.67,87.1,77.9,0.13,k,3700
1982-03-28신재웅2016,2016,신재웅,1982-03-28,0.12,35,0,0,0,0,1,0,4,18,12,11,91,16,1,0,4,17,1,3,17,0,3,5.5,7.96,1.83,94.9,66.1,0.12,S,16500
1996-06-03김정인2016,2016,김정인,1996-06-03,0.11,2,0,0,1,0,0,0,0,2,0,0,13,3,0,0,0,3,0,1,1,0,0,0,8.79,3,97.21701245,59,0.11,넥,3000
1997-03-20정동현2016,2016,정동현,1997-03-20,0.11,9,0,0,3,1,2,0,0,18,13,12,79,20,7,0,2,6,1,2,4,0,0,6,5.96,1.44,86.3,87.3,0.11,K,18442
1989-09-12민태호2016,2016,민태호,1989-09-12,0.11,25,0,0,0,2,0,0,1,28.1,20,19,131,33,9,0,2,15,0,4,18,0,0,6.04,5.45,1.69,84.3,94.8,0.11,N,18442
1992-11-20임찬규2016,2016,임찬규,1992-11-20,0.1,15,0,0,10,3,3,0,1,47,35,34,215,46,11,1,6,32,0,6,38,0,6,6.51,6.26,1.66,78.1,79.7,0.1,L,4800
1993-01-25홍성무2016,2016,홍성무,1993-01-25,0.1,8,0,0,0,0,0,0,0,9,6,4,40,11,3,1,2,1,0,0,12,0,0,4,4.35,1.33,130.6,121,0.1,k,3600
1983-09-23윤길현2016,2016,윤길현,1983-09-23,0.1,62,0,0,0,7,7,2,16,60,42,40,275,75,17,3,8,22,2,2,50,1,3,6,4.96,1.62,87.1,105.5,0.1,롯,50000
1981-01-12김성배2016,2016,김성배,1981-01-12,0.09,39,0,0,0,0,1,1,5,37.1,26,25,184,59,8,1,5,19,0,2,27,0,1,6.03,5.77,2.09,85.6,88.2,0.09,롯,18000
1996-12-19조한욱2016,2016,조한욱,1996-12-19,0.09,2,0,0,0,0,0,0,0,2.1,0,0,12,1,0,0,0,4,0,0,2,0,1,0,7.22,2.14,97.21701245,72.2,0.09,S,18442
1992-07-09김승현2016,2016,김승현,1992-07-09,0.08,2,0,0,0,0,0,0,0,2,0,0,7,1,0,0,0,0,0,0,1,0,0,0,2.79,0.5,97.21701245,185.9,0.08,삼,18442
1991-08-05이정담2016,2016,이정담,1991-08-05,0.08,6,0,0,0,0,0,0,0,5.1,3,3,24,6,2,0,1,2,0,0,0,0,0,5.06,7.36,1.5,103.1,71.6,0.08,S,18442
1981-06-17강영식2016,2016,강영식,1981-06-17,0.08,24,0,0,0,0,2,0,5,11.2,8,7,55,13,2,0,2,9,0,0,11,0,0,5.4,6.45,1.89,96.8,81.1,0.08,롯,30000
1983-08-12이동걸2016,2016,이동걸,1983-08-12,0.07,5,0,0,0,0,0,0,0,5,3,3,23,6,1,0,2,2,0,0,1,0,1,5.4,9.79,1.6,97.3,54,0.07,한,5200
1993-02-09박종윤2016,2016,박종윤,1993-02-09,0.05,1,0,0,1,0,0,0,0,2,1,1,13,5,0,0,0,2,0,0,0,0,0,4.5,6.79,3.5,116.7,76.3,0.05,넥,2700
1984-08-11정재원2016,2016,정재원,1984-08-11,0.05,14,0,0,0,0,0,0,0,21.1,19,18,102,28,7,0,2,9,1,1,16,0,3,7.59,4.78,1.73,69.2,109.5,0.05,한,3700
1991-07-29배민관2016,2016,배민관,1991-07-29,0.05,2,0,0,0,0,0,0,0,5.2,4,4,23,5,1,0,3,1,0,0,1,0,0,6.35,10.85,1.06,80.1,43.7,0.05,L,18442
1987-05-11김기태2016,2016,김기태,1987-05-11,0.05,17,0,0,15,4,4,0,0,75,61,59,343,94,18,1,20,22,0,10,34,0,2,7.08,7.63,1.55,74.5,68.5,0.05,삼,4000
1992-07-24김민수2016,2016,김민수,1992-07-24,0.04,7,0,0,0,0,0,1,0,8,6,6,41,14,1,0,1,3,0,0,6,0,1,6.75,5.04,2.13,77.4,103.6,0.04,k,3200
1985-07-17오현택2016,2016,오현택,1985-07-17,0.04,20,0,0,0,1,0,0,4,20.2,14,14,91,29,6,0,3,3,0,2,17,0,0,6.1,4.76,1.55,83.8,104.1,0.04,두,11000
1991-11-20이승현2016,2016,이승현,1991-11-20,0.04,38,0,0,0,3,1,0,3,41,28,25,191,46,7,0,5,23,1,4,29,0,1,5.49,5.87,1.68,92.7,85,0.04,L,3700
1987-02-07정회찬2016,2016,정회찬,1987-02-07,0.04,11,0,0,0,0,0,0,0,9.2,7,7,47,8,2,0,0,9,0,2,2,0,1,6.52,6.79,1.76,80.6,76.3,0.04,넥,2700
1995-11-20김윤환2016,2016,김윤환,1995-11-20,0.04,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,6.79,1,97.21701245,76.3,0.04,넥,18442
1983-10-01안지만2016,2016,안지만,1983-10-01,0.04,31,0,0,0,2,5,5,5,37.1,26,24,173,44,9,1,9,15,0,4,41,0,1,5.79,6.26,1.58,91.1,83.6,0.04,삼,75000
1991-02-28김경태2016,2016,김경태,1991-02-28,0.03,10,0,0,0,0,0,0,0,11.2,10,10,58,17,3,0,2,9,0,0,12,0,1,7.71,6.28,2.23,68.1,83.8,0.03,한,3000
1992-11-14박성민2016,2016,박성민,1992-11-14,0.03,4,0,0,0,0,0,0,0,3.1,2,2,15,5,0,0,1,2,0,0,3,0,0,5.4,7.69,2.1,94.7,63.4,0.03,두,18442
1993-04-19임서준2016,2016,임서준,1993-04-19,0.03,2,0,0,1,0,1,0,0,6.1,5,4,31,10,3,0,0,3,0,0,4,0,1,5.68,3.95,2.05,89.6,131,0.03,N,18442
1995-01-13함덕주2016,2016,함덕주,1995-01-13,0.03,15,0,0,0,0,0,0,0,8.2,6,6,46,10,3,0,0,11,1,0,7,0,2,6.23,5.64,2.42,82,91.2,0.03,두,10000
1984-10-14전병두2016,2016,전병두,1984-10-14,0.02,1,0,0,1,0,0,0,0,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.79,0,97.21701245,136.8,0.02,S,13000
1991-07-12유경국2016,2016,유경국,1991-07-12,0.02,2,0,0,2,0,0,0,0,5.1,4,4,25,7,1,0,1,4,0,0,0,0,1,6.75,8.48,2.06,75.3,58.5,0.02,L,2700
1986-06-17유원상2016,2016,유원상,1986-06-17,0.02,19,0,0,0,2,1,0,1,24,18,17,115,31,3,1,3,13,1,2,15,0,2,6.38,5.92,1.83,79.8,84.2,0.02,L,7500
1988-05-07이용호2016,2016,이용호,1988-05-07,0.02,1,0,0,0,0,0,0,0,1.2,1,1,9,3,1,0,0,1,0,0,0,0,0,5.4,5.59,2.4,94.7,92.3,0.02,두,2700
1997-12-18유재훈2016,2016,유재훈,1997-12-18,0.01,1,0,0,0,0,0,0,0,0.1,0,0,3,0,0,0,0,2,0,0,1,0,2,0,15.79,6,97.21701245,98.32307692,0.01,넥,18442
1990-03-07박상혁2016,2016,박상혁,1990-03-07,0,2,0,0,0,0,0,0,0,2.1,2,2,13,3,1,0,1,3,0,0,3,0,0,7.71,10.65,2.57,66,48.3,0,N,2400
1992-08-04이우찬2016,2016,이우찬,1992-08-04,0,1,0,0,1,0,0,0,0,0,4,4,4,2,0,0,1,2,0,0,0,0,0,6.383012048,6.021004016,1.809919679,97.21701245,98.32307692,0,L,18442
1993-12-23김성재2016,2016,김성재,1993-12-23,-0.01,6,0,0,0,0,0,0,0,3.2,3,3,16,5,1,0,2,2,0,0,3,0,2,7.36,10.88,1.91,71,48.6,-0.01,롯,18442
1996-07-10정성곤2016,2016,정성곤,1996-07-10,-0.01,28,0,0,9,0,7,0,0,66.1,52,43,304,72,16,1,4,33,1,6,46,2,3,5.83,4.91,1.58,89.6,106.5,-0.01,k,3900
1988-04-12안규영2016,2016,안규영,1988-04-12,-0.02,16,0,0,9,1,2,0,0,47.2,36,35,229,73,15,1,6,24,0,4,24,0,2,6.61,6.18,2.04,77.3,81,-0.02,두,3000
1993-05-14고봉재2016,2016,고봉재,1993-05-14,-0.02,25,0,0,0,3,0,0,0,23.1,17,16,101,32,3,1,1,2,0,3,18,0,0,6.17,3.45,1.46,82.8,148.1,-0.02,두,18442
1997-03-08김대현2016,2016,김대현,1997-03-08,-0.02,1,0,0,0,0,0,0,0,1.2,2,1,10,3,1,0,0,0,0,1,0,0,1,5.4,5.59,1.8,94.2,92.9,-0.02,L,18442
1990-04-16임정호2016,2016,임정호,1990-04-16,-0.03,42,0,0,0,1,1,1,7,23.1,17,14,111,25,3,1,0,11,0,6,29,0,4,5.4,3.49,1.54,94.3,146.8,-0.03,N,7700
1983-02-08고효준2016,2016,고효준,1983-02-08,-0.03,24,0,0,6,0,2,0,2,46,39,31,222,54,12,1,6,29,1,2,52,1,3,6.07,5.18,1.8,97.21701245,98.32307692,-0.03,S,8000
1977-10-09이정훈2016,2016,이정훈,1977-10-09,-0.03,15,0,0,0,0,3,0,1,18,14,14,87,32,3,0,3,5,0,0,8,0,5,7,5.9,2.06,75,87.5,-0.03,넥,4900
1988-05-03채선관2016,2016,채선관,1988-05-03,-0.03,1,0,0,0,0,0,0,0,0.1,1,1,4,2,0,0,0,2,0,0,0,0,0,27,21.79,12,19.4,23.9,-0.03,k,18442
1983-12-08배힘찬2016,2016,배힘찬,1983-12-08,-0.04,3,0,0,0,0,0,1,0,5.2,6,5,27,7,1,0,1,3,0,0,2,0,0,7.94,6.97,1.77,65.2,74.5,-0.04,K,3300
1995-10-03김범수2016,2016,김범수,1995-10-03,-0.04,5,0,0,0,1,0,0,0,5.2,6,6,30,6,2,0,1,6,0,1,5,0,2,9.53,8.03,2.12,55.1,65.4,-0.04,한,3200
1993-06-03이준형2016,2016,이준형,1993-06-03,-0.04,25,0,0,13,2,6,0,0,71.1,54,49,335,84,17,1,4,45,1,4,35,0,11,6.18,5.56,1.81,82.3,91.3,-0.04,L,2800
1994-06-03박한길2016,2016,박한길,1994-06-03,-0.05,9,0,0,0,0,0,0,0,16.1,15,11,78,24,3,1,1,7,0,1,10,0,2,6.06,4.83,1.9,86.2,107.7,-0.05,롯,3000
1987-11-09이경우2016,2016,이경우,1987-11-09,-0.05,1,0,0,0,0,0,0,0,2,3,3,9,3,0,0,1,0,0,0,1,0,0,13.5,9.29,1.5,38.7,57.1,-0.05,롯,2800
1995-02-13이건욱2016,2016,이건욱,1995-02-13,-0.06,1,0,0,0,0,0,0,0,0.2,2,2,4,2,0,2,0,0,0,0,1,0,1,27,0.79,3,19.3,635.9,-0.06,S,18442
1985-10-06강승현2016,2016,강승현,1985-10-06,-0.06,6,0,0,0,0,0,0,0,8.1,9,9,43,14,4,0,2,5,0,0,7,0,0,9.72,7.03,2.28,53.8,74.7,-0.06,롯,2900
1987-07-16서캠프2016,2016,서캠프,1987-07-16,-0.06,17,0,0,8,2,5,1,0,41.1,32,29,194,54,9,0,5,17,0,5,36,0,2,6.31,5.22,1.72,83.2,100.5,-0.06,한,18442
1983-09-08신용운2016,2016,신용운,1983-09-08,-0.06,13,0,0,0,0,0,0,2,8,7,3,43,12,1,0,0,4,0,3,7,0,0,3.38,4.67,2,156.2,111.2,-0.06,삼,5500
1985-09-10김동호2016,2016,김동호,1985-09-10,-0.06,33,0,0,0,0,1,0,2,33,28,28,154,46,7,0,5,14,0,3,21,0,4,7.64,6.04,1.82,69,86.5,-0.06,삼,18442
1991-01-07홍영현2016,2016,홍영현,1991-01-07,-0.07,6,0,0,0,1,0,0,0,6.1,6,5,33,9,1,0,1,6,0,0,6,0,2,7.11,6.79,2.37,71.9,73.4,-0.07,두,18442
1989-11-28문승원2016,2016,문승원,1989-11-28,-0.07,20,0,0,12,4,4,0,0,63.2,52,47,306,86,19,1,12,33,0,3,49,0,2,6.64,6.4,1.87,78.6,82.2,-0.07,S,2900
1990-02-16강장산2016,2016,강장산,1990-02-16,-0.08,3,0,0,0,0,1,0,0,2.1,3,3,12,3,1,0,2,3,0,0,1,0,0,11.57,17.94,2.57,44,28.8,-0.08,N,3000
1992-05-15유창식2016,2016,유창식,1992-05-15,-0.09,1,0,0,0,0,0,0,0,1.1,3,3,11,2,0,0,1,6,0,0,0,0,0,20.25,27.04,6,25.6,19.2,-0.09,K,6400
