key,year,name,birth,WAR,G,CG,SHO,GS,W,L,SV,HLD,INN,R,ER,BF,H,2B,3B,HR,BB,IBB,HBP,SO,BK,WP,ERA,FIP,WHIP,ERA+,FIP+,WPA,team,salary
1995-07-11채지선2021,2021,채지선,1995-07-11,0.24,14,0,0,0,0,0,0,0,17.1,8,6,87,15,5,0,0,20,0,0,18,2,2,3.12,4.72,2.02,138.5,93.9,0.24,L,2800
1994-03-07서동민2021,2021,서동민,1994-03-07,0.23,20,0,0,0,0,0,0,0,26.1,15,15,118,27,4,1,5,17,0,1,24,0,1,5.13,6.03,1.67,87.5,75.7,0.23,S,3000
1998-03-16배동현2021,2021,배동현,1998-03-16,0.23,20,0,0,4,1,3,0,0,38,21,19,177,34,9,1,3,25,0,4,26,2,1,4.5,5.28,1.55,97.3,84.5,0.23,한,12068
2000-01-12김인범2021,2021,김인범,2000-01-12,0.22,3,0,0,0,0,0,0,0,5.1,0,0,20,3,1,0,0,1,0,0,5,0,0,0,2.02,0.75,94.95215827,218.3,0.22,키,12068
1989-07-01몽고메리2021,2021,몽고메리,1989-07-01,0.21,11,0,0,11,2,5,0,0,52,33,31,244,46,5,1,3,38,0,4,55,0,4,5.37,4.39,1.62,84.1,102,0.21,삼,12068
1989-10-22노성호2021,2021,노성호,1989-10-22,0.21,16,0,0,0,0,2,0,1,19,10,10,82,10,1,0,2,14,0,1,19,0,2,4.74,5.07,1.26,95.3,88.9,0.21,삼,4000
1995-01-13함덕주2021,2021,함덕주,1995-01-13,0.2,16,0,0,3,1,2,0,1,21,11,10,98,20,2,1,2,13,1,3,18,0,2,4.29,5,1.57,100.6,86.3,0.2,L,21000
1989-06-18윤명준2021,2021,윤명준,1989-06-18,0.17,45,0,0,0,1,0,0,1,45.2,28,24,208,53,6,0,3,20,2,4,26,1,1,4.73,4.49,1.6,91.2,96.7,0.17,두,21000
1988-02-20김지용2021,2021,김지용,1988-02-20,0.17,3,0,0,0,0,0,0,0,4,0,0,16,2,2,0,0,1,0,1,5,0,0,0,2.33,0.75,94.95215827,189.5,0.17,L,11000
1990-07-03이태양2021,2021,이태양,1990-07-03,0.16,40,0,0,14,5,10,0,4,103.2,66,66,456,123,23,1,25,32,1,1,62,0,2,5.73,6.2,1.5,78.3,73.8,0.16,S,14000
2001-10-11이재희2021,2021,이재희,2001-10-11,0.16,5,0,0,5,0,1,0,0,21.2,13,13,95,24,3,1,2,10,0,0,17,0,2,5.4,4.35,1.57,83.6,103.7,0.16,삼,12068
1993-02-01심창민2021,2021,심창민,1993-02-01,0.16,59,0,0,0,3,2,0,16,51.1,32,29,238,47,12,0,8,32,0,6,58,1,2,5.08,5.32,1.54,88.8,85.3,0.16,삼,28000
2002-05-19이승현2021,2021,이승현,2002-05-19,0.14,41,0,0,0,1,4,0,7,39.1,24,23,174,35,8,0,3,23,0,3,46,0,5,5.26,3.97,1.48,85.8,113.2,0.14,삼,12068
1990-11-04이상민2021,2021,이상민,1990-11-04,0.13,30,0,0,0,1,1,0,3,24.2,15,13,110,28,6,1,2,14,0,0,14,0,1,4.74,4.95,1.7,95.2,90.8,0.13,삼,3200
2002-07-05김진욱2021,2021,김진욱,2002-07-05,0.13,39,0,0,5,4,6,0,8,45.2,32,32,227,42,9,0,3,49,3,3,45,0,15,6.31,5.44,1.99,72.1,82,0.13,롯,12068
1992-07-08문경찬2021,2021,문경찬,1992-07-08,0.13,35,0,0,0,0,1,0,4,31,20,17,142,25,6,0,6,20,1,0,25,0,1,4.94,6.07,1.45,92,74.8,0.13,N,11500
2001-04-07김태경2021,2021,김태경,2001-04-07,0.13,7,0,0,3,0,0,0,0,15,8,8,63,11,4,0,1,9,0,1,10,0,1,4.8,4.87,1.33,94.6,92.6,0.13,N,2700
1998-06-03박건우2021,2021,박건우,1998-06-03,0.13,3,0,0,0,0,0,0,0,3,0,0,11,2,0,0,0,1,0,1,3,0,0,0,3.33,1,94.95215827,135.1,0.13,K,12068
1984-07-26김대우2021,2021,김대우,1984-07-26,0.12,39,0,0,0,2,2,0,9,35.1,22,20,160,32,7,0,4,24,0,4,31,0,5,5.09,5.43,1.59,89.2,82.3,0.12,롯,2900
1994-06-03김종수2021,2021,김종수,1994-06-03,0.11,49,0,0,0,1,1,0,6,46.2,29,25,208,34,10,0,7,32,0,3,38,0,2,4.82,5.9,1.41,90.8,75.5,0.11,한,3800
1982-03-28신재웅2021,2021,신재웅,1982-03-28,0.11,8,0,0,0,0,0,0,0,8.1,4,4,37,6,1,0,0,5,0,0,9,1,0,4.32,2.97,1.32,103.9,151,0.11,S,5500
2001-05-11최승용2021,2021,최승용,2001-05-11,0.11,15,0,0,2,0,0,0,2,18.1,10,8,83,20,3,1,3,10,0,1,16,0,0,3.93,5.51,1.64,109.8,77.2,0.11,두,12068
2000-11-09박주성2021,2021,박주성,2000-11-09,0.11,13,0,0,0,0,1,0,0,18.1,11,10,89,24,1,0,1,9,0,2,12,0,1,4.91,4.53,1.8,90.3,96.5,0.11,키,12068
2000-08-09송명기2021,2021,송명기,2000-08-09,0.1,24,0,0,24,8,9,0,0,123.1,83,81,574,147,39,2,12,58,1,9,102,1,2,5.91,4.55,1.66,76.8,99.3,0.1,N,2700
1998-07-11김도규2021,2021,김도규,1998-07-11,0.1,43,0,0,0,2,1,0,5,42,28,27,182,41,5,1,3,22,1,0,39,0,2,5.79,3.9,1.5,78.6,114.2,0.1,롯,12068
2002-02-15지명성2021,2021,지명성,2002-02-15,0.09,3,0,0,0,1,0,0,0,4,1,0,16,1,0,0,0,1,0,1,4,0,0,0,2.83,0.5,94.95215827,156.7,0.09,K,12068
1993-01-03한승혁2021,2021,한승혁,1993-01-03,0.09,8,0,0,5,0,3,0,0,23.2,15,12,103,25,5,1,0,10,0,2,17,0,2,4.56,3.42,1.48,97.4,131.4,0.09,K,6500
1986-11-29전유수2021,2021,전유수,1986-11-29,0.09,11,0,0,0,1,0,0,0,10.2,6,4,46,9,1,0,1,6,0,0,9,0,0,3.38,4.55,1.41,133.1,97.6,0.09,K,10000
1997-07-12박선우2021,2021,박선우,1997-07-12,0.08,1,0,0,0,0,0,0,0,2,0,0,9,1,0,0,0,0,0,2,1,0,0,0,5.33,0.5,94.95215827,84.3,0.08,롯,12068
1998-08-04노시훈2021,2021,노시훈,1998-08-04,0.08,5,0,0,0,0,0,0,0,4.2,2,2,22,4,1,0,1,4,0,0,2,0,0,3.86,7.83,1.71,117.7,57.9,0.08,N,12068
1995-04-27배성근2021,2021,배성근,1995-04-27,0.08,2,0,0,0,0,0,0,0,2,0,0,9,2,0,0,0,1,0,0,1,0,0,0,3.83,1.5,94.95215827,116.2,0.08,롯,3200
1996-12-08김주온2021,2021,김주온,1996-12-08,0.07,2,0,0,0,0,0,0,0,2,0,0,10,1,1,0,0,2,0,1,3,0,0,0,4.83,1.5,94.95215827,94.1,0.07,S,2700
1994-03-18이재익2021,2021,이재익,1994-03-18,0.07,11,0,0,0,2,0,0,0,10,6,5,51,11,0,0,1,12,1,0,5,0,0,4.5,6.93,2.3,100.3,65.1,0.07,삼,2800
1997-10-22정동윤2021,2021,정동윤,1997-10-22,0.07,1,0,0,0,0,0,0,0,2,0,0,7,1,0,0,0,1,0,0,0,0,0,0,4.83,1,94.95215827,92.2,0.07,S,3000
1988-10-02정진호2021,2021,정진호,1988-10-02,0.06,3,0,0,0,0,0,0,0,1.2,0,0,6,1,0,0,0,1,0,0,0,0,0,0,5.13,1.2,94.95215827,87,0.06,한,12000
1994-02-12박승주2021,2021,박승주,1994-02-12,0.06,3,0,0,0,0,0,0,0,4.1,2,2,18,3,1,0,0,3,0,0,1,0,0,4.15,4.95,1.39,106.7,89.4,0.06,키,2400
1996-04-16이우석2021,2021,이우석,1996-04-16,0.06,10,0,0,0,1,0,0,0,9.2,6,6,49,13,4,0,1,7,0,3,8,0,0,5.59,6.13,2.07,81.3,73.5,0.06,N,2800
1992-01-07문동욱2021,2021,문동욱,1992-01-07,0.06,1,0,0,0,0,0,0,0,1.1,0,0,6,1,0,0,0,1,0,0,2,0,0,0,2.58,1.5,94.95215827,172.9,0.06,한,3600
2001-06-01최세창2021,2021,최세창,2001-06-01,0.05,1,0,0,0,0,0,0,0,1.1,0,0,5,1,0,0,0,1,0,0,0,0,0,0,5.58,1.5,94.95215827,79.4,0.05,두,2700
1995-10-03김범수2021,2021,김범수,1995-10-03,0.05,56,0,0,2,4,9,1,9,70.2,44,41,319,68,11,2,2,42,1,2,70,1,8,5.22,3.55,1.56,83.9,125.8,0.05,한,6500
1990-05-19김태훈2021,2021,김태훈,1990-05-19,0.05,65,0,0,0,2,4,1,16,58,35,32,269,55,5,0,7,39,3,9,49,1,4,4.97,5.54,1.62,90.4,82.1,0.05,S,24000
1989-11-18신재영2021,2021,신재영,1989-11-18,0.05,20,0,0,1,0,0,0,0,28.1,18,18,124,35,5,1,3,2,0,4,27,0,1,5.72,3.44,1.31,78.5,133.3,0.05,S,14000
1991-10-02김건태2021,2021,김건태,1991-10-02,0.05,6,0,0,0,0,0,0,0,6.2,4,4,29,2,0,0,1,7,0,0,5,0,3,5.4,6.93,1.35,84.1,65.3,0.05,N,9000
1997-06-05김현준2021,2021,김현준,1997-06-05,0.05,19,0,0,0,0,1,0,2,19.2,13,12,83,15,1,0,4,12,0,0,19,0,0,5.49,5.88,1.37,81,75.4,0.05,K,2900
1997-11-12박웅2021,2021,박웅,1997-11-12,0.05,10,0,0,0,0,0,0,0,11.2,7,7,49,12,1,1,0,4,0,3,7,0,0,5.4,3.93,1.37,79.9,112.5,0.05,두,12068
1999-02-26윤성빈2021,2021,윤성빈,1999-02-26,0.04,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,6.33,1,94.95215827,70.4,0.04,롯,2800
1983-02-08고효준2021,2021,고효준,1983-02-08,0.04,3,0,0,0,0,0,0,0,2.1,1,1,10,3,0,1,0,0,0,0,1,0,0,3.86,2.48,1.29,111.8,180.1,0.04,L,10000
1999-02-22추재현2021,2021,추재현,1999-02-22,0.04,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,2,0,0,0,0,0,0,9.33,2,94.95215827,47.8,0.04,롯,2700
2002-06-28김도윤2021,2021,김도윤,2002-06-28,0.04,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,-0.67,0,94.95215827,-651.2,0.04,두,12068
1999-02-04조영건2021,2021,조영건,1999-02-04,0.04,1,0,0,0,0,0,0,0,1,0,0,6,1,0,0,0,2,0,0,3,0,0,0,3.33,3,94.95215827,128.9,0.04,키,12068
1998-03-18김민수2021,2021,김민수,1998-03-18,0.03,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,1,0,0,0,4.33,1,94.95215827,102.8,0.03,롯,3000
1998-08-31김진수2021,2021,김진수,1998-08-31,0.03,3,0,0,0,0,0,0,0,2.1,1,1,9,2,1,0,0,0,0,0,2,0,0,3.86,1.62,0.86,111.8,276.3,0.03,L,12068
1992-02-24오윤석2021,2021,오윤석,1992-02-24,0.03,1,0,0,0,0,0,0,0,0.2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.33,0,94.95215827,133.6,0.03,롯,4000
1991-11-09문성현2021,2021,문성현,1991-11-09,0.02,4,0,0,0,0,0,0,0,3.1,2,2,18,3,2,0,0,6,0,0,3,0,1,5.4,6.93,2.7,82.1,63.4,0.02,키,8800
1990-05-22가빌리오2021,2021,가빌리오,1990-05-22,0.02,15,0,0,15,6,4,0,0,81.1,54,53,351,88,18,0,7,30,1,6,70,0,3,5.86,4.02,1.45,76.5,113,0.02,S,12068
1994-10-19박진태2021,2021,박진태,1994-10-19,0.02,59,0,0,0,3,3,0,9,65,44,43,305,68,11,0,6,36,0,13,45,0,5,5.95,5.41,1.6,74.7,82.3,0.02,K,6000
1999-06-11최민준2021,2021,최민준,1999-06-11,0.02,38,0,0,12,3,3,0,4,86,56,56,398,93,17,0,11,50,0,7,62,1,5,5.86,5.54,1.66,76.6,81.9,0.02,S,3000
2002-07-12김건우2021,2021,김건우,2002-07-12,0.02,6,0,0,4,0,1,0,0,11,7,6,54,8,1,0,1,12,0,0,7,0,1,4.91,6.51,1.82,91.4,69.2,0.02,S,12068
1996-11-01강태율2021,2021,강태율,1996-11-01,0.01,1,0,0,0,0,0,0,0,0.1,0,0,3,2,1,0,0,0,0,0,0,0,0,0,3.33,6,94.95215827,133.6,0.01,롯,2700
1996-10-24최정용2021,2021,최정용,1996-10-24,0.01,1,0,0,0,0,0,0,0,0.1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,3.33,3,94.95215827,133.6,0.01,K,3600
2001-02-27안인산2021,2021,안인산,2001-02-27,0.01,7,0,0,0,0,0,0,0,6.2,5,4,34,3,1,0,0,7,0,3,9,0,3,5.4,5.13,1.5,84.1,87.1,0.01,N,2700
1992-08-23양현2021,2021,양현,1992-08-23,0.01,45,0,0,0,1,2,0,5,48,31,25,225,59,11,0,3,26,4,1,22,0,1,4.69,4.67,1.77,94.6,93.4,0.01,키,3000
2001-07-26강태경2021,2021,강태경,2001-07-26,0.01,3,0,0,3,0,1,0,0,12.2,8,8,61,13,3,0,2,10,0,2,10,0,2,5.68,6.65,1.82,79.9,68,0.01,N,12068
1994-04-21강동호2021,2021,강동호,1994-04-21,0,1,0,0,0,0,0,0,0,1.1,1,1,7,1,1,0,0,1,0,1,1,0,1,6.75,6.33,1.5,67.3,70.8,0,롯,3500
1989-11-18류원석2021,2021,류원석,1989-11-18,0,6,0,0,0,0,0,0,0,6,4,4,28,1,1,0,0,9,0,1,8,0,0,6,5.67,1.67,71.9,78,0,L,3000
1998-08-22문대원2021,2021,문대원,1998-08-22,0,2,0,0,0,0,0,0,0,1.1,1,1,9,2,0,0,1,2,0,0,1,0,0,6.75,16.08,3,63.9,25.8,0,두,2700
1998-12-19이승헌2021,2021,이승헌,1998-12-19,0,16,0,0,12,0,3,0,0,57.2,39,37,278,65,10,0,2,43,0,7,32,1,11,5.77,5.28,1.87,78.7,84.6,0,롯,2700
1999-05-15윤산흠2021,2021,윤산흠,1999-05-15,0,5,0,0,0,0,0,0,0,3,2,2,19,7,0,0,0,2,0,2,2,0,0,6,6,3,73,74.3,0,한,12068
2001-02-01오동욱2021,2021,오동욱,2001-02-01,0,34,0,0,0,0,1,0,2,25,17,15,117,21,9,0,3,16,0,5,13,0,0,5.4,6.37,1.48,81.1,70,0,한,3300
1988-02-02김건국2021,2021,김건국,1988-02-02,0,13,0,0,0,0,0,0,0,22,16,16,104,27,8,0,3,14,0,0,17,0,2,6.55,5.47,1.86,69.4,81.6,0,롯,6000
1990-12-24손정욱2021,2021,손정욱,1990-12-24,-0.02,15,0,0,0,1,0,0,0,12.1,9,9,61,17,2,3,1,7,0,0,8,0,1,6.57,4.79,1.95,69.1,94.2,-0.02,N,4600
1993-09-22황윤호2021,2021,황윤호,1993-09-22,-0.02,1,0,0,0,0,0,0,0,0.2,1,0,4,2,0,0,0,0,0,0,0,0,0,0,3.33,3,94.95215827,133.6,-0.02,K,4500
1990-12-18정인욱2021,2021,정인욱,1990-12-18,-0.02,8,0,0,1,0,0,0,0,9.1,6,5,44,6,1,0,2,10,0,0,6,0,0,4.82,8.05,1.71,90.8,55.4,-0.02,한,3000
1982-09-13김강민2021,2021,김강민,1982-09-13,-0.02,1,0,0,0,0,0,0,0,0.2,1,1,4,1,0,0,1,1,0,0,1,0,0,13.5,24.33,3,33.2,19.1,-0.02,S,35000
1988-11-16정영일2021,2021,정영일,1988-11-16,-0.03,1,0,0,0,0,0,0,0,2,2,2,9,4,1,0,1,0,0,0,0,0,0,9,9.83,2,49.9,46.7,-0.03,S,6500
1998-04-14오석주2021,2021,오석주,1998-04-14,-0.03,9,0,0,0,0,0,0,0,8.1,6,6,38,9,1,0,0,6,0,0,7,0,0,6.48,3.81,1.8,66.6,116.4,-0.03,L,3000
2001-07-20홍민기2021,2021,홍민기,2001-07-20,-0.04,1,0,0,0,0,0,0,0,0.1,1,1,3,0,0,0,0,2,0,0,0,0,0,27,21.33,6,16.8,20.9,-0.04,롯,12068
1997-05-16김동욱2021,2021,김동욱,1997-05-16,-0.04,3,0,0,0,0,0,0,0,3,3,3,16,7,0,1,2,1,0,0,2,0,0,9,11.67,2.67,49.3,35.7,-0.04,키,12068
1994-02-27이형범2021,2021,이형범,1994-02-27,-0.04,4,0,0,0,0,0,0,0,2.2,2,0,16,2,0,0,0,5,0,1,2,0,0,0,8.58,2.63,94.95215827,51.4,-0.04,두,14200
1992-02-20최영환2021,2021,최영환,1992-02-20,-0.05,20,0,0,7,1,2,0,0,40.2,30,28,181,45,10,0,4,24,0,2,28,0,4,6.2,5.15,1.7,73.3,86.7,-0.05,롯,3400
1998-08-19이찬혁2021,2021,이찬혁,1998-08-19,-0.06,1,0,0,0,0,0,0,0,1,2,2,6,1,1,0,0,2,0,0,2,0,1,18,5.33,3,24,82.9,-0.06,L,2700
1992-08-10이준영2021,2021,이준영,1992-08-10,-0.06,50,0,0,1,3,2,1,9,35.2,25,22,159,30,5,0,3,19,1,0,26,0,3,5.55,4.48,1.37,80.1,99.1,-0.06,K,4000
1995-12-26황영국2021,2021,황영국,1995-12-26,-0.06,18,0,0,0,0,2,0,2,14.2,10,9,71,16,1,0,0,10,0,1,15,0,2,5.52,3.54,1.77,79.3,126.2,-0.06,한,2900
1994-08-20나원탁2021,2021,나원탁,1994-08-20,-0.06,2,0,0,0,0,0,0,0,2,3,3,10,1,0,1,0,3,0,0,3,0,1,13.5,4.83,2,33.7,92.2,-0.06,롯,3000
2000-01-06조요한2021,2021,조요한,2000-01-06,-0.06,6,0,0,0,0,0,0,1,7,6,6,38,10,3,0,0,9,0,0,4,0,0,7.71,6.05,2.71,58.2,73.9,-0.06,S,12068
1988-12-21임현준2021,2021,임현준,1988-12-21,-0.06,27,0,0,0,1,2,0,5,11,8,8,52,11,1,2,0,7,0,4,8,0,0,6.55,4.88,1.64,69,91.3,-0.06,삼,10000
1995-12-20이승헌2021,2021,이승헌,1995-12-20,-0.06,5,0,0,0,0,0,0,0,5.1,5,4,27,9,3,0,0,1,0,0,7,0,0,6.75,1.27,1.88,67.3,350,-0.06,N,3000
1987-05-31차우찬2021,2021,차우찬,1987-05-31,-0.08,5,0,0,5,2,1,0,0,22.1,14,13,99,16,3,0,2,13,0,3,12,0,0,5.24,5.57,1.3,82.3,77.8,-0.08,L,100000
1987-08-07스미스2021,2021,스미스,1987-08-07,-0.08,2,0,0,2,1,0,0,0,10,7,7,43,9,2,0,1,5,0,0,5,0,0,6.3,5.13,1.4,70.4,84.4,-0.08,키,12068
1997-03-03유재유2021,2021,유재유,1997-03-03,-0.09,4,0,0,0,0,0,0,0,3.1,4,4,19,4,0,0,2,5,0,0,1,0,1,10.8,15.03,2.7,39.9,27.9,-0.09,두,3200
1993-04-01변시원2021,2021,변시원,1993-04-01,-0.09,1,0,0,0,0,0,0,0,0.2,2,2,7,1,0,0,0,3,0,1,0,0,0,27,21.33,6,16.5,21,-0.09,K,4000
1992-01-11서균2021,2021,서균,1992-01-11,-0.09,3,0,0,0,0,0,0,0,1.2,2,2,10,2,0,0,0,0,0,2,0,0,0,10.8,6.93,1.2,40.6,64.1,-0.09,한,3700
2001-06-12신지후2021,2021,신지후,2001-06-12,-0.09,2,0,0,0,0,0,0,0,0.1,2,0,3,0,0,0,0,1,0,0,0,0,0,0,12.33,3,94.95215827,36.4,-0.09,한,12068
1996-10-20이상규2021,2021,이상규,1996-10-20,-0.1,7,0,0,0,0,0,0,0,6,6,6,29,8,2,0,1,2,0,1,4,0,0,9,5.67,1.67,47.9,75.1,-0.1,L,2900
2000-03-17정우준2021,2021,정우준,2000-03-17,-0.1,6,0,0,0,0,0,0,0,5.2,6,6,29,6,2,0,1,5,0,2,4,0,0,9.53,7.92,1.94,47.7,56.5,-0.1,롯,12068
1995-06-27조영우2021,2021,조영우,1995-06-27,-0.11,30,0,0,8,4,8,1,0,66.2,46,42,291,74,10,2,10,26,0,0,48,0,3,5.67,5.01,1.5,79.1,90.8,-0.11,S,3300
1989-04-29하준호2021,2021,하준호,1989-04-29,-0.11,10,0,0,0,0,0,0,0,12,10,9,56,16,1,1,2,6,0,0,10,0,1,6.75,5.33,1.83,66.5,83.1,-0.11,K,4500
2000-07-20남호2021,2021,남호,2000-07-20,-0.11,5,0,0,0,0,1,0,0,2.2,3,3,13,3,1,0,0,3,0,0,2,0,0,10.13,5.21,2.25,42.6,85.1,-0.11,두,2700
1996-05-10박세웅2021,2021,박세웅,1996-05-10,-0.11,4,0,0,0,0,0,0,0,3,4,3,18,5,0,1,1,3,0,1,2,0,0,9,10.33,2.67,50.2,44.2,-0.11,삼,12068
1985-07-17오현택2021,2021,오현택,1985-07-17,-0.12,20,0,0,0,0,1,0,1,16.1,13,12,87,28,7,0,2,8,2,1,8,0,0,6.61,5.23,2.2,68.7,85.2,-0.12,롯,7500
1993-05-14고봉재2021,2021,고봉재,1993-05-14,-0.12,1,0,0,0,0,0,0,0,1.1,4,4,8,5,0,0,1,0,0,0,0,0,0,27,13.08,3.75,16,31.3,-0.12,두,3300
1999-08-20박주홍2021,2021,박주홍,1999-08-20,-0.12,2,0,0,1,1,1,0,0,3,4,4,18,2,0,0,0,9,0,0,3,0,1,12,10.33,3.67,36.5,43.4,-0.12,한,3500
1986-06-17유원상2021,2021,유원상,1986-06-17,-0.12,11,0,0,0,1,1,0,1,13,10,9,60,15,2,0,0,6,0,0,13,0,3,6.23,2.72,1.62,72.1,164.4,-0.12,K,8000
1998-09-17김태형2021,2021,김태형,1998-09-17,-0.12,2,0,0,0,0,0,0,0,1,3,3,6,0,0,0,0,2,0,1,1,0,0,27,10.33,2,16,42.6,-0.12,L,12068
1990-10-23강지광2021,2021,강지광,1990-10-23,-0.13,1,0,0,0,0,0,0,0,1,4,4,10,3,0,0,0,4,0,0,1,0,0,36,13.33,7,12.5,33.5,-0.13,S,3000
2002-05-08이용준2021,2021,이용준,2002-05-08,-0.13,2,0,0,0,0,0,0,0,1.2,4,4,12,3,0,0,0,4,0,0,1,0,2,21.6,9.33,4.2,21,48.4,-0.13,N,12068
2001-02-12남지민2021,2021,남지민,2001-02-12,-0.13,3,0,0,3,0,1,0,0,7.1,6,6,41,9,2,0,1,7,0,3,3,0,0,7.36,8.38,2.18,59.5,53.2,-0.13,한,12068
1997-04-11장웅정2021,2021,장웅정,1997-04-11,-0.13,4,0,0,0,0,0,0,0,7.1,8,8,38,15,4,0,4,2,0,0,4,0,1,9.82,10.15,2.32,44.6,43.9,-0.13,한,3300
1992-08-11강경학2021,2021,강경학,1992-08-11,-0.14,1,0,0,0,0,0,0,0,0.2,4,4,8,3,1,0,0,2,0,1,0,0,0,54,16.83,7.5,8.1,26.6,-0.14,한,7800
1998-11-23이채호2021,2021,이채호,1998-11-23,-0.14,3,0,0,0,0,0,0,0,5,7,4,27,8,0,0,2,3,0,0,3,0,1,7.2,9.13,2.2,62.3,50.2,-0.14,S,12068
1995-11-16정성종2021,2021,정성종,1995-11-16,-0.14,12,0,0,0,0,0,0,0,12,12,11,65,19,1,0,2,8,0,1,4,0,2,8.25,7.08,2.25,55.1,63.1,-0.14,롯,3700
1987-08-07김세현2021,2021,김세현,1987-08-07,-0.14,5,0,0,0,0,0,0,0,4.1,5,5,28,9,2,0,0,7,1,0,5,1,0,10.38,5.18,3.69,43.2,86.9,-0.14,S,8000
1995-10-01김동우2021,2021,김동우,1995-10-01,-0.15,5,0,0,0,0,0,0,0,5,7,6,30,10,0,0,1,5,0,0,3,0,2,10.8,7.73,3,42.1,57.8,-0.15,롯,12068
1995-03-03차명진2021,2021,차명진,1995-03-03,-0.16,4,0,0,3,0,1,0,0,10.2,9,9,57,12,3,0,1,13,0,1,6,0,0,7.59,7.36,2.34,58.6,60.5,-0.16,K,3300
1991-09-12임규빈2021,2021,임규빈,1991-09-12,-0.16,5,0,0,0,0,0,0,0,8.2,10,10,43,13,6,0,3,4,0,0,6,0,0,10.38,7.83,1.96,42.7,53.9,-0.16,키,12068
1999-09-22양창섭2021,2021,양창섭,1999-09-22,-0.16,9,0,0,0,1,1,0,1,15,11,11,73,21,5,0,3,8,0,0,13,0,1,6.6,5.8,1.93,68.4,78.7,-0.16,삼,5000
1989-09-19최동환2021,2021,최동환,1989-09-19,-0.16,8,0,0,0,0,0,0,0,5.2,6,6,28,6,1,0,0,4,0,2,2,0,0,9.53,5.8,1.77,45.3,76.1,-0.16,L,7000
1995-11-24이상동2021,2021,이상동,1995-11-24,-0.17,6,0,0,0,0,1,0,1,6.1,6,6,29,7,0,0,0,3,0,0,5,0,1,8.53,3.18,1.58,52.7,140.4,-0.17,K,3200
2001-08-27박재민2021,2021,박재민,2001-08-27,-0.17,5,0,0,0,0,0,0,0,2.2,5,5,13,3,1,0,1,2,0,0,2,0,0,16.88,8.96,1.88,26.9,49.9,-0.17,롯,12068
1994-05-02김유영2021,2021,김유영,1994-05-02,-0.17,26,0,0,0,1,0,0,0,18.2,16,15,92,21,4,0,1,14,0,2,17,0,2,7.23,4.78,1.88,62.8,93.4,-0.17,롯,6200
1998-03-21김태현2021,2021,김태현,1998-03-21,-0.18,6,0,0,0,0,0,0,0,5.1,8,7,32,5,0,0,0,7,0,4,3,0,3,11.81,8.4,2.25,38.4,53.2,-0.18,N,2700
2001-06-04이종민2021,2021,이종민,2001-06-04,-0.18,2,0,0,0,0,0,0,0,2.1,6,6,17,4,0,0,1,7,0,0,3,0,0,23.14,15.33,4.71,19.2,28,-0.18,키,12068
1997-12-05이정현2021,2021,이정현,1997-12-05,-0.19,2,0,0,1,0,1,0,0,8.2,9,9,38,12,3,0,3,5,0,0,1,0,0,9.35,9.33,1.96,48.1,47.3,-0.19,K,3300
1998-06-07김진호2021,2021,김진호,1998-06-07,-0.19,1,0,0,1,0,1,0,0,1,3,3,7,2,0,0,0,3,0,0,1,0,1,27,10.33,5,16.8,43.8,-0.19,N,2700
1997-04-15양선률2021,2021,양선률,1997-04-15,-0.19,1,0,0,1,0,1,0,0,1,3,3,10,3,0,0,0,3,0,1,1,0,1,27,13.33,6,16.6,33.8,-0.19,S,3000
1996-05-20한승혁2021,2021,한승혁,1996-05-20,-0.19,7,0,0,0,0,0,0,0,4,6,6,25,6,1,0,1,5,0,1,5,0,2,13.5,8.58,2.75,33.7,52.1,-0.19,롯,3400
2001-11-09김창훈2021,2021,김창훈,2001-11-09,-0.2,6,0,0,0,0,0,0,0,8,10,10,41,13,4,0,1,6,0,0,6,0,0,11.25,5.71,2.38,40.4,78.2,-0.2,롯,12068
1998-09-30김기탁2021,2021,김기탁,1998-09-30,-0.21,19,0,0,0,0,0,0,4,12.1,10,8,58,14,4,1,0,7,0,1,12,0,0,5.84,3.33,1.7,75,133.8,-0.21,한,2700
1999-02-09소이현2021,2021,소이현,1999-02-09,-0.21,10,0,0,0,0,0,0,0,10.2,12,8,59,13,3,0,1,12,0,0,10,0,1,6.75,6.05,2.34,67.3,74.8,-0.21,N,3100
2000-05-29이교훈2021,2021,이교훈,2000-05-29,-0.21,11,0,0,0,0,0,0,0,8.1,10,10,43,13,3,0,2,3,0,1,8,0,0,10.8,5.97,1.92,39.9,70.2,-0.21,두,2700
1994-06-10박진형2021,2021,박진형,1994-06-10,-0.22,22,0,0,0,2,1,0,0,16,14,14,81,25,6,2,1,10,1,0,23,0,0,7.88,2.96,2.19,57.7,150.5,-0.22,롯,9000
1998-03-16나균안2021,2021,나균안,1998-03-16,-0.22,23,0,0,7,1,2,1,1,46.1,36,33,223,62,13,0,4,24,0,0,27,1,1,6.41,4.84,1.86,70.9,92.1,-0.22,롯,12068
