,YYYY,team,name,birth,WAR,G,CG,SHO,GS,W,L,SV,HLD,INN,R,ER,BF,H,2B,3B,HR,BB,IBB,HBP,SO,BK,WP,ERA,FIP,WHIP,ERA+,FIP+,WPA,salary,salary_log
335,2021,DYNOS,임창민,1985-08-25,0.39,46,0,0,0,0,3,0,17,40.1,23,17,178,35,8,0,2,20,1,4,29,0.0,7.0,3.79,4.25,1.36,119.7,105.8,0.23,16000.0,9.680344001221918
336,2021,TIGERS,김재열,1996-01-02,0.39,24,0,0,0,1,0,0,0,32.2,18,14,152,28,4,0,4,18,0,4,18,1.0,1.0,3.86,5.84,1.41,115.3,76.0,-0.19,2700.0,7.90100705199242
337,2021,TIGERS,다카하시,1997-01-23,0.37,7,0,0,7,1,3,0,0,36.2,22,20,168,46,4,0,4,12,0,4,46,0.0,4.0,4.91,3.55,1.58,90.6,125.6,-0.32,60000.0,11.002099841204238
338,2021,DYNOS,박진우,1990-02-12,0.36,9,0,0,0,0,0,0,1,11.0,2,2,44,6,2,0,0,5,0,1,12,0.0,1.0,1.64,2.79,1.0,277.5,160.3,-0.01,11500.0,9.350102314351341
339,2021,LIONS,최지광,1998-03-13,0.35,60,0,0,0,7,1,0,14,51.1,30,28,231,53,11,2,5,27,0,2,49,0.0,2.0,4.91,4.38,1.56,91.9,102.9,0.15,12000.0,9.392661928770137
340,2021,EAGLES,김진영,1992-04-16,0.35,20,0,0,0,0,1,0,1,18.1,8,8,81,16,3,0,2,14,2,0,8,0.0,1.0,3.93,5.84,1.64,111.5,76.5,-0.1,7900.0,8.974618038455112
341,2021,BEARS,박치국,1998-03-10,0.34,23,0,0,0,2,1,0,8,22.0,11,10,95,21,5,0,2,11,3,1,20,0.0,1.0,4.09,3.92,1.46,105.4,109.5,0.58,8000.0,8.987196820661973
342,2021,WYVERNS,르위키,1992-04-08,0.32,4,0,0,4,1,0,0,0,14.1,6,6,56,15,3,0,2,2,0,0,9,0.0,0.0,3.77,4.31,1.19,119.1,105.7,0.17,55000.0,10.915088464214607
343,2021,DYNOS,김영규,2000-02-10,0.32,37,0,0,8,5,3,0,6,63.2,40,38,286,69,8,0,10,28,0,1,42,0.0,3.0,5.37,5.42,1.52,84.5,83.6,-0.56,6300.0,8.748304912379623
344,2021,WYVERNS,김상수,1988-01-02,0.32,50,0,0,0,4,3,6,5,58.1,33,33,273,71,8,0,10,30,3,1,44,0.0,2.0,5.09,5.49,1.73,88.1,83.0,-0.04,30000.0,10.308952660644293
345,2021,EAGLES,장민재,1990-03-19,0.32,12,0,0,6,0,2,0,0,29.1,17,9,128,34,7,0,4,8,1,0,13,0.0,1.0,2.76,4.94,1.43,158.6,90.3,-0.01,11000.0,9.305650551780507
346,2021,LIONS,홍정우,1996-03-16,0.31,15,0,0,0,2,0,0,0,15.2,6,6,64,14,3,1,3,4,0,0,12,0.0,1.0,3.45,5.06,1.15,131.0,90.5,-0.22,3000.0,8.006367567650246
347,2021,TWINS,배재준,1994-11-24,0.3,15,0,0,6,2,2,0,0,32.2,17,15,151,42,10,0,1,13,0,3,23,0.0,1.0,4.13,3.79,1.68,104.4,115.7,-0.48,5700.0,8.648221453822641
348,2021,DYNOS,배민서,1999-11-18,0.3,32,0,0,2,1,0,0,0,40.0,26,22,187,51,6,0,3,17,0,4,23,0.0,3.0,4.95,4.73,1.7,91.7,95.1,0.4,3100.0,8.039157390473237
349,2021,WYVERNS,하재훈,1990-10-29,0.3,18,0,0,0,1,0,0,2,18.0,8,8,88,16,0,1,1,16,2,3,8,0.0,2.0,4.0,6.0,1.78,112.2,75.2,-0.11,15000.0,9.615805480084347
350,2021,TIGERS,전상현,1996-04-18,0.29,15,0,0,0,1,0,0,7,13.0,6,5,59,15,3,0,1,6,0,0,8,0.0,1.0,3.46,4.49,1.62,128.5,99.2,0.44,7600.0,8.935903526274423
351,2021,TWINS,이상영,2000-12-03,0.29,21,0,0,9,1,1,0,0,50.0,28,24,228,48,8,0,7,32,0,8,30,0.0,3.0,4.32,6.35,1.6,99.8,67.7,-0.34,3100.0,8.039157390473237
352,2021,DYNOS,임정호,1990-04-16,0.27,60,0,0,0,0,4,0,12,34.2,20,16,165,37,4,1,2,25,2,3,24,0.0,0.0,4.15,4.95,1.79,109.3,91.0,-0.66,9200.0,9.126958763037132
353,2021,EAGLES,윤호솔,1994-07-15,0.27,55,0,0,0,3,0,0,8,48.2,29,25,214,41,13,2,7,30,1,3,42,0.0,3.0,4.62,5.45,1.46,94.7,81.8,0.63,2900.0,7.9724660159745655
354,2021,TIGERS,장지수,2000-05-25,0.26,9,0,0,0,0,0,0,0,14.1,6,5,67,9,2,0,1,13,0,3,5,0.0,1.0,3.14,6.89,1.54,141.6,64.7,-0.07,2700.0,7.90100705199242
355,2021,GIANTS,진명호,1989-03-20,0.25,33,0,0,0,2,2,0,3,24.1,14,13,107,20,5,0,3,14,0,2,24,0.0,1.0,4.81,4.94,1.4,94.5,90.5,-0.65,12500.0,9.433483923290392
356,2021,EAGLES,송윤준,1992-07-16,0.24,17,0,0,0,0,0,0,2,12.2,5,5,55,12,2,0,1,6,1,2,8,0.0,0.0,3.55,4.75,1.42,123.3,93.8,-0.02,2700.0,7.90100705199242
357,2021,TWINS,채지선,1995-07-11,0.24,14,0,0,0,0,0,0,0,17.1,8,6,87,15,5,0,0,20,0,0,18,2.0,2.0,3.12,4.72,2.02,138.5,93.9,-0.1,2800.0,7.937374696163295
358,2021,WYVERNS,서동민,1994-03-07,0.23,20,0,0,0,0,0,0,0,26.1,15,15,118,27,4,1,5,17,0,1,24,0.0,1.0,5.13,6.03,1.67,87.5,75.7,0.08,3000.0,8.006367567650246
359,2021,EAGLES,배동현,1998-03-16,0.23,20,0,0,4,1,3,0,0,38.0,21,19,177,34,9,1,3,25,0,4,26,2.0,1.0,4.5,5.28,1.55,97.3,84.5,-0.76,3000.0,8.006367567650246
360,2021,LIONS,몽고메리,1989-07-01,0.21,11,0,0,11,2,5,0,0,52.0,33,31,244,46,5,1,3,38,0,4,55,0.0,4.0,5.37,4.39,1.62,84.1,102.0,-0.71,45000.0,10.714417768752456
361,2021,LIONS,노성호,1989-10-22,0.21,16,0,0,0,0,2,0,1,19.0,10,10,82,10,1,0,2,14,0,1,19,0.0,2.0,4.74,5.07,1.26,95.3,88.9,-0.57,4000.0,8.294049640102028
362,2021,TWINS,함덕주,1995-01-13,0.2,16,0,0,3,1,2,0,1,21.0,11,10,98,20,2,1,2,13,1,3,18,0.0,2.0,4.29,5.0,1.57,100.6,86.3,-0.43,21000.0,9.95227771670556
363,2021,BEARS,윤명준,1989-06-18,0.17,45,0,0,0,1,0,0,1,45.2,28,24,208,53,6,0,3,20,2,4,26,1.0,1.0,4.73,4.49,1.6,91.2,96.7,-0.44,21000.0,9.95227771670556
364,2021,TWINS,김지용,1988-02-20,0.17,3,0,0,0,0,0,0,0,4.0,0,0,16,2,2,0,0,1,0,1,5,0.0,0.0,0.0,2.33,0.75,114.60000000000001,189.5,0.02,11000.0,9.305650551780507
365,2021,WYVERNS,이태양,1990-07-03,0.16,40,0,0,14,5,10,0,4,103.2,66,66,456,123,23,1,25,32,1,1,62,0.0,2.0,5.73,6.2,1.5,78.3,73.8,-1.18,14000.0,9.546812608597396
366,2021,LIONS,이재희,2001-10-11,0.16,5,0,0,5,0,1,0,0,21.2,13,13,95,24,3,1,2,10,0,0,17,0.0,2.0,5.4,4.35,1.57,83.6,103.7,-0.06,3000.0,8.006367567650246
367,2021,LIONS,심창민,1993-02-01,0.16,59,0,0,0,3,2,0,16,51.1,32,29,238,47,12,0,8,32,0,6,58,1.0,2.0,5.08,5.32,1.54,88.8,85.3,-0.43,28000.0,10.239959789157341
368,2021,LIONS,이상민,1990-11-04,0.13,30,0,0,0,1,1,0,3,24.2,15,13,110,28,6,1,2,14,0,0,14,0.0,1.0,4.74,4.95,1.7,95.2,90.8,0.31,3200.0,8.070906088787819
369,2021,DYNOS,문경찬,1992-07-08,0.13,35,0,0,0,0,1,0,4,31.0,20,17,142,25,6,0,6,20,1,0,25,0.0,1.0,4.94,6.07,1.45,92.0,74.8,-0.19,11500.0,9.350102314351341
370,2021,DYNOS,김태경,2001-04-07,0.13,7,0,0,3,0,0,0,0,15.0,8,8,63,11,4,0,1,9,0,1,10,0.0,1.0,4.8,4.87,1.33,94.6,92.6,-0.05,2700.0,7.90100705199242
371,2021,TIGERS,박건우,1998-06-03,0.13,3,0,0,0,0,0,0,0,3.0,0,0,11,2,0,0,0,1,0,1,3,0.0,0.0,0.0,3.33,1.0,100.62291666666665,135.1,0.01,3000.0,8.006367567650246
372,2021,GIANTS,김대우,1984-07-26,0.12,39,0,0,0,2,2,0,9,35.1,22,20,160,32,7,0,4,24,0,4,31,0.0,5.0,5.09,5.43,1.59,89.2,82.3,-0.71,2900.0,7.9724660159745655
373,2021,EAGLES,김종수,1994-06-03,0.11,49,0,0,0,1,1,0,6,46.2,29,25,208,34,10,0,7,32,0,3,38,0.0,2.0,4.82,5.9,1.41,90.8,75.5,-0.2,3800.0,8.242756345714477
374,2021,WYVERNS,신재웅,1982-03-28,0.11,8,0,0,0,0,0,0,0,8.1,4,4,37,6,1,0,0,5,0,0,9,1.0,0.0,4.32,2.97,1.32,103.9,151.0,0.03,5500.0,8.612503371220562
375,2021,DYNOS,송명기,2000-08-09,0.1,24,0,0,24,8,9,0,0,123.1,83,81,574,147,39,2,12,58,1,9,102,1.0,2.0,5.91,4.55,1.66,76.8,99.3,-0.74,2700.0,7.90100705199242
376,2021,TIGERS,지명성,2002-02-15,0.09,3,0,0,0,1,0,0,0,4.0,1,0,16,1,0,0,0,1,0,1,4,0.0,0.0,0.0,2.83,0.5,100.62291666666665,156.7,0.02,3000.0,8.006367567650246
377,2021,TIGERS,한승혁,1993-01-03,0.09,8,0,0,5,0,3,0,0,23.2,15,12,103,25,5,1,0,10,0,2,17,0.0,2.0,4.56,3.42,1.48,97.4,131.4,-0.33,6500.0,8.779557455883728
378,2021,TIGERS,전유수,1986-11-29,0.09,11,0,0,0,1,0,0,0,10.2,6,4,46,9,1,0,1,6,0,0,9,0.0,0.0,3.38,4.55,1.41,133.1,97.6,-0.07,10000.0,9.210340371976184
379,2021,DYNOS,노시훈,1998-08-04,0.08,5,0,0,0,0,0,0,0,4.2,2,2,22,4,1,0,1,4,0,0,2,0.0,0.0,3.86,7.83,1.71,117.7,57.9,-0.03,2700.0,7.90100705199242
380,2021,GIANTS,배성근,1995-04-27,0.08,2,0,0,0,0,0,0,0,2.0,0,0,9,2,0,0,0,1,0,0,1,0.0,0.0,0.0,3.83,1.5,72.5,116.2,0.0,3200.0,8.070906088787819
381,2021,WYVERNS,김주온,1996-12-08,0.07,2,0,0,0,0,0,0,0,2.0,0,0,10,1,1,0,0,2,0,1,3,0.0,0.0,0.0,4.83,1.5,84.01428571428572,94.1,0.0,2700.0,7.90100705199242
382,2021,LIONS,이재익,1994-03-18,0.07,11,0,0,0,2,0,0,0,10.0,6,5,51,11,0,0,1,12,1,0,5,0.0,0.0,4.5,6.93,2.3,100.3,65.1,-0.22,2800.0,7.937374696163295
383,2021,WYVERNS,정동윤,1997-10-22,0.07,1,0,0,0,0,0,0,0,2.0,0,0,7,1,0,0,0,1,0,0,0,0.0,0.0,0.0,4.83,1.0,84.01428571428572,92.2,0.0,3000.0,8.006367567650246
384,2021,EAGLES,정진호,1988-10-02,0.06,3,0,0,0,0,0,0,0,1.2,0,0,6,1,0,0,0,1,0,0,0,0.0,0.0,0.0,5.13,1.2,86.4423076923077,87.0,0.0,12000.0,9.392661928770137
385,2021,HEROS,박승주,1994-02-12,0.06,3,0,0,0,0,0,0,0,4.1,2,2,18,3,1,0,0,3,0,0,1,0.0,0.0,4.15,4.95,1.39,106.7,89.4,0.0,2400.0,7.783224016336037
386,2021,DYNOS,이우석,1996-04-16,0.06,10,0,0,0,1,0,0,0,9.2,6,6,49,13,4,0,1,7,0,3,8,0.0,0.0,5.59,6.13,2.07,81.3,73.5,0.06,2800.0,7.937374696163295
387,2021,EAGLES,문동욱,1992-01-07,0.06,1,0,0,0,0,0,0,0,1.1,0,0,6,1,0,0,0,1,0,0,2,0.0,0.0,0.0,2.58,1.5,86.4423076923077,172.9,0.0,3600.0,8.1886891244442
388,2021,BEARS,최세창,2001-06-01,0.05,1,0,0,0,0,0,0,0,1.1,0,0,5,1,0,0,0,1,0,0,0,0.0,0.0,0.0,5.58,1.5,95.98181818181818,79.4,0.0,2700.0,7.90100705199242
389,2021,EAGLES,김범수,1995-10-03,0.05,56,0,0,2,4,9,1,9,70.2,44,41,319,68,11,2,2,42,1,2,70,1.0,8.0,5.22,3.55,1.56,83.9,125.8,-1.36,6500.0,8.779557455883728
390,2021,WYVERNS,김태훈,1990-05-19,0.05,65,0,0,0,2,4,1,16,58.0,35,32,269,55,5,0,7,39,3,9,49,1.0,4.0,4.97,5.54,1.62,90.4,82.1,-0.06,24000.0,10.085809109330082
391,2021,WYVERNS,신재영,1989-11-18,0.05,20,0,0,1,0,0,0,0,28.1,18,18,124,35,5,1,3,2,0,4,27,0.0,1.0,5.72,3.44,1.31,78.5,133.3,-0.54,14000.0,9.546812608597396
392,2021,DYNOS,김건태,1991-10-02,0.05,6,0,0,0,0,0,0,0,6.2,4,4,29,2,0,0,1,7,0,0,5,0.0,3.0,5.4,6.93,1.35,84.1,65.3,-0.27,9000.0,9.104979856318357
393,2021,TIGERS,김현준,1997-06-05,0.05,19,0,0,0,0,1,0,2,19.2,13,12,83,15,1,0,4,12,0,0,19,0.0,0.0,5.49,5.88,1.37,81.0,75.4,-0.24,2900.0,7.9724660159745655
394,2021,GIANTS,윤성빈,1999-02-26,0.04,1,0,0,0,0,0,0,0,1.0,0,0,5,0,0,0,0,1,0,0,0,0.0,0.0,0.0,6.33,1.0,72.5,70.4,0.0,2800.0,7.937374696163295
395,2021,TWINS,고효준,1983-02-08,0.04,3,0,0,0,0,0,0,0,2.1,1,1,10,3,0,1,0,0,0,0,1,0.0,0.0,3.86,2.48,1.29,111.8,180.1,-0.14,10000.0,9.210340371976184
396,2021,GIANTS,추재현,1999-02-22,0.04,1,0,0,0,0,0,0,0,1.0,0,0,4,0,0,0,0,2,0,0,0,0.0,0.0,0.0,9.33,2.0,72.5,47.8,0.0,2700.0,7.90100705199242
397,2021,BEARS,김도윤,2002-06-28,0.04,1,0,0,0,0,0,0,0,1.0,0,0,3,0,0,0,0,0,0,0,2,0.0,0.0,0.0,-0.67,0.0,95.98181818181818,-651.2,0.0,3000.0,8.006367567650246
398,2021,GIANTS,김민수,1998-03-18,0.03,1,0,0,0,0,0,0,0,1.0,0,0,4,0,0,0,0,1,0,0,1,0.0,0.0,0.0,4.33,1.0,72.5,102.8,0.0,3000.0,8.006367567650246
399,2021,TWINS,김진수,1998-08-31,0.03,3,0,0,0,0,0,0,0,2.1,1,1,9,2,1,0,0,0,0,0,2,0.0,0.0,3.86,1.62,0.86,111.8,276.3,-0.04,3000.0,8.006367567650246
400,2021,GIANTS,오윤석,1992-02-24,0.03,1,0,0,0,0,0,0,0,0.2,0,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.33,0.0,72.5,133.6,0.0,4000.0,8.294049640102028
401,2021,HEROS,문성현,1991-11-09,0.02,4,0,0,0,0,0,0,0,3.1,2,2,18,3,2,0,0,6,0,0,3,0.0,1.0,5.4,6.93,2.7,82.1,63.4,-0.01,8800.0,9.082507000466299
402,2021,WYVERNS,가빌리오,1990-05-22,0.02,15,0,0,15,6,4,0,0,81.1,54,53,351,88,18,0,7,30,1,6,70,0.0,3.0,5.86,4.02,1.45,76.5,113.0,-0.68,24600.0,10.110501721920453
403,2021,TIGERS,박진태,1994-10-19,0.02,59,0,0,0,3,3,0,9,65.0,44,43,305,68,11,0,6,36,0,13,45,0.0,5.0,5.95,5.41,1.6,74.7,82.3,-1.08,6000.0,8.699514748210191
404,2021,WYVERNS,최민준,1999-06-11,0.02,38,0,0,12,3,3,0,4,86.0,56,56,398,93,17,0,11,50,0,7,62,1.0,5.0,5.86,5.54,1.66,76.6,81.9,-1.71,3000.0,8.006367567650246
405,2021,GIANTS,강태율,1996-11-01,0.01,1,0,0,0,0,0,0,0,0.1,0,0,3,2,1,0,0,0,0,0,0,0.0,0.0,0.0,3.33,6.0,72.5,133.6,0.0,2700.0,7.90100705199242
406,2021,TIGERS,최정용,1996-10-24,0.01,1,0,0,0,0,0,0,0,0.1,0,0,2,1,0,1,0,0,0,0,0,0.0,0.0,0.0,3.33,3.0,100.62291666666665,133.6,0.0,3600.0,8.1886891244442
407,2021,DYNOS,안인산,2001-02-27,0.01,7,0,0,0,0,0,0,0,6.2,5,4,34,3,1,0,0,7,0,3,9,0.0,3.0,5.4,5.13,1.5,84.1,87.1,-0.08,2700.0,7.90100705199242
408,2021,HEROS,양현,1992-08-23,0.01,45,0,0,0,1,2,0,5,48.0,31,25,225,59,11,0,3,26,4,1,22,0.0,1.0,4.69,4.67,1.77,94.6,93.4,-0.52,3000.0,8.006367567650246
409,2021,DYNOS,강태경,2001-07-26,0.01,3,0,0,3,0,1,0,0,12.2,8,8,61,13,3,0,2,10,0,2,10,0.0,2.0,5.68,6.65,1.82,79.9,68.0,-0.36,2700.0,7.90100705199242
410,2021,GIANTS,강동호,1994-04-21,0.0,1,0,0,0,0,0,0,0,1.1,1,1,7,1,1,0,0,1,0,1,1,0.0,1.0,6.75,6.33,1.5,67.3,70.8,0.0,3500.0,8.160518247477505
411,2021,TWINS,류원석,1989-11-18,0.0,6,0,0,0,0,0,0,0,6.0,4,4,28,1,1,0,0,9,0,1,8,0.0,0.0,6.0,5.67,1.67,71.9,78.0,0.04,3000.0,8.006367567650246
412,2021,BEARS,문대원,1998-08-22,0.0,2,0,0,0,0,0,0,0,1.1,1,1,9,2,0,0,1,2,0,0,1,0.0,0.0,6.75,16.08,3.0,63.9,25.8,0.0,2700.0,7.90100705199242
413,2021,GIANTS,이승헌,1998-12-19,0.0,16,0,0,12,0,3,0,0,57.2,39,37,278,65,10,0,2,43,0,7,32,1.0,11.0,5.77,5.28,1.87,78.7,84.6,-0.93,2700.0,7.90100705199242
414,2021,EAGLES,오동욱,2001-02-01,0.0,34,0,0,0,0,1,0,2,25.0,17,15,117,21,9,0,3,16,0,5,13,0.0,0.0,5.4,6.37,1.48,81.1,70.0,-0.32,3300.0,8.101677747454572
415,2021,GIANTS,김건국,1988-02-02,0.0,13,0,0,0,0,0,0,0,22.0,16,16,104,27,8,0,3,14,0,0,17,0.0,2.0,6.55,5.47,1.86,69.4,81.6,0.09,6000.0,8.699514748210191
416,2021,DYNOS,손정욱,1990-12-24,-0.02,15,0,0,0,1,0,0,0,12.1,9,9,61,17,2,3,1,7,0,0,8,0.0,1.0,6.57,4.79,1.95,69.1,94.2,-0.45,4600.0,8.433811582477187
417,2021,TIGERS,황윤호,1993-09-22,-0.02,1,0,0,0,0,0,0,0,0.2,1,0,4,2,0,0,0,0,0,0,0,0.0,0.0,0.0,3.33,3.0,100.62291666666665,133.6,0.0,4500.0,8.411832675758411
418,2021,EAGLES,정인욱,1990-12-18,-0.02,8,0,0,1,0,0,0,0,9.1,6,5,44,6,1,0,2,10,0,0,6,0.0,0.0,4.82,8.05,1.71,90.8,55.4,-0.19,3000.0,8.006367567650246
419,2021,WYVERNS,김강민,1982-09-13,-0.02,1,0,0,0,0,0,0,0,0.2,1,1,4,1,0,0,1,1,0,0,1,0.0,0.0,13.5,24.33,3.0,33.2,19.1,0.0,35000.0,10.46310334047155
420,2021,WYVERNS,정영일,1988-11-16,-0.03,1,0,0,0,0,0,0,0,2.0,2,2,9,4,1,0,1,0,0,0,0,0.0,0.0,9.0,9.83,2.0,49.9,46.7,0.0,6500.0,8.779557455883728
421,2021,TWINS,오석주,1998-04-14,-0.03,9,0,0,0,0,0,0,0,8.1,6,6,38,9,1,0,0,6,0,0,7,0.0,0.0,6.48,3.81,1.8,66.6,116.4,-0.05,3000.0,8.006367567650246
422,2021,GIANTS,홍민기,2001-07-20,-0.04,1,0,0,0,0,0,0,0,0.1,1,1,3,0,0,0,0,2,0,0,0,0.0,0.0,27.0,21.33,6.0,16.8,20.9,-0.01,3100.0,8.039157390473237
423,2021,BEARS,이형범,1994-02-27,-0.04,4,0,0,0,0,0,0,0,2.2,2,0,16,2,0,0,0,5,0,1,2,0.0,0.0,0.0,8.58,2.63,95.98181818181818,51.4,-0.55,14200.0,9.560997243589352
424,2021,GIANTS,최영환,1992-02-20,-0.05,20,0,0,7,1,2,0,0,40.2,30,28,181,45,10,0,4,24,0,2,28,0.0,4.0,6.2,5.15,1.7,73.3,86.7,-0.58,3400.0,8.131530710604252
425,2021,TWINS,이찬혁,1998-08-19,-0.06,1,0,0,0,0,0,0,0,1.0,2,2,6,1,1,0,0,2,0,0,2,0.0,1.0,18.0,5.33,3.0,24.0,82.9,0.0,2700.0,7.90100705199242
426,2021,TIGERS,이준영,1992-08-10,-0.06,50,0,0,1,3,2,1,9,35.2,25,22,159,30,5,0,3,19,1,0,26,0.0,3.0,5.55,4.48,1.37,80.1,99.1,-0.65,4000.0,8.294049640102028
427,2021,EAGLES,황영국,1995-12-26,-0.06,18,0,0,0,0,2,0,2,14.2,10,9,71,16,1,0,0,10,0,1,15,0.0,2.0,5.52,3.54,1.77,79.3,126.2,-0.6,2900.0,7.9724660159745655
428,2021,GIANTS,나원탁,1994-08-20,-0.06,2,0,0,0,0,0,0,0,2.0,3,3,10,1,0,1,0,3,0,0,3,0.0,1.0,13.5,4.83,2.0,33.7,92.2,0.0,3000.0,8.006367567650246
429,2021,WYVERNS,조요한,2000-01-06,-0.06,6,0,0,0,0,0,0,1,7.0,6,6,38,10,3,0,0,9,0,0,4,0.0,0.0,7.71,6.05,2.71,58.2,73.9,-0.23,3000.0,8.006367567650246
430,2021,LIONS,임현준,1988-12-21,-0.06,27,0,0,0,1,2,0,5,11.0,8,8,52,11,1,2,0,7,0,4,8,0.0,0.0,6.55,4.88,1.64,69.0,91.3,-0.68,10000.0,9.210340371976184
431,2021,DYNOS,이승헌,1995-12-20,-0.06,5,0,0,0,0,0,0,0,5.1,5,4,27,9,3,0,0,1,0,0,7,0.0,0.0,6.75,1.27,1.88,67.3,350.0,-0.03,3000.0,8.006367567650246
432,2021,TWINS,차우찬,1987-05-31,-0.08,5,0,0,5,2,1,0,0,22.1,14,13,99,16,3,0,2,13,0,3,12,0.0,0.0,5.24,5.57,1.3,82.3,77.8,-0.36,100000.0,11.512925464970229
433,2021,BEARS,유재유,1997-03-03,-0.09,4,0,0,0,0,0,0,0,3.1,4,4,19,4,0,0,2,5,0,0,1,0.0,1.0,10.8,15.03,2.7,39.9,27.9,-0.04,3200.0,8.070906088787819
434,2021,TIGERS,변시원,1993-04-01,-0.09,1,0,0,0,0,0,0,0,0.2,2,2,7,1,0,0,0,3,0,1,0,0.0,0.0,27.0,21.33,6.0,16.5,21.0,-0.03,4000.0,8.294049640102028
435,2021,EAGLES,서균,1992-01-11,-0.09,3,0,0,0,0,0,0,0,1.2,2,2,10,2,0,0,0,0,0,2,0,0.0,0.0,10.8,6.93,1.2,40.6,64.1,-0.19,3700.0,8.216088098632316
436,2021,EAGLES,신지후,2001-06-12,-0.09,2,0,0,0,0,0,0,0,0.1,2,0,3,0,0,0,0,1,0,0,0,0.0,0.0,0.0,12.33,3.0,86.4423076923077,36.4,-0.01,2700.0,7.90100705199242
437,2021,TWINS,이상규,1996-10-20,-0.1,7,0,0,0,0,0,0,0,6.0,6,6,29,8,2,0,1,2,0,1,4,0.0,0.0,9.0,5.67,1.67,47.9,75.1,0.02,2900.0,7.9724660159745655
438,2021,GIANTS,정우준,2000-03-17,-0.1,6,0,0,0,0,0,0,0,5.2,6,6,29,6,2,0,1,5,0,2,4,0.0,0.0,9.53,7.92,1.94,47.7,56.5,-0.19,3000.0,8.006367567650246
439,2021,WYVERNS,조영우,1995-06-27,-0.11,30,0,0,8,4,8,1,0,66.2,46,42,291,74,10,2,10,26,0,0,48,0.0,3.0,5.67,5.01,1.5,79.1,90.8,-0.32,3300.0,8.101677747454572
440,2021,TIGERS,하준호,1989-04-29,-0.11,10,0,0,0,0,0,0,0,12.0,10,9,56,16,1,1,2,6,0,0,10,0.0,1.0,6.75,5.33,1.83,66.5,83.1,-0.2,4500.0,8.411832675758411
441,2021,BEARS,남호,2000-07-20,-0.11,5,0,0,0,0,1,0,0,2.2,3,3,13,3,1,0,0,3,0,0,2,0.0,0.0,10.13,5.21,2.25,42.6,85.1,-0.15,2700.0,7.90100705199242
442,2021,GIANTS,오현택,1985-07-17,-0.12,20,0,0,0,0,1,0,1,16.1,13,12,87,28,7,0,2,8,2,1,8,0.0,0.0,6.61,5.23,2.2,68.7,85.2,-0.8,7500.0,8.922658299524402
443,2021,BEARS,고봉재,1993-05-14,-0.12,1,0,0,0,0,0,0,0,1.1,4,4,8,5,0,0,1,0,0,0,0,0.0,0.0,27.0,13.08,3.75,16.0,31.3,0.0,3300.0,8.101677747454572
444,2021,EAGLES,박주홍,1999-08-20,-0.12,2,0,0,1,1,1,0,0,3.0,4,4,18,2,0,0,0,9,0,0,3,0.0,1.0,12.0,10.33,3.67,36.5,43.4,-0.22,3500.0,8.160518247477505
445,2021,TIGERS,유원상,1986-06-17,-0.12,11,0,0,0,1,1,0,1,13.0,10,9,60,15,2,0,0,6,0,0,13,0.0,3.0,6.23,2.72,1.62,72.1,164.4,-0.08,8000.0,8.987196820661973
446,2021,WYVERNS,강지광,1990-10-23,-0.13,1,0,0,0,0,0,0,0,1.0,4,4,10,3,0,0,0,4,0,0,1,0.0,0.0,36.0,13.33,7.0,12.5,33.5,0.0,3000.0,8.006367567650246
447,2021,DYNOS,이용준,2002-05-08,-0.13,2,0,0,0,0,0,0,0,1.2,4,4,12,3,0,0,0,4,0,0,1,0.0,2.0,21.6,9.33,4.2,21.0,48.4,-0.02,10000.0,9.210340371976184
448,2021,EAGLES,장웅정,1997-04-11,-0.13,4,0,0,0,0,0,0,0,7.1,8,8,38,15,4,0,4,2,0,0,4,0.0,1.0,9.82,10.15,2.32,44.6,43.9,-0.09,3300.0,8.101677747454572
449,2021,EAGLES,강경학,1992-08-11,-0.14,1,0,0,0,0,0,0,0,0.2,4,4,8,3,1,0,0,2,0,1,0,0.0,0.0,54.0,16.83,7.5,8.1,26.6,0.0,7800.0,8.961879012677683
450,2021,GIANTS,정성종,1995-11-16,-0.14,12,0,0,0,0,0,0,0,12.0,12,11,65,19,1,0,2,8,0,1,4,0.0,2.0,8.25,7.08,2.25,55.1,63.1,-0.1,3700.0,8.216088098632316
451,2021,WYVERNS,김세현,1987-08-07,-0.14,5,0,0,0,0,0,0,0,4.1,5,5,28,9,2,0,0,7,1,0,5,1.0,0.0,10.38,5.18,3.69,43.2,86.9,-0.05,8000.0,8.987196820661973
452,2021,GIANTS,김동우,1995-10-01,-0.15,5,0,0,0,0,0,0,0,5.0,7,6,30,10,0,0,1,5,0,0,3,0.0,2.0,10.8,7.73,3.0,42.1,57.8,-0.02,3000.0,8.006367567650246
453,2021,TIGERS,차명진,1995-03-03,-0.16,4,0,0,3,0,1,0,0,10.2,9,9,57,12,3,0,1,13,0,1,6,0.0,0.0,7.59,7.36,2.34,58.6,60.5,-0.41,3300.0,8.101677747454572
454,2021,LIONS,양창섭,1999-09-22,-0.16,9,0,0,0,1,1,0,1,15.0,11,11,73,21,5,0,3,8,0,0,13,0.0,1.0,6.6,5.8,1.93,68.4,78.7,-0.4,5000.0,8.517193191416238
455,2021,TWINS,최동환,1989-09-19,-0.16,8,0,0,0,0,0,0,0,5.2,6,6,28,6,1,0,0,4,0,2,2,0.0,0.0,9.53,5.8,1.77,45.3,76.1,0.0,7000.0,8.85366542803745
