,YYYY,team,name,birth,WAR,G,CG,SHO,GS,W,L,SV,HLD,INN,R,ER,BF,H,2B,3B,HR,BB,IBB,HBP,SO,BK,WP,ERA,FIP,WHIP,ERA+,FIP+,WPA,salary,salary_log
1643,2015,GIANTS,홍성민,1989-07-15,1.91,67,0,0,0,4,4,1,8,82.0,38,36,352,85,19,2,8,24,4,10,65,0.0,4.0,3.95,4.4,1.33,127.6,111.9,-1.04,12000.0,9.392661928770137
1644,2015,HEROS,양훈,1986-05-29,1.86,16,0,0,3,2,1,0,0,38.1,9,6,153,33,6,0,1,14,0,0,15,0.0,0.0,1.41,4.27,1.23,353.3,115.3,0.7,15000.0,9.615805480084347
1645,2015,TIGERS,최영필,1974-05-13,1.84,59,0,0,0,5,2,0,10,63.0,23,20,247,57,8,0,8,8,0,2,51,0.0,1.0,2.86,4.12,1.03,172.6,120.1,-0.02,13000.0,9.472704636443673
1646,2015,DYNOS,최금강,1989-04-26,1.81,78,0,0,0,6,5,1,14,89.2,40,37,384,77,12,1,11,37,2,11,61,0.0,12.0,3.71,5.39,1.27,129.0,90.6,-1.05,9200.0,9.126958763037132
1647,2015,TWINS,윤지웅,1988-03-11,1.78,78,0,0,0,3,1,0,12,62.0,26,26,245,47,6,1,3,17,0,1,54,0.0,4.0,3.77,3.37,1.03,124.3,141.5,1.04,12500.0,9.433483923290392
1648,2015,BEARS,이현호,1992-07-14,1.77,49,0,0,7,6,1,0,2,86.0,43,40,377,83,6,2,8,35,0,4,87,0.0,17.0,4.19,4.16,1.37,112.0,112.5,-0.18,6800.0,8.824677891164198
1649,2015,GIANTS,송승준,1980-06-29,1.76,25,0,0,23,8,7,0,0,125.0,71,66,551,131,19,1,17,46,1,4,112,0.0,8.0,4.75,4.77,1.42,106.1,103.5,0.12,40000.0,10.596634733096073
1650,2015,HEROS,김세현,1987-08-07,1.74,57,1,1,4,4,5,0,6,90.1,47,44,389,90,12,3,14,28,0,7,85,0.0,6.0,4.38,4.91,1.31,113.5,101.5,-1.41,9500.0,9.159047077588632
1651,2015,DYNOS,임창민,1985-08-25,1.64,61,0,0,0,1,5,31,0,64.0,28,27,266,57,5,2,7,21,2,1,72,0.0,3.0,3.8,3.73,1.22,126.2,130.7,2.04,17400.0,9.764225485202621
1652,2015,LIONS,차우찬,1987-05-31,1.62,31,0,0,29,13,7,0,1,173.0,98,92,743,160,36,1,28,74,1,5,194,1.0,9.0,4.79,4.83,1.35,103.2,101.8,-0.03,40000.0,10.596634733096073
1653,2015,WYVERNS,전유수,1986-11-29,1.5,66,0,0,0,3,6,1,5,77.2,39,38,337,66,12,1,9,42,5,5,84,0.0,2.0,4.4,4.58,1.39,109.7,105.6,0.24,13000.0,9.472704636443673
1654,2015,TWINS,임정우,1991-04-02,1.46,54,0,0,11,6,9,5,3,109.0,65,61,501,123,32,2,8,50,4,14,99,1.0,8.0,5.04,4.4,1.59,93.2,107.4,-1.0,12500.0,9.433483923290392
1655,2015,BEARS,함덕주,1995-01-13,1.35,68,0,0,0,7,2,2,16,61.2,30,25,278,52,10,1,4,46,1,2,76,1.0,2.0,3.65,4.28,1.59,128.5,111.0,3.07,10000.0,9.210340371976184
1656,2015,BEARS,윤명준,1989-06-18,1.28,60,0,0,0,4,6,6,7,68.0,33,30,302,72,8,2,9,30,3,5,48,0.0,3.0,3.97,5.34,1.5,118.1,86.8,-2.12,11500.0,9.350102314351341
1657,2015,WYVERNS,밴와트,1986-02-14,1.23,12,0,0,12,5,3,0,0,56.1,29,29,245,70,15,1,5,13,0,2,50,1.0,2.0,4.63,3.79,1.47,104.2,127.6,-0.32,52500.0,10.868568448579715
1658,2015,WYVERNS,세든,1983-10-13,1.22,14,1,1,14,7,5,0,0,74.0,42,41,319,77,15,0,12,28,0,5,67,0.0,7.0,4.99,5.25,1.42,96.9,92.6,-0.03,15000.0,9.615805480084347
1659,2015,LIONS,심창민,1993-02-01,1.17,61,0,0,0,6,3,0,9,67.1,32,32,280,54,13,0,7,24,1,5,91,0.0,2.0,4.28,3.51,1.16,115.4,139.8,0.05,14000.0,9.546812608597396
1660,2015,WYVERNS,박종훈,1991-08-13,1.17,33,0,0,23,6,8,0,0,118.0,74,68,530,123,27,0,7,53,1,17,105,0.0,5.0,5.19,4.36,1.49,93.1,110.4,-1.17,7000.0,8.85366542803745
1661,2015,EAGLES,유먼,1979-10-11,1.13,17,0,0,17,4,6,0,0,91.2,52,46,406,96,16,0,9,38,1,4,56,1.0,3.0,4.52,5.01,1.46,110.3,98.3,-0.26,36000.0,10.491274217438248
1662,2015,WIZ,정대현,1991-07-19,1.1,30,0,0,26,5,11,0,0,118.0,80,68,542,138,26,1,19,62,0,4,82,0.0,6.0,5.19,6.0,1.7,96.9,81.4,-2.48,6300.0,8.748304912379623
1663,2015,TWINS,이동현,1983-01-12,1.04,60,0,0,0,5,5,4,11,59.1,33,29,258,65,13,0,4,20,5,2,55,0.0,7.0,4.4,3.5,1.43,106.7,134.8,-0.27,60000.0,11.002099841204238
1664,2015,DYNOS,홍성용,1986-11-18,1.04,42,0,0,0,0,4,0,10,39.2,19,17,174,39,9,1,3,13,2,6,31,0.0,1.0,3.86,4.32,1.31,129.9,114.0,-0.02,2400.0,7.783224016336037
1665,2015,LIONS,박근홍,1985-08-22,1.03,66,0,0,0,2,2,0,8,48.2,20,16,212,39,8,0,3,24,0,6,55,0.0,5.0,2.96,4.01,1.3,166.9,123.0,-0.96,11000.0,9.305650551780507
1666,2015,WIZ,김재윤,1990-09-16,1.02,42,0,0,0,1,2,0,6,44.2,23,21,188,46,9,0,3,12,2,1,70,0.0,1.0,4.23,2.09,1.3,118.8,240.5,-0.84,7200.0,8.881836305004146
1667,2015,DYNOS,임정호,1990-04-16,0.99,80,0,0,0,1,2,0,14,48.0,21,20,200,31,3,0,2,27,1,5,54,0.0,3.0,3.75,3.85,1.21,127.8,127.0,0.2,7700.0,8.948975607841776
1668,2015,TWINS,김선규,1986-04-20,0.95,31,0,0,0,2,0,0,2,31.2,12,11,136,34,4,1,5,10,2,2,19,0.0,1.0,3.13,5.42,1.39,150.1,84.9,-0.71,6000.0,8.699514748210191
1669,2015,TWINS,봉중근,1980-07-15,0.92,47,0,0,2,5,2,15,0,49.1,28,27,223,60,6,0,10,23,4,6,39,0.0,3.0,4.93,6.19,1.68,95.3,73.8,-0.83,30000.0,10.308952660644293
1670,2015,EAGLES,안영명,1984-11-19,0.92,35,0,0,27,10,6,0,1,125.1,77,71,568,137,23,1,15,60,1,11,82,0.0,4.0,5.1,5.54,1.57,97.7,89.1,-1.13,28000.0,10.239959789157341
1671,2015,HEROS,손승락,1982-03-04,0.92,58,0,0,0,4,6,23,0,61.1,35,26,272,73,7,1,6,13,2,3,63,0.0,1.0,3.82,3.52,1.4,130.4,141.6,-1.2,43000.0,10.668955394675699
1672,2015,EAGLES,권혁,1983-11-06,0.87,78,0,0,0,9,13,17,6,112.0,68,62,506,124,21,1,15,53,7,5,88,1.0,5.0,4.98,5.15,1.58,100.0,95.7,-1.76,45000.0,10.714417768752456
1673,2015,DYNOS,김진성,1985-03-07,0.87,59,0,0,0,3,4,5,12,66.0,35,33,271,59,9,1,14,18,0,1,70,0.0,2.0,4.5,5.12,1.17,106.5,95.2,0.16,15000.0,9.615805480084347
1674,2015,BEARS,니퍼트,1981-05-06,0.86,20,0,0,16,6,5,0,0,90.0,54,51,404,104,21,0,4,33,0,4,76,0.0,4.0,5.1,3.74,1.52,91.9,128.0,-0.36,120000.0,11.695247021764184
1675,2015,HEROS,김대우,1988-11-21,0.85,47,0,0,1,6,3,1,4,71.0,44,39,318,81,14,3,8,31,1,6,63,0.0,4.0,4.94,4.83,1.58,100.7,102.9,-1.07,2700.0,7.90100705199242
1676,2015,EAGLES,김기현,1989-04-03,0.81,54,0,0,0,1,0,0,3,41.1,20,20,187,36,6,1,5,30,1,3,32,0.0,5.0,4.35,5.96,1.6,114.4,82.7,-0.13,3300.0,8.101677747454572
1677,2015,WIZ,최원재,1987-04-29,0.81,36,0,0,0,2,1,0,3,33.0,16,14,148,43,2,3,2,12,1,3,24,0.0,1.0,3.82,4.22,1.67,131.6,116.9,-0.2,4600.0,8.433811582477187
1678,2015,BEARS,허준혁,1990-09-30,0.8,16,0,0,14,3,2,0,0,63.0,37,25,282,52,7,1,7,41,1,6,45,0.0,3.0,3.57,5.82,1.48,131.3,80.5,-0.12,7500.0,8.922658299524402
1679,2015,EAGLES,김민우,1995-07-25,0.79,36,0,0,8,1,3,0,0,70.0,41,40,314,67,13,0,5,38,3,10,50,0.0,5.0,5.14,5.04,1.5,96.9,97.7,-0.69,3800.0,8.242756345714477
1680,2015,TWINS,신재웅,1982-03-28,0.79,61,0,0,0,0,1,0,9,50.1,28,23,236,72,15,2,5,17,0,4,49,0.0,1.0,4.11,4.21,1.77,115.4,112.8,-0.61,8000.0,8.987196820661973
1681,2015,DYNOS,손민한,1975-01-02,0.71,26,0,0,19,11,6,0,0,105.0,65,57,444,122,22,1,8,15,0,5,50,0.0,3.0,4.89,4.23,1.31,98.1,115.6,-0.92,10000.0,9.210340371976184
1682,2015,TWINS,김지용,1988-02-20,0.71,24,0,0,0,1,1,0,0,32.2,15,15,137,30,10,0,4,12,2,1,28,0.0,2.0,4.13,4.5,1.29,113.6,102.8,-0.07,4000.0,8.294049640102028
1683,2015,HEROS,송신영,1977-03-01,0.71,18,0,0,16,7,4,0,0,69.0,42,41,298,77,14,1,12,22,0,2,46,0.0,2.0,5.35,5.59,1.44,93.1,89.3,-1.19,30000.0,10.308952660644293
1684,2015,GIANTS,정대현,1978-11-10,0.7,19,0,0,0,2,1,3,3,18.1,6,6,77,16,2,0,3,7,0,2,17,0.0,2.0,2.95,5.36,1.26,171.1,92.2,-0.09,32000.0,10.373491181781864
1685,2015,WIZ,이성민,1990-03-30,0.65,61,0,0,0,5,7,4,7,72.2,44,37,343,92,18,2,11,33,4,4,58,0.0,5.0,4.58,5.35,1.72,109.9,92.3,-2.51,4200.0,8.34283980427146
1686,2015,HEROS,금민철,1986-11-07,0.63,7,0,0,5,1,1,0,0,22.0,11,11,104,25,4,0,2,14,0,2,11,0.0,0.0,4.5,5.98,1.77,110.6,82.8,0.0,7900.0,8.974618038455112
1687,2015,GIANTS,강영식,1981-06-17,0.6,50,0,0,0,2,1,2,6,38.2,21,18,159,40,9,0,6,10,0,0,46,0.0,2.0,4.19,4.03,1.29,120.3,122.5,-0.43,30000.0,10.308952660644293
1688,2015,TWINS,신승현,1983-08-13,0.6,37,0,0,0,0,1,0,3,35.2,19,19,155,32,3,0,3,18,3,5,30,0.0,3.0,4.79,4.71,1.4,97.9,100.0,-0.6,6000.0,8.699514748210191
1689,2015,BEARS,노경은,1984-03-11,0.58,47,0,0,0,1,4,4,0,58.1,33,29,267,57,12,1,6,37,1,5,41,0.0,8.0,4.47,5.66,1.61,104.8,83.0,-1.85,20000.0,9.903487552536127
1690,2015,DYNOS,이민호,1993-08-11,0.57,64,0,0,6,6,5,0,10,96.0,62,54,436,103,23,5,15,41,3,6,103,1.0,8.0,5.06,4.88,1.5,94.6,99.9,-1.45,13500.0,9.51044496442652
1691,2015,TIGERS,김광수,1981-05-05,0.55,41,0,0,1,4,4,0,9,43.2,24,22,194,53,10,1,2,13,1,2,22,0.0,2.0,4.53,4.17,1.51,108.8,118.5,-0.64,10000.0,9.210340371976184
1692,2015,TWINS,정찬헌,1990-01-26,0.55,32,0,0,0,3,6,1,5,44.0,27,27,191,49,8,0,3,14,2,5,32,0.0,2.0,5.52,4.21,1.43,85.0,112.5,-0.09,5100.0,8.536995818712418
1693,2015,TIGERS,심동섭,1991-09-20,0.54,69,0,0,0,3,1,1,21,57.1,35,32,257,47,9,0,7,43,3,3,71,1.0,5.0,5.02,4.98,1.57,98.2,100.4,0.69,14000.0,9.546812608597396
1694,2015,WIZ,홍성무,1993-01-25,0.51,23,0,0,0,0,1,0,0,28.0,15,15,121,31,4,0,5,9,0,1,22,0.0,0.0,4.82,5.44,1.43,104.2,89.4,-0.15,3600.0,8.1886891244442
1695,2015,BEARS,오현택,1985-07-17,0.5,61,0,0,0,1,3,0,13,56.0,33,33,239,59,19,0,6,16,3,4,45,1.0,0.0,5.3,4.31,1.34,88.4,107.7,-1.49,11000.0,9.305650551780507
1696,2015,TIGERS,김진우,1983-03-07,0.49,4,0,0,2,1,0,0,1,13.0,5,5,55,12,1,0,1,9,0,1,12,0.0,0.0,3.46,5.08,1.62,142.5,97.7,0.04,12000.0,9.392661928770137
1697,2015,WYVERNS,채병용,1982-04-25,0.48,33,0,0,8,4,4,0,1,83.0,56,56,367,103,17,2,17,27,1,3,78,0.0,4.0,6.07,5.45,1.57,79.5,89.5,-0.87,25000.0,10.126631103850338
1698,2015,WYVERNS,윤희상,1985-05-17,0.48,21,0,0,21,5,9,0,0,93.1,65,61,415,113,24,3,15,34,2,3,67,0.0,2.0,5.88,5.39,1.58,82.1,90.5,-2.0,12000.0,9.392661928770137
1699,2015,TIGERS,서재응,1977-05-24,0.48,9,0,0,9,1,4,0,0,40.0,23,22,174,52,10,2,5,8,0,5,16,0.0,1.0,4.95,5.42,1.5,99.6,90.9,-0.54,20000.0,9.903487552536127
1700,2015,BEARS,김강률,1988-08-28,0.47,16,0,0,0,3,1,0,3,14.2,5,4,67,14,3,1,1,10,0,0,7,0.0,1.0,2.45,5.59,1.64,191.0,84.9,-0.24,6200.0,8.732304571033183
1701,2015,HEROS,마정길,1979-03-13,0.44,35,0,0,0,0,0,0,0,37.1,22,21,166,36,9,0,4,17,0,6,33,0.0,1.0,5.06,5.09,1.42,98.3,97.4,0.06,20000.0,9.903487552536127
1702,2015,DYNOS,박명환,1977-06-07,0.42,11,0,0,4,1,1,0,0,26.0,14,14,118,36,5,0,6,5,0,3,15,0.0,2.0,4.85,6.39,1.58,98.9,76.4,0.08,5000.0,8.517193191416238
1703,2015,WYVERNS,이재영,1979-06-13,0.4,26,0,0,0,1,0,0,1,31.0,18,16,145,36,12,1,4,13,0,3,26,0.0,1.0,4.65,5.16,1.58,104.0,94.0,0.1,12000.0,9.392661928770137
1704,2015,WIZ,고영표,1991-09-16,0.38,46,0,0,0,3,4,0,0,57.0,41,36,266,68,13,0,2,19,1,16,57,0.0,3.0,5.68,3.86,1.53,88.4,129.0,-1.75,4400.0,8.389359819906353
1705,2015,TIGERS,한승혁,1993-01-03,0.38,49,0,0,0,2,6,0,6,56.0,36,34,251,55,7,3,7,36,3,1,56,0.0,17.0,5.46,5.06,1.63,90.3,98.3,-1.87,7000.0,8.85366542803745
1706,2015,EAGLES,정대훈,1985-03-08,0.37,51,0,0,0,1,1,0,2,36.0,21,19,162,44,8,1,4,14,3,5,12,0.0,1.0,4.75,5.73,1.61,104.9,85.9,-0.34,5100.0,8.536995818712418
1707,2015,DYNOS,박진우,1990-02-12,0.33,11,0,0,0,1,1,0,0,14.1,5,5,62,19,4,0,1,2,0,1,8,0.0,0.0,3.14,4.03,1.47,152.6,121.0,-0.38,2700.0,7.90100705199242
1708,2015,EAGLES,이동걸,1983-08-12,0.32,32,0,0,0,2,0,0,0,44.1,28,22,219,58,13,0,8,28,3,4,25,0.0,5.0,4.47,6.8,1.94,111.5,72.5,-1.02,5200.0,8.556413904569519
1709,2015,EAGLES,김용주,1991-10-23,0.3,2,0,0,2,1,0,0,0,8.0,3,3,33,4,1,0,0,6,0,0,3,0.0,0.0,3.38,5.12,1.25,147.6,95.8,0.09,3000.0,8.006367567650246
1710,2015,WIZ,윤근영,1986-05-07,0.28,17,0,0,7,1,4,0,2,32.0,23,20,155,35,2,1,3,21,0,4,21,0.0,4.0,5.63,5.87,1.75,89.3,84.0,-1.02,6200.0,8.732304571033183
1711,2015,WYVERNS,백인식,1987-11-19,0.28,7,0,0,4,1,2,0,0,20.2,13,11,94,24,4,0,2,11,0,2,14,1.0,4.0,4.79,5.41,1.69,100.8,89.8,-0.62,3800.0,8.242756345714477
1712,2015,TIGERS,김태영,1980-04-07,0.27,27,0,0,0,0,2,0,4,26.0,16,15,120,36,10,0,3,8,0,4,30,0.0,3.0,5.19,4.19,1.69,95.0,118.9,-0.08,8800.0,9.082507000466299
1713,2015,WYVERNS,박민호,1992-02-25,0.26,20,0,0,0,1,1,0,1,27.1,18,13,116,26,4,0,4,9,0,2,12,0.0,0.0,4.28,5.85,1.28,112.8,83.6,-0.03,4000.0,8.294049640102028
1714,2015,WYVERNS,박정배,1982-04-01,0.23,24,0,0,0,2,2,0,2,25.1,15,15,115,25,3,2,3,13,3,2,28,0.0,1.0,5.33,4.37,1.5,90.6,111.0,-0.33,8000.0,8.987196820661973
1715,2015,WIZ,엄상백,1996-10-04,0.23,28,0,0,22,5,6,0,0,100.0,77,74,465,127,30,1,15,50,0,10,78,1.0,6.0,6.66,5.81,1.77,75.5,84.2,-2.52,6000.0,8.699514748210191
1716,2015,LIONS,조현근,1985-11-21,0.21,22,0,0,0,0,0,0,1,19.1,10,7,81,18,3,0,1,7,0,1,11,0.0,0.0,3.26,4.39,1.29,151.5,112.0,-0.14,4500.0,8.411832675758411
1717,2015,TIGERS,박준표,1992-06-26,0.21,37,0,0,2,2,2,0,3,46.0,32,32,201,54,17,2,4,11,1,5,33,0.0,2.0,6.26,4.29,1.41,78.8,115.5,-0.74,4500.0,8.411832675758411
1718,2015,WYVERNS,진해수,1986-06-26,0.2,39,0,0,0,2,2,0,4,28.1,19,18,128,29,5,0,2,16,0,5,20,0.0,3.0,5.72,5.35,1.59,82.7,89.4,0.15,7500.0,8.922658299524402
1719,2015,TIGERS,임준섭,1989-07-16,0.19,22,0,0,0,1,0,0,2,19.1,12,8,95,26,4,2,1,13,2,0,18,0.0,1.0,3.72,4.13,2.02,132.8,120.1,-0.43,6000.0,8.699514748210191
1720,2015,DYNOS,고창성,1984-12-21,0.17,6,0,0,0,0,0,0,0,9.2,4,4,47,11,3,0,1,4,0,2,3,0.0,1.0,3.72,6.2,1.55,128.6,78.9,-0.08,6200.0,8.732304571033183
1721,2015,TWINS,유원상,1986-06-17,0.16,25,0,0,0,1,1,0,1,37.0,26,23,163,44,9,1,6,12,1,2,22,0.0,2.0,5.59,5.59,1.51,83.9,82.3,-0.98,7500.0,8.922658299524402
1722,2015,WYVERNS,고효준,1983-02-08,0.16,30,0,0,2,0,3,0,0,51.0,37,35,246,61,13,0,8,31,0,4,43,0.0,4.0,6.18,6.03,1.8,78.2,80.7,-1.05,8000.0,8.987196820661973
1723,2015,WYVERNS,박희수,1983-07-13,0.15,14,0,0,1,0,0,0,2,10.0,6,6,51,13,2,0,3,8,0,1,12,0.0,0.0,5.4,7.82,2.1,89.4,62.3,-0.24,14000.0,9.546812608597396
1724,2015,WYVERNS,서진용,1992-10-02,0.15,18,0,0,0,0,0,0,0,21.1,14,14,95,25,7,0,4,6,2,0,24,0.0,3.0,5.91,4.37,1.45,81.8,111.7,0.02,3000.0,8.006367567650246
1725,2015,TIGERS,한기주,1987-04-29,0.13,7,0,0,0,0,0,0,0,8.1,4,3,39,11,1,1,0,5,0,0,4,0.0,0.0,3.24,4.46,1.92,152.2,110.6,-0.02,6500.0,8.779557455883728
1726,2015,WIZ,배우열,1986-05-19,0.13,12,0,0,0,0,0,0,1,16.0,10,10,70,21,2,2,2,4,0,0,17,0.0,2.0,5.63,3.87,1.56,89.3,126.5,-0.14,3600.0,8.1886891244442
1727,2015,EAGLES,박성호,1986-07-04,0.12,16,0,0,0,0,0,0,1,20.2,14,11,96,24,4,0,2,11,1,1,12,0.0,1.0,4.79,5.31,1.69,104.0,92.6,-0.25,5000.0,8.517193191416238
1728,2015,WIZ,김민수,1992-07-24,0.12,15,0,0,1,0,1,0,1,23.1,18,15,115,30,6,1,1,13,0,1,18,1.0,5.0,5.79,4.43,1.84,86.9,112.0,-0.28,3200.0,8.070906088787819
1729,2015,TWINS,이승현,1991-11-20,0.11,15,0,0,0,0,0,0,0,15.1,10,10,71,14,2,1,1,10,0,1,21,0.0,0.0,5.87,3.88,1.57,80.0,122.7,-0.05,3700.0,8.216088098632316
1730,2015,DYNOS,강장산,1990-02-16,0.11,20,0,0,0,0,0,0,0,25.2,17,16,121,27,7,0,3,15,1,3,9,0.0,4.0,5.61,6.42,1.64,85.4,76.1,-0.36,3000.0,8.006367567650246
1731,2015,TWINS,임지섭,1995-09-06,0.11,8,0,0,8,1,2,0,0,31.2,23,22,144,18,2,0,3,36,0,2,37,0.0,9.0,6.25,6.11,1.71,75.1,77.5,-0.63,3500.0,8.160518247477505
1732,2015,DYNOS,이혜천,1979-03-12,0.1,29,0,0,0,0,0,0,3,17.1,11,10,74,15,2,0,3,7,0,2,10,0.0,1.0,5.19,6.27,1.27,92.3,77.9,0.14,10000.0,9.210340371976184
1733,2015,WIZ,김기표,1983-04-25,0.09,14,0,0,0,0,0,0,0,10.1,7,7,43,11,2,0,2,2,0,1,6,1.0,1.0,6.1,5.84,1.26,82.4,82.9,-0.23,3900.0,8.268731832117737
1734,2015,TIGERS,김준,1985-10-08,0.09,6,0,0,0,0,0,0,0,4.1,2,1,20,6,2,0,0,2,0,0,1,0.0,0.0,2.08,4.54,1.85,237.5,108.2,-0.05,3200.0,8.070906088787819
1735,2015,TIGERS,박정수,1996-01-29,0.08,19,0,0,4,0,3,0,0,42.1,31,26,197,47,12,1,4,19,0,6,25,2.0,4.0,5.53,5.43,1.56,89.2,90.8,-0.51,2700.0,7.90100705199242
1736,2015,GIANTS,배장호,1987-06-25,0.07,9,0,0,5,0,2,0,0,28.2,21,21,132,35,11,0,5,10,1,5,9,0.0,0.0,6.59,6.72,1.57,76.4,73.9,-0.63,4600.0,8.433811582477187
1737,2015,GIANTS,김승회,1981-02-11,0.06,39,0,0,7,7,3,2,2,75.0,52,52,343,96,17,1,13,28,3,4,50,0.0,2.0,6.24,5.7,1.65,80.8,87.2,-1.42,12000.0,9.392661928770137
1738,2015,GIANTS,이명우,1982-06-03,0.06,59,0,0,5,2,1,0,6,59.0,44,37,270,78,14,0,5,20,1,2,34,0.0,3.0,5.64,4.63,1.66,89.3,106.1,-0.82,15000.0,9.615805480084347
1739,2015,WIZ,안상빈,1995-03-23,0.06,13,0,0,0,0,0,0,0,16.0,13,9,84,23,3,1,1,12,0,1,25,0.0,2.0,5.06,3.74,2.19,99.3,134.4,-0.08,3700.0,8.216088098632316
1740,2015,GIANTS,김원중,1993-06-14,0.05,15,0,0,0,0,0,0,1,20.1,15,13,99,21,0,1,1,15,1,3,20,0.0,1.0,5.75,4.8,1.77,87.6,101.2,-0.24,3600.0,8.1886891244442
1741,2015,WYVERNS,이한진,1983-12-20,0.05,3,0,0,0,0,0,0,0,4.2,3,2,24,4,0,0,0,5,0,0,1,0.0,0.0,3.86,6.4,1.93,125.2,75.9,0.0,3500.0,8.160518247477505
1742,2015,WYVERNS,윤석주,1990-04-27,0.05,1,0,0,0,0,0,0,0,1.1,0,0,6,2,0,0,0,0,0,0,0,0.0,0.0,0.0,3.62,1.5,96.80952380952381,135.2,0.0,2800.0,7.937374696163295
1743,2015,EAGLES,구본범,1987-02-08,0.05,3,0,0,0,0,0,0,0,1.0,0,0,6,0,0,0,0,2,0,0,1,0.0,1.0,0.0,7.62,2.0,93.4590909090909,64.4,-0.01,2900.0,7.9724660159745655
1744,2015,GIANTS,박진형,1994-06-10,0.05,2,0,0,0,0,0,0,0,1.1,0,0,6,2,1,0,0,0,0,0,1,0.0,0.0,0.0,2.12,1.5,83.68636363636364,227.3,0.0,2800.0,7.937374696163295
1745,2015,HEROS,김정인,1996-06-03,0.04,1,0,0,0,0,0,0,0,1.0,0,0,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.62,0.0,106.31052631578947,135.2,0.0,3000.0,8.006367567650246
1746,2015,BEARS,오장훈,1984-05-19,0.04,1,0,0,0,0,0,0,0,1.0,0,0,5,1,0,0,0,1,0,0,2,0.0,0.0,0.0,2.62,2.0,89.72380952380952,189.5,0.0,2900.0,7.9724660159745655
1747,2015,EAGLES,조영우,1995-06-27,0.04,1,0,0,0,0,0,0,0,1.0,0,0,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.62,0.0,93.4590909090909,135.2,0.02,2400.0,7.783224016336037
1748,2015,WYVERNS,이창욱,1984-08-28,0.03,2,0,0,0,0,0,0,0,3.0,2,2,13,2,0,0,0,2,0,0,1,0.0,2.0,6.0,4.95,1.33,80.5,98.0,0.0,2400.0,7.783224016336037
1749,2015,WIZ,심재민,1994-02-18,0.03,50,0,0,1,2,3,0,1,56.1,45,43,270,68,11,0,3,41,3,7,29,0.0,9.0,6.87,5.68,1.94,73.2,87.3,-0.92,4700.0,8.45531778769815
1750,2015,GIANTS,조현우,1994-03-30,0.03,3,0,0,0,0,0,0,0,4.0,3,2,15,3,1,0,2,1,0,0,4,0.0,0.0,4.5,8.87,1.0,112.0,57.0,-0.01,2800.0,7.937374696163295
1751,2015,EAGLES,윤기호,1988-07-28,0.01,3,0,0,0,0,0,0,0,2.2,2,2,10,2,0,0,1,1,0,0,0,0.0,0.0,6.75,9.62,1.13,73.8,51.4,0.0,2700.0,7.90100705199242
1752,2015,WIZ,황덕균,1983-04-28,0.01,3,0,0,0,0,0,0,0,3.2,3,3,16,0,0,0,0,5,0,0,2,0.0,0.0,7.36,6.62,1.36,68.2,75.7,0.02,3300.0,8.101677747454572
1753,2015,LIONS,백정현,1987-07-13,0.01,31,0,0,1,0,0,0,2,28.0,19,19,135,32,10,1,3,20,1,1,37,0.0,3.0,6.11,4.51,1.86,80.8,109.3,0.12,15000.0,9.615805480084347
1754,2015,EAGLES,임경완,1975-12-28,0.0,1,0,0,0,0,0,0,0,0.0,1,1,2,0,0,0,0,2,0,0,0,0.0,0.0,7.158076923076923,7.7299999999999995,2.121153846153846,93.4590909090909,81.67307692307692,-0.02,20000.0,9.903487552536127
1755,2015,DYNOS,문수호,1983-06-04,0.0,2,0,0,0,0,0,0,0,0.0,1,1,2,1,0,0,0,1,0,0,0,0.0,0.0,10.779565217391305,5.982608695652174,2.0730434782608698,90.61739130434782,92.74782608695651,-0.02,3300.0,8.101677747454572
1756,2015,BEARS,남경호,1996-04-07,0.0,5,0,0,0,0,0,0,0,9.0,7,6,40,5,1,0,2,7,0,1,10,0.0,0.0,6.0,6.95,1.33,78.1,65.9,-0.11,2700.0,7.90100705199242
1757,2015,BEARS,조승수,1990-06-09,-0.01,1,0,0,0,0,0,0,0,1.0,1,1,6,2,1,0,1,1,0,0,1,0.0,0.0,9.0,17.62,3.0,52.1,24.7,-0.1,2900.0,7.9724660159745655
1758,2015,HEROS,정회찬,1987-02-07,-0.01,1,0,0,0,0,0,0,0,1.0,1,1,6,2,0,0,1,1,0,0,1,0.0,0.0,9.0,17.62,3.0,55.3,28.8,0.0,2700.0,7.90100705199242
1759,2015,GIANTS,이경우,1987-11-09,-0.02,1,0,0,0,0,0,0,0,1.2,2,2,8,2,1,0,1,1,0,0,0,0.0,0.0,10.8,13.22,1.8,46.7,38.3,0.0,2800.0,7.937374696163295
1760,2015,HEROS,이정훈,1977-10-09,-0.02,2,0,0,0,0,0,0,0,2.0,2,1,9,3,0,0,0,0,0,0,0,0.0,0.0,4.5,3.62,1.5,110.6,135.2,0.0,4900.0,8.496990484098719
1761,2015,GIANTS,이상화,1988-03-01,-0.03,14,0,0,12,3,8,0,0,55.0,43,40,255,69,10,0,7,25,0,1,35,0.0,1.0,6.55,5.42,1.71,77.0,91.1,-1.69,2600.0,7.8632667240095735
1762,2015,TIGERS,신창호,1987-03-18,-0.03,5,0,0,0,0,0,0,0,5.2,5,5,25,4,0,0,1,4,0,0,4,0.0,0.0,7.94,6.62,1.41,62.1,74.6,-0.07,3700.0,8.216088098632316
