birth||name,year||team,WAR,G,CG,SHO,GS,W,L,SV,HLD,INN,R,ER,BF,H,2B,3B,HR,BB,IBB,HBP,SO,BK,WP,ERA,FIP,WHIP,ERA+,FIP+,WPA
1997-03-26 || 이정용,22L,1.16,65,0,0,0,4,4,1,22,59.1,26,21,250,52,12,1,3,18,3,2,40,0,3,3.19,3.51,1.18,124.8,114.4,-0.22
1995-05-31 || 주권,22K,1.14,58,0,0,0,3,3,1,15,50.2,22,22,203,58,7,1,3,8,0,0,31,0,0,3.91,3.36,1.3,105.4,121.5,0.86
1992-09-29 || 홍건희,22두,1.09,58,0,0,0,2,9,18,9,62,30,24,265,58,9,0,5,21,3,2,60,0,4,3.48,3.42,1.27,114.2,116,0.16
1994-06-03 || 브랜든,22두,1.07,11,0,0,11,5,3,0,0,65,29,26,276,56,10,0,5,24,0,1,40,1,2,3.6,4.26,1.23,110.5,93.5,0.65
1985-01-21 || 우규민,22삼,1.07,60,0,0,0,4,3,1,16,47,21,17,201,55,11,0,3,6,2,4,31,1,0,3.26,3.36,1.3,128.2,122.7,-0.31
1992-09-06 || 파슨스,22N,1.04,8,0,0,8,1,2,0,0,43,19,17,182,34,4,2,4,21,0,1,43,0,8,3.56,4.08,1.28,114.5,100.7,0.12
1999-05-15 || 윤산흠,22한,1.03,37,0,0,0,1,1,0,3,33.2,12,10,155,23,7,0,1,30,4,2,46,0,6,2.67,3.49,1.57,151.4,117,0.15
1993-11-28 || 라미레즈,22한,1.02,13,0,0,13,2,6,0,0,65.1,33,30,285,52,6,0,4,37,0,7,47,1,0,4.13,4.72,1.36,98,86.4,0.13
1989-11-21 || 스탁,22두,1,29,0,0,29,9,10,0,0,165,87,65,722,161,24,2,9,83,0,10,138,0,12,3.55,4.07,1.48,112.2,98.7,-0.98
1996-04-18 || 전상현,22K,1,50,0,0,0,5,5,2,16,46.1,20,17,195,42,10,0,2,16,2,0,53,0,2,3.3,2.52,1.25,123.5,162,0.56
1987-04-04 || 데스파이네,22K,0.99,30,0,0,29,8,12,0,0,163,94,82,725,198,27,0,14,48,2,9,123,1,7,4.53,3.96,1.51,90.9,102.9,-1.34
2003-10-11 || 박영현,22K,0.97,52,0,0,0,0,1,0,2,51.2,23,21,219,46,8,0,5,20,1,0,55,0,3,3.66,3.57,1.28,112.6,114.3,-0.29
1998-11-23 || 이채호,22K,0.96,38,0,0,0,5,0,0,3,36.2,13,12,156,28,11,0,0,13,2,6,32,0,2,2.95,2.98,1.12,139.8,135.9,0.59
1989-10-11 || 최성훈,22L,0.89,45,0,0,0,0,0,0,6,33.1,10,8,139,23,4,2,1,13,2,3,22,0,2,2.16,3.67,1.08,184,110.4,0.42
1998-12-06 || 장지훈,22S,0.86,40,0,0,0,2,0,0,6,55,26,26,231,56,8,2,6,11,2,3,33,0,4,4.25,4.21,1.22,97.8,99.4,-0.3
1998-07-11 || 김도규,22롯,0.86,55,0,0,0,4,4,3,8,51,26,21,218,48,8,1,2,19,2,4,45,0,3,3.71,3.32,1.31,112.3,123.2,0.45
1994-02-18 || 심재민,22K,0.86,44,0,0,1,4,1,0,6,43.1,19,18,184,41,6,2,4,16,3,2,21,0,0,3.74,4.61,1.32,110.1,88.4,0.33
1997-04-03 || 강재민,22한,0.83,56,0,0,0,4,7,7,7,51.1,26,24,232,44,5,1,7,29,8,4,39,0,1,4.21,5.05,1.42,96.2,81,-1.58
1996-09-29 || 배제성,22K,0.8,24,0,0,18,3,9,0,0,107,56,50,458,103,15,2,8,46,0,1,89,0,8,4.21,3.96,1.39,97.9,102.7,-0.54
1989-02-24 || 고영창,22K,0.8,27,0,0,0,0,1,0,0,24,5,5,104,24,3,0,2,10,0,3,9,0,0,1.88,5.3,1.42,217.4,77.3,-0.47
1993-06-14 || 김원중,22롯,0.79,43,0,0,0,2,3,16,2,43,21,19,187,40,10,1,4,16,3,0,60,0,3,3.98,2.66,1.3,104.7,153.2,0.26
1994-11-24 || 배재준,22L,0.72,17,0,0,5,0,1,0,0,31.1,11,8,129,22,4,2,0,15,0,4,23,0,0,2.3,3.69,1.18,173,110.8,0.43
1999-06-11 || 최민준,22S,0.72,51,0,0,1,5,4,0,5,68.1,37,30,288,51,8,1,10,34,2,2,48,0,7,3.95,5.33,1.24,105.3,78.7,-0.66
1990-11-04 || 이상민,22삼,0.72,46,0,0,0,0,0,0,9,29.1,13,12,138,30,6,1,5,15,1,3,23,0,2,3.68,5.73,1.53,113.4,72.6,0.2
2001-04-23 || 오원석,22S,0.7,31,0,0,24,6,8,0,0,144,79,72,633,158,21,2,16,58,1,3,112,0,6,4.5,4.48,1.5,92.5,93.6,-0.91
1996-03-16 || 홍정우,22삼,0.7,26,0,0,0,5,2,0,1,26.2,10,9,111,19,6,0,3,13,4,0,20,0,0,3.04,4.31,1.2,137.4,96.3,-0.73
1989-09-19 || 최동환,22L,0.69,47,0,0,0,0,1,0,0,50,23,23,210,45,7,1,5,17,0,1,30,0,3,4.14,4.52,1.24,96,87.5,0.04
1995-10-03 || 김범수,22한,0.66,78,0,0,0,3,7,0,27,66,36,32,289,64,13,0,5,35,5,3,58,0,2,4.36,4.07,1.5,92.8,100.4,-1.05
1990-08-22 || 카펜터,22한,0.64,4,0,0,4,0,1,0,0,18,6,5,79,19,5,0,1,6,0,1,15,0,1,2.5,3.56,1.39,161.9,114.4,0.2
2000-11-05 || 서준원,22롯,0.62,33,0,0,4,3,3,0,2,60,32,32,265,65,10,1,3,23,0,5,45,0,2,4.8,3.89,1.47,86.7,105,-0.02
2002-07-12 || 김준형,22키,0.62,12,0,0,0,0,1,0,0,13.1,3,3,61,9,1,0,0,13,0,2,6,0,3,2.03,5.81,1.65,197.5,69.5,-0.22
1983-02-08 || 고효준,22S,0.61,45,0,0,0,1,0,0,7,38.2,18,16,174,35,6,2,1,20,2,2,35,0,7,3.72,3.42,1.42,111.8,121.6,0.37
1991-11-20 || 이승현,22삼,0.59,54,0,0,0,0,2,0,13,50,26,26,217,48,14,1,5,22,1,3,39,0,0,4.68,4.52,1.4,89.2,91.4,1.11
2000-01-03 || 김기훈,22K,0.58,5,0,0,0,0,0,0,0,8.2,1,1,36,4,0,0,0,7,0,0,9,0,0,1.04,3.68,1.27,392.6,111.1,0.42
1990-02-25 || 페냐,22한,0.58,13,0,0,13,5,4,0,0,67.2,33,28,293,63,10,2,4,30,0,4,72,0,4,3.72,3.49,1.37,108.7,116.7,0.15
1990-04-16 || 임정호,22N,0.53,33,0,0,0,1,2,0,6,25,11,9,104,21,3,1,1,7,0,2,30,1,0,3.24,2.54,1.12,125.7,161.2,0.08
1987-05-13 || 신정락,22한,0.53,44,0,0,0,2,1,1,4,47,25,21,215,52,10,1,4,16,2,7,23,0,2,4.02,4.81,1.45,100.7,85,-0.32
1996-10-10 || 김택형,22S,0.52,64,0,0,0,3,5,17,10,60.1,33,33,261,57,9,0,8,22,1,3,62,0,6,4.92,4.2,1.31,84.6,100.6,-0.17
1994-09-09 || 박상원,22한,0.5,14,0,0,0,0,0,0,4,12,4,3,53,11,1,0,0,6,0,0,16,0,1,2.25,2.17,1.42,179.9,186.6,0.19
1996-01-29 || 박정수,22두,0.49,13,0,0,0,1,1,0,0,19.2,7,7,83,17,2,0,1,9,0,1,18,0,1,3.2,3.69,1.32,124.2,108.6,-0.05
1999-02-04 || 신민혁,22N,0.48,26,0,0,23,4,9,0,0,118.1,64,60,521,128,30,1,15,31,1,10,105,1,5,4.56,4.23,1.34,89.2,97.3,-0.38
1985-06-01 || 정우람,22한,0.47,23,0,0,0,0,1,1,7,18.1,8,6,84,23,5,0,1,6,1,0,20,0,0,2.95,2.68,1.58,137.4,151.9,0.33
1995-02-04 || 문용익,22삼,0.47,39,0,0,0,1,2,1,2,37.2,20,14,163,31,5,0,2,22,0,2,23,0,2,3.35,4.72,1.41,124.8,86.7,-0.19
1995-01-13 || 함덕주,22L,0.42,13,0,0,0,0,0,0,0,12.2,3,3,58,9,2,0,0,11,0,1,13,0,0,2.13,4.13,1.58,186.5,99.2,-0.06
1991-11-08 || 킹엄,22한,0.41,3,0,0,3,1,2,0,0,16.1,6,5,70,15,2,1,1,5,0,1,18,0,0,2.76,3.03,1.22,146.9,134.2,0.18
1999-01-12 || 김영준,22L,0.38,2,0,0,2,0,0,0,0,9.2,2,2,43,8,2,0,1,4,0,3,7,0,1,1.86,5.41,1.24,213.5,73.4,0.3
1992-02-25 || 박민호,22S,0.37,22,0,0,0,1,1,1,4,22,10,10,101,26,2,0,3,11,1,2,12,0,0,4.09,5.66,1.68,101.8,73.9,-0.87
1993-06-25 || 한현희,22키,0.36,21,0,0,14,6,4,0,0,77.2,44,41,346,83,20,1,9,24,0,8,59,0,2,4.75,4.56,1.38,84.2,86.1,0.24
1994-02-12 || 박승주,22키,0.34,27,0,0,0,1,0,0,0,25,12,12,116,20,4,1,3,21,0,3,22,0,2,4.32,6.02,1.64,92.6,65.5,0.26
1990-10-14 || 쿠에바스,22K,0.33,2,0,0,2,1,0,0,0,11,3,3,40,2,0,0,1,5,0,1,8,0,2,2.45,4.7,0.64,167.8,86.5,0.23
1985-07-31 || 장원준,22두,0.32,27,0,0,0,0,1,0,6,17,8,7,78,23,3,0,0,7,0,1,7,0,0,3.71,3.93,1.77,107.4,104,-0.38
1987-11-01 || 장시환,22한,0.32,64,0,0,0,0,5,14,9,63.2,37,31,280,58,14,2,4,33,4,1,67,0,2,4.38,3.46,1.43,92.4,117.7,-0.04
1999-09-06 || 하준영,22N,0.32,47,0,0,0,3,0,0,4,39,22,20,164,28,5,0,3,14,1,3,44,0,2,4.62,3.31,1.08,88.2,124,-0.02
1999-04-14 || 김민,22K,0.31,6,0,0,0,0,0,0,2,7.2,2,2,28,4,0,0,1,2,0,1,8,0,0,2.35,4.12,0.78,175.4,99,0.21
2001-12-27 || 김동혁,22키,0.29,24,0,0,0,2,1,0,3,26.2,14,14,115,28,12,2,0,11,2,1,18,0,1,4.73,3.11,1.46,84.6,129.7,-0.35
1994-02-27 || 이형범,22두,0.28,31,0,0,0,0,1,0,0,31,17,15,142,34,7,0,1,11,0,4,17,0,2,4.35,4.11,1.45,91.4,98.2,-0.89
1984-03-17 || 송은범,22L,0.28,25,0,0,0,1,1,0,2,26.2,13,12,116,29,3,0,3,10,0,0,13,0,0,4.05,4.95,1.46,98.1,79.8,0
2001-11-21 || 한재승,22N,0.26,12,0,0,0,0,0,0,2,10.2,4,3,54,13,2,0,0,10,1,1,11,0,0,2.53,4.09,2.16,160.9,100.6,0.02
1994-03-07 || 서동민,22S,0.26,20,0,0,0,1,1,0,5,21,11,6,86,13,3,0,3,11,0,1,19,0,3,2.57,5.1,1.14,161.9,82.5,0.78
1999-07-02 || 이지강,22L,0.25,4,0,0,1,0,0,0,0,11,6,6,56,12,2,0,0,13,0,0,6,0,1,4.91,5.79,2.27,81,70.6,0.14
2000-08-26 || 이승민,22삼,0.23,2,0,0,0,0,0,0,0,5.1,1,1,23,2,1,0,0,5,0,0,2,0,0,1.69,5.4,1.31,247.4,75,0.11
1988-08-28 || 김강률,22두,0.23,26,0,0,0,3,4,9,1,24.2,13,12,110,28,6,0,2,8,2,2,15,0,1,4.38,4.15,1.46,90.9,96,-0.35
1995-07-11 || 채지선,22L,0.22,3,0,0,0,0,0,0,1,3,0,0,10,1,0,0,0,0,0,1,2,0,0,0,3.01,0.33,,135.5,0.16
1988-11-21 || 김대우,22삼,0.2,4,0,0,0,1,0,0,0,4.1,1,1,16,4,0,0,0,0,0,0,5,0,0,2.08,1.03,0.92,201,389.6,0.08
1989-03-10 || 박시영,22K,0.19,17,0,0,0,0,2,0,5,15.2,8,8,68,19,1,0,2,4,1,0,11,0,0,4.6,4.17,1.47,89.6,98,-0.23
2002-05-19 || 이승현,22삼,0.19,58,0,0,0,2,4,1,14,47.2,28,24,212,43,10,1,5,21,2,3,57,0,6,4.53,3.7,1.34,92.1,112,-1.38
1985-08-25 || 임창민,22두,0.19,32,0,0,0,0,0,2,6,27.1,15,12,124,26,1,0,3,10,0,3,21,0,1,3.95,4.66,1.32,100.7,84.9,-1.35
1995-04-25 || 윤중현,22K,0.18,47,0,0,0,3,1,0,5,53.2,32,30,240,63,8,0,4,14,0,5,27,0,1,5.03,4.36,1.44,81,93.9,-0.65
1997-03-05 || 최충연,22삼,0.18,38,0,0,0,0,1,0,0,38.1,24,20,177,39,10,1,3,20,3,5,29,0,3,4.7,4.56,1.54,88.9,90,-0.29
2003-05-10 || 조원태,22L,0.18,2,0,0,0,0,0,0,0,4,0,0,14,1,0,0,0,2,0,1,0,0,0,0,5.59,0.75,,73,0.02
2000-05-25 || 장지수,22K,0.15,1,0,0,0,0,0,0,0,2,0,0,9,2,0,0,0,1,0,0,1,0,1,0,3.84,1.5,,106.5,0.12
1998-12-21 || 조민석,22N,0.14,18,0,0,0,0,1,0,0,16,9,8,76,17,1,0,2,12,0,2,14,0,2,4.5,5.84,1.81,90.5,70.4,-0.33
1994-07-15 || 윤호솔,22한,0.13,52,0,0,0,3,5,0,7,42.1,26,19,199,43,6,1,2,28,2,0,33,0,3,4.04,4.24,1.68,100.2,96.2,-0.91
1991-10-10 || 이영준,22키,0.13,26,0,0,0,2,2,0,4,21,12,10,102,27,2,0,0,13,1,2,16,0,1,4.29,3.81,1.91,93.3,105.7,-1.38
1984-07-26 || 김대우,22롯,0.12,10,0,0,0,0,0,0,1,10,5,5,43,6,2,1,0,8,0,0,8,0,4,4.5,4.14,1.4,92.5,99.2,-0.07
1989-07-16 || 임준섭,22한,0.11,5,0,0,0,0,0,0,0,3.2,1,1,18,5,1,0,0,1,0,1,0,0,2,2.45,4.98,1.64,164.9,82.1,-0.03
2001-05-18 || 박주혁,22삼,0.1,8,0,0,0,0,0,0,0,6.2,3,1,29,5,0,0,1,4,0,0,3,0,1,1.35,6.19,1.35,309.2,67,-0.03
1996-10-10 || 류진욱,22N,0.1,51,0,0,0,4,2,0,4,46.1,29,25,214,48,7,1,2,31,0,4,37,1,3,4.86,4.57,1.71,83.9,89.8,-0.45
1998-04-14 || 오석주,22L,0.1,4,0,0,0,0,0,0,0,3.2,1,1,15,4,0,1,1,0,0,0,2,0,0,2.45,5.79,1.09,161.9,65.8,-0.15
2002-10-14 || 강효종,22L,0.09,1,0,0,1,1,0,0,0,5,2,2,22,5,0,0,0,4,0,0,4,0,0,3.6,4.14,1.8,110.4,99,0.05
2003-06-04 || 이병헌,22두,0.09,9,0,0,0,0,0,0,0,5,2,2,28,5,1,0,0,7,0,1,5,0,2,3.6,6.14,2.4,110.5,66.7,-0.06
1992-07-08 || 문경찬,22롯,0.09,38,0,0,0,1,2,0,1,40.1,27,26,184,51,11,0,7,13,1,1,31,1,2,5.8,5.02,1.59,71.7,80.5,-0.46
1999-07-06 || 전사민,22N,0.09,7,0,0,0,0,0,0,0,8.1,4,3,34,5,0,0,1,6,0,0,2,0,0,3.24,6.58,1.32,125.7,62.5,-0.04
1997-12-05 || 이정현,22K,0.09,3,0,0,0,0,0,0,0,3.2,1,1,18,3,0,0,1,4,0,1,1,0,0,2.45,10.43,1.91,167.8,38.9,0.01
1997-11-12 || 박웅,22두,0.09,8,0,0,0,0,0,0,0,6,3,3,33,7,0,0,0,7,0,0,3,0,0,4.5,5.84,2.33,88.4,70.1,0.04
1987-07-13 || 백정현,22삼,0.08,24,0,0,24,4,13,0,0,124.2,76,72,562,154,27,2,22,37,1,9,70,0,9,5.2,5.59,1.53,80.3,74.6,-1.38
2003-10-14 || 이상우,22K,0.07,2,0,0,0,0,0,0,0,3.1,1,1,14,3,1,0,0,2,0,0,1,0,0,2.7,4.54,1.5,152.5,89.3,-0.01
2000-10-04 || 이승재,22K,0.07,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,1,0,0,0,4.34,0,,94.3,0.07
1984-11-19 || 안영명,22K,0.07,4,0,0,0,0,0,0,0,3.1,1,1,13,3,1,0,0,0,0,0,1,0,0,2.7,2.74,0.9,152.5,149.1,0
1998-12-02 || 손주영,22L,0.07,3,0,0,3,0,1,0,0,12.2,7,7,58,10,3,1,0,8,0,3,8,0,0,4.97,4.68,1.42,79.9,87.2,-0.09
1997-07-29 || 김태오,22K,0.07,5,0,0,0,0,0,0,0,4.1,2,2,22,9,0,0,0,0,0,0,5,0,0,4.15,1.03,2.08,99.1,402,-0.05
2003-08-27 || 김주완,22L,0.05,1,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,1,0,0,0,0,0,0,6.34,2,,64.5,0.03
