birth||name,year,salary,WAR
['1965-05-02 || 호세'],2001,,7.889
['1965-05-02 || 호세'],2006,,4.469
['1965-05-02 || 호세'],2007,,0.096
['1968-10-27 || 김동수'],1991,,0.863
['1968-10-27 || 김동수'],1992,,4.002
['1968-10-27 || 김동수'],1993,,5.484
['1968-10-27 || 김동수'],1994,,4.158
['1968-10-27 || 김동수'],1995,,3.466
['1968-10-27 || 김동수'],1996,,2.734
['1968-10-27 || 김동수'],1997,"8,300",3.766
['1968-10-27 || 김동수'],1998,"10,000",5.501
['1968-10-27 || 김동수'],1999,"12,500",3.668
['1968-10-27 || 김동수'],2000,"15,000",1.268
['1968-10-27 || 김동수'],2001,"17,000",1.413
['1968-10-27 || 김동수'],2002,"18,750",1.759
['1968-10-27 || 김동수'],2003,"10,000",4.266
['1968-10-27 || 김동수'],2004,"20,000",1.372
['1968-10-27 || 김동수'],2005,"20,000",0.832
['1968-10-27 || 김동수'],2006,"20,000",2.605
['1968-10-27 || 김동수'],2007,"30,000",1.732
['1968-10-27 || 김동수'],2008,"8,000",0.686
['1968-10-27 || 김동수'],2009,"13,000",1.012
['1969-02-15 || 전준호'],1992,,4.581
['1969-02-15 || 전준호'],1993,,4.071
['1969-02-15 || 전준호'],1994,,2.355
['1969-02-15 || 전준호'],1995,,5.777
['1969-02-15 || 전준호'],1996,,2.013
['1969-02-15 || 전준호'],1997,"7,000",1.095
['1969-02-15 || 전준호'],1998,"6,650",4.266
['1969-02-15 || 전준호'],1999,"3,200",1.77
['1969-02-15 || 전준호'],2000,"3,200",2.3
['1969-02-15 || 전준호'],2001,"13,000",3.551
['1969-02-15 || 전준호'],2002,"6,900",3.234
['1969-02-15 || 전준호'],2003,"5,500",2.633
['1969-02-15 || 전준호'],2004,"7,500",4.237
['1969-02-15 || 전준호'],2005,"10,000",0.911
['1969-02-15 || 전준호'],2006,"7,500",1.254
['1969-02-15 || 전준호'],2007,"13,000",1.708
['1969-02-15 || 전준호'],2008,"11,000",2.184
['1969-02-15 || 전준호'],2009,"13,000",-0.243
['1969-05-26 || 양준혁'],1994,,4.223
['1969-05-26 || 양준혁'],1995,,6.679
['1969-05-26 || 양준혁'],1996,,8.561
['1969-05-26 || 양준혁'],1997,"12,000",8.171
['1969-05-26 || 양준혁'],1998,"14,000",6.198
['1969-05-26 || 양준혁'],1999,"14,000",4.706
['1969-05-26 || 양준혁'],2000,"20,000",4.028
['1969-05-26 || 양준혁'],2001,"27,000",4.788
['1969-05-26 || 양준혁'],2002,"33,000",2.366
['1969-05-26 || 양준혁'],2003,"33,000",6.208
['1969-05-26 || 양준혁'],2004,"33,000",6.366
['1969-05-26 || 양준혁'],2005,"33,000",1.791
['1969-05-26 || 양준혁'],2006,"40,000",5.446
['1969-05-26 || 양준혁'],2007,"40,000",6.718
['1969-05-26 || 양준혁'],2008,"70,000",1.397
['1969-05-26 || 양준혁'],2009,"70,000",2.707
['1969-05-26 || 양준혁'],2010,"45,000",0.02
['1969-06-04 || 페레즈'],2004,,3.092
['1969-06-04 || 페레즈'],2007,,0.782
['1969-08-02 || 구대성'],1994,,4.448
['1969-08-02 || 구대성'],1995,,2.639
['1969-08-02 || 구대성'],1996,,9.147
['1969-08-02 || 구대성'],1997,"9,300",5.019
['1969-08-02 || 구대성'],1998,"9,300",5.294
['1969-08-02 || 구대성'],1999,"10,500",5.548
['1969-08-02 || 구대성'],2000,"14,000",5.48
['1969-08-02 || 구대성'],2006,"14,000",4.051
['1969-08-02 || 구대성'],2007,"63,000",1.566
['1969-08-02 || 구대성'],2008,"47,000",1.072
['1969-08-02 || 구대성'],2009,"30,000",1.541
['1969-08-02 || 구대성'],2010,"20,000",-0.164
['1969-10-01 || 가득염'],1993,,1.041
['1969-10-01 || 가득염'],1994,,2.186
['1969-10-01 || 가득염'],1995,,1.268
['1969-10-01 || 가득염'],1996,,0.087
['1969-10-01 || 가득염'],1997,"4,390",0.317
['1969-10-01 || 가득염'],1998,"4,000",0.719
['1969-10-01 || 가득염'],1999,"4,000",0.952
['1969-10-01 || 가득염'],2000,"4,700",0.347
['1969-10-01 || 가득염'],2001,"4,800",1.052
['1969-10-01 || 가득염'],2002,"5,500",-0.058
['1969-10-01 || 가득염'],2003,"5,700",0.486
['1969-10-01 || 가득염'],2004,"8,000",0.63
['1969-10-01 || 가득염'],2005,"8,000",0.653
['1969-10-01 || 가득염'],2006,"8,000",0.274
['1969-10-01 || 가득염'],2007,"8,000",0.629
['1969-10-01 || 가득염'],2008,"11,000",0.027
['1969-10-01 || 가득염'],2009,"12,000",-0.049
['1969-10-01 || 가득염'],2010,"9,500",0.207
['1970-02-13 || 안경현'],1993,,0.339
['1970-02-13 || 안경현'],1994,,1.063
['1970-02-13 || 안경현'],1995,,1.832
['1970-02-13 || 안경현'],1996,,2.213
['1970-02-13 || 안경현'],1997,"5,200",2.072
['1970-02-13 || 안경현'],1998,"5,200",1.349
['1970-02-13 || 안경현'],1999,"5,700",0.369
['1970-02-13 || 안경현'],2000,"6,300",2.075
['1970-02-13 || 안경현'],2001,"8,000",3.817
['1970-02-13 || 안경현'],2002,"13,500",3.135
['1970-02-13 || 안경현'],2003,"20,000",4.98
['1970-02-13 || 안경현'],2004,"20,000",3.419
['1970-02-13 || 안경현'],2005,"20,000",2.797
['1970-02-13 || 안경현'],2006,"20,000",3.539
['1970-02-13 || 안경현'],2007,"30,000",0.963
['1970-02-13 || 안경현'],2008,"30,000",0.197
['1970-02-13 || 안경현'],2009,"8,000",-0.579
['1970-02-13 || 안경현'],2010,"7,000",-0.119
['1970-03-15 || 김정민'],1994,,1.072
['1970-03-15 || 김정민'],1995,,-0.141
['1970-03-15 || 김정민'],1996,,0.783
['1970-03-15 || 김정민'],1997,"3,300",-0.058
['1970-03-15 || 김정민'],1998,"3,300",0.007
['1970-03-15 || 김정민'],1999,"3,500",0.063
['1970-03-15 || 김정민'],2000,"4,500",0.389
['1970-03-15 || 김정민'],2001,"6,800",0.169
['1970-03-15 || 김정민'],2002,"6,600",0.005
['1970-03-15 || 김정민'],2003,"6,300",0.071
['1970-03-15 || 김정민'],2004,"6,300",0.067
['1970-03-15 || 김정민'],2005,"6,500",1.001
['1970-03-15 || 김정민'],2006,"8,100",-0.304
['1970-03-15 || 김정민'],2008,"8,000",1.255
['1970-03-15 || 김정민'],2009,"8,500",0.39
['1970-05-14 || 서튼'],2006,,3.167
['1970-05-14 || 서튼'],2007,,0.925
['1970-08-15 || 이종범'],1994,,11.766
['1970-08-15 || 이종범'],1995,,5.034
['1970-08-15 || 이종범'],1996,,9.517
['1970-08-15 || 이종범'],1997,,9.7
['1970-08-15 || 이종범'],2001,"35,000",2.536
['1970-08-15 || 이종범'],2002,"43,000",5.236
['1970-08-15 || 이종범'],2003,"45,000",7.108
['1970-08-15 || 이종범'],2004,"48,000",4.27
['1970-08-15 || 이종범'],2005,"43,000",4.787
['1970-08-15 || 이종범'],2006,"50,000",0.793
['1970-08-15 || 이종범'],2007,"50,000",-2.039
['1970-08-15 || 이종범'],2008,"20,000",1.447
['1970-08-15 || 이종범'],2009,"20,000",0.865
['1970-08-15 || 이종범'],2010,"26,000",-0.1
['1970-08-15 || 이종범'],2011,"19,000",0.687
['1971-03-10 || 이숭용'],1995,,1.781
['1971-03-10 || 이숭용'],1996,,3.138
['1971-03-10 || 이숭용'],1997,"6,300",3.797
['1971-03-10 || 이숭용'],1998,"7,600",1.951
['1971-03-10 || 이숭용'],1999,"8,500",1.664
['1971-03-10 || 이숭용'],2000,"8,200",1.88
['1971-03-10 || 이숭용'],2001,"10,500",2.323
['1971-03-10 || 이숭용'],2002,"16,000",2.883
['1971-03-10 || 이숭용'],2003,"22,000",2.543
['1971-03-10 || 이숭용'],2004,"25,000",2.318
['1971-03-10 || 이숭용'],2005,"25,000",1.263
['1971-03-10 || 이숭용'],2006,"25,000",2.127
['1971-03-10 || 이숭용'],2007,"35,000",1.739
['1971-03-10 || 이숭용'],2008,"17,000",0.603
['1971-03-10 || 이숭용'],2009,"17,000",1.36
['1971-03-10 || 이숭용'],2010,"17,000",0.456
['1971-03-10 || 이숭용'],2011,"17,000",-0.07
['1971-03-17 || 조웅천'],1991,,-0.016
['1971-03-17 || 조웅천'],1993,,0.272
['1971-03-17 || 조웅천'],1994,,-0.083
['1971-03-17 || 조웅천'],1995,,1.496
['1971-03-17 || 조웅천'],1996,,2.737
['1971-03-17 || 조웅천'],1997,"5,500",2.459
['1971-03-17 || 조웅천'],1998,"5,775",0.662
['1971-03-17 || 조웅천'],1999,"5,200",1.04
['1971-03-17 || 조웅천'],2000,"5,200",3.736
['1971-03-17 || 조웅천'],2001,"10,400",1.753
['1971-03-17 || 조웅천'],2002,"9,800",2.557
['1971-03-17 || 조웅천'],2003,"11,000",4.021
['1971-03-17 || 조웅천'],2004,"20,000",2.811
['1971-03-17 || 조웅천'],2005,"20,000",2.113
['1971-03-17 || 조웅천'],2006,"22,000",0.532
['1971-03-17 || 조웅천'],2007,"23,000",3.286
['1971-03-17 || 조웅천'],2008,"30,000",0.969
['1971-03-17 || 조웅천'],2009,"30,000",0.154
['1971-04-08 || 조원우'],1995,,0.049
['1971-04-08 || 조원우'],1996,,0.35
['1971-04-08 || 조원우'],1997,"4,200",2.408
['1971-04-08 || 조원우'],1998,"6,200",4.738
['1971-04-08 || 조원우'],1999,"8,000",1.3
['1971-04-08 || 조원우'],2000,"8,000",-0.467
['1971-04-08 || 조원우'],2001,"7,000",1.201
['1971-04-08 || 조원우'],2002,"7,000",0.757
['1971-04-08 || 조원우'],2003,"8,000",2.352
['1971-04-08 || 조원우'],2004,"13,000",1.857
['1971-04-08 || 조원우'],2005,"13,000",2.117
['1971-04-08 || 조원우'],2006,"15,000",0.781
['1971-04-08 || 조원우'],2007,"16,000",1.609
['1971-04-08 || 조원우'],2008,"15,000",-0.041
['1971-06-02 || 페타지니'],2009,,5.116
['1971-09-11 || 최동수'],1996,,-0.154
['1971-09-11 || 최동수'],1997,"2,000",0.543
['1971-09-11 || 최동수'],1998,"3,000",-0.681
['1971-09-11 || 최동수'],1999,"3,000",-0.148
['1971-09-11 || 최동수'],2000,"2,800",0.117
['1971-09-11 || 최동수'],2001,"3,100",0.694
['1971-09-11 || 최동수'],2002,"4,000",-0.235
['1971-09-11 || 최동수'],2003,"7,300",-0.017
['1971-09-11 || 최동수'],2004,"7,000",0.532
['1971-09-11 || 최동수'],2005,"8,000",1.58
['1971-09-11 || 최동수'],2006,"9,000",-0.572
['1971-09-11 || 최동수'],2007,"7,500",3.086
['1971-09-11 || 최동수'],2008,"12,000",1.118
['1971-09-11 || 최동수'],2009,"15,000",1.335
['1971-09-11 || 최동수'],2010,"15,000",-0.528
['1971-09-11 || 최동수'],2011,"15,000",0.324
['1971-09-11 || 최동수'],2012,"15,000",0.457
['1971-09-11 || 최동수'],2013,"15,000",-0.051
['1971-10-23 || 류택현'],1995,,-0.065
['1971-10-23 || 류택현'],1996,,0.723
['1971-10-23 || 류택현'],1997,,0.715
['1971-10-23 || 류택현'],1998,,-0.405
['1971-10-23 || 류택현'],1999,,0.472
['1971-10-23 || 류택현'],2000,,0.421
['1971-10-23 || 류택현'],2001,,-0.117
['1971-10-23 || 류택현'],2002,,0.466
['1971-10-23 || 류택현'],2003,,0.768
['1971-10-23 || 류택현'],2004,,1.392
['1971-10-23 || 류택현'],2005,,1.048
['1971-10-23 || 류택현'],2006,"8,500",0.173
['1971-10-23 || 류택현'],2007,"6,500",1.147
['1971-10-23 || 류택현'],2008,"13,000",-0.285
['1971-10-23 || 류택현'],2009,"13,000",1.599
['1971-10-23 || 류택현'],2010,"13,000",-0.061
['1971-10-23 || 류택현'],2012,"4,500",0.46
['1971-10-23 || 류택현'],2013,"6,000",0.866
['1971-10-23 || 류택현'],2014,"6,000",-0.239
['1972-03-24 || 카브레라'],2005,,0.37
['1972-03-24 || 카브레라'],2006,,1.297
['1972-03-24 || 카브레라'],2007,,1.32
['1972-05-12 || 최경환'],2001,"4,000",-0.329
['1972-05-12 || 최경환'],2002,"3,000",1.936
['1972-05-12 || 최경환'],2003,"6,000",0.545
['1972-05-12 || 최경환'],2004,"7,200",1.269
['1972-05-12 || 최경환'],2005,"11,000",1.022
['1972-05-12 || 최경환'],2006,"11,000",-0.609
['1972-05-12 || 최경환'],2007,"9,500",-0.035
['1972-05-12 || 최경환'],2008,"7,000",0.808
['1972-05-12 || 최경환'],2009,"7,500",0.09
['1972-07-05 || 김원형'],1992,,3.309
['1972-07-05 || 김원형'],1993,,2.205
['1972-07-05 || 김원형'],1994,,0.297
['1972-07-05 || 김원형'],1995,,0.783
['1972-07-05 || 김원형'],1996,,1.105
['1972-07-05 || 김원형'],1997,"5,800",3.618
['1972-07-05 || 김원형'],1998,"6,800",4.982
['1972-07-05 || 김원형'],1999,"8,500",0.908
['1972-07-05 || 김원형'],2000,"9,000",0.263
['1972-07-05 || 김원형'],2001,"8,000",2.533
['1972-07-05 || 김원형'],2002,"12,000",0.004
['1972-07-05 || 김원형'],2003,"15,000",1.492
['1972-07-05 || 김원형'],2004,"15,000",1.808
['1972-07-05 || 김원형'],2005,"18,000",3.892
['1972-07-05 || 김원형'],2006,"25,000",1.133
['1972-07-05 || 김원형'],2007,"25,000",0.537
['1972-07-05 || 김원형'],2008,"25,000",1.734
['1972-07-05 || 김원형'],2009,"25,000",0.463
['1972-07-05 || 김원형'],2010,"25,000",0.015
['1972-07-11 || 박경완'],1992,,0.241
['1972-07-11 || 박경완'],1993,,0.057
['1972-07-11 || 박경완'],1994,,2.623
['1972-07-11 || 박경완'],1995,,4.292
['1972-07-11 || 박경완'],1996,,3.658
['1972-07-11 || 박경완'],1997,,4.754
['1972-07-11 || 박경완'],1998,"8,000",3.836
['1972-07-11 || 박경완'],1999,"10,500",3.138
['1972-07-11 || 박경완'],2000,"11,500",7.472
['1972-07-11 || 박경완'],2001,"23,000",5.318
['1972-07-11 || 박경완'],2002,"28,000",2.02
['1972-07-11 || 박경완'],2003,"30,000",3.349
['1972-07-11 || 박경완'],2004,"30,000",8.364
['1972-07-11 || 박경완'],2005,"30,000",2.754
['1972-07-11 || 박경완'],2006,"40,000",3.244
['1972-07-11 || 박경완'],2007,"30,000",3.936
['1972-07-11 || 박경완'],2008,"30,000",3.23
['1972-07-11 || 박경완'],2009,"50,000",2
['1972-07-11 || 박경완'],2010,"50,000",3.781
['1972-07-11 || 박경완'],2011,"50,000",-0.118
['1972-07-11 || 박경완'],2012,"50,000",-0.246
['1972-07-11 || 박경완'],2013,"30,000",-0.13
['1972-08-27 || 조경환'],1999,"2,900",2.052
['1972-08-27 || 조경환'],2000,"5,000",2.574
['1972-08-27 || 조경환'],2001,"7,200",4.081
['1972-08-27 || 조경환'],2002,"7,200",0.529
['1972-08-27 || 조경환'],2003,"11,000",2.69
['1972-08-27 || 조경환'],2004,"13,000",0.386
['1972-08-27 || 조경환'],2005,"11,000",-0.05
['1972-08-27 || 조경환'],2006,"11,000",0.572
['1972-08-27 || 조경환'],2007,"9,400",0.483
['1972-09-07 || 김재걸'],1996,,1.533
['1972-09-07 || 김재걸'],1997,"4,875",0.047
['1972-09-07 || 김재걸'],1998,"3,800",0.158
['1972-09-07 || 김재걸'],2001,"3,600",0.306
['1972-09-07 || 김재걸'],2002,"4,500",-0.11
['1972-09-07 || 김재걸'],2003,"5,500",-0.537
['1972-09-07 || 김재걸'],2004,"6,500",-0.406
['1972-09-07 || 김재걸'],2005,"6,500",0.187
['1972-09-07 || 김재걸'],2006,"11,000",-0.031
['1972-09-07 || 김재걸'],2007,"15,000",0.502
['1972-09-07 || 김재걸'],2008,"15,000",0.465
['1972-09-07 || 김재걸'],2009,"13,000",0.117
['1972-09-12 || 박현승'],1996,,3.692
['1972-09-12 || 박현승'],1997,,4.275
['1972-09-12 || 박현승'],1999,,1.611
['1972-09-12 || 박현승'],2000,"7,100",1.775
['1972-09-12 || 박현승'],2001,"7,000",3.973
['1972-09-12 || 박현승'],2002,"8,500",1.243
['1972-09-12 || 박현승'],2003,"9,300",-0.782
['1972-09-12 || 박현승'],2004,"8,800",0.245
['1972-09-12 || 박현승'],2005,"7,800",-0.026
['1972-09-12 || 박현승'],2006,"7,800",0.942
['1972-09-12 || 박현승'],2007,"9,000",2.924
['1972-09-12 || 박현승'],2008,"15,000",-0.461
['1973-01-03 || 김민재'],1992,,-0.529
['1973-01-03 || 김민재'],1993,,1.493
['1973-01-03 || 김민재'],1994,,1.348
['1973-01-03 || 김민재'],1995,,1.125
['1973-01-03 || 김민재'],1996,,1.334
['1973-01-03 || 김민재'],1997,"4,850",0.416
['1973-01-03 || 김민재'],1998,"5,300",1.202
['1973-01-03 || 김민재'],1999,"5,500",1.482
['1973-01-03 || 김민재'],2000,"8,000",0.838
['1973-01-03 || 김민재'],2001,"7,600",1.63
['1973-01-03 || 김민재'],2002,"11,400",2.001
['1973-01-03 || 김민재'],2003,"11,400",-0.165
['1973-01-03 || 김민재'],2004,"13,000",0.708
['1973-01-03 || 김민재'],2005,"13,000",2.484
['1973-01-03 || 김민재'],2006,"19,000",0.771
['1973-01-03 || 김민재'],2007,"21,000",2.17
['1973-01-03 || 김민재'],2008,"20,000",1.21
['1973-01-03 || 김민재'],2009,"20,000",-0.564
['1973-01-28 || 이종열'],1992,,-0.039
['1973-01-28 || 이종열'],1993,,0.946
['1973-01-28 || 이종열'],1994,,-0.411
['1973-01-28 || 이종열'],1995,,0.48
['1973-01-28 || 이종열'],1996,,0.147
['1973-01-28 || 이종열'],1998,"4,200",-0.2
['1973-01-28 || 이종열'],1999,"5,700",4.02
['1973-01-28 || 이종열'],2000,"8,000",1.059
['1973-01-28 || 이종열'],2001,"10,000",-0.235
['1973-01-28 || 이종열'],2002,"9,000",1.937
['1973-01-28 || 이종열'],2003,"15,000",0.452
['1973-01-28 || 이종열'],2004,"15,000",0.613
['1973-01-28 || 이종열'],2005,"15,000",1.008
['1973-01-28 || 이종열'],2006,"15,000",0.742
['1973-01-28 || 이종열'],2007,"17,000",2.324
['1973-01-28 || 이종열'],2008,"17,000",-0.008
['1973-01-28 || 이종열'],2009,"17,000",-0.135
['1973-01-28 || 크루즈'],2008,,0.704
['1973-03-02 || 송지만'],1997,"4,000",1.942
['1973-03-02 || 송지만'],1998,"4,500",3.283
['1973-03-02 || 송지만'],1999,"5,500",3.142
['1973-03-02 || 송지만'],2000,"8,000",6.435
['1973-03-02 || 송지만'],2001,"11,600",2.24
['1973-03-02 || 송지만'],2002,"12,500",5.574
['1973-03-02 || 송지만'],2003,"18,000",1.614
['1973-03-02 || 송지만'],2004,"18,000",2.905
['1973-03-02 || 송지만'],2005,"28,000",3.727
['1973-03-02 || 송지만'],2006,"50,000",3.208
['1973-03-02 || 송지만'],2007,"60,000",2.877
['1973-03-02 || 송지만'],2008,"22,000",1.82
['1973-03-02 || 송지만'],2009,"40,000",3.371
['1973-03-02 || 송지만'],2010,"40,000",2.689
['1973-03-02 || 송지만'],2011,"25,000",1.617
['1973-03-02 || 송지만'],2012,"25,000",-0.182
['1973-03-02 || 송지만'],2013,"8,000",0.228
['1973-06-10 || 최기문'],1997,"2,300",0.182
['1973-06-10 || 최기문'],1998,"2,900",-0.124
['1973-06-10 || 최기문'],1999,"2,900",1.251
['1973-06-10 || 최기문'],2000,"4,500",1.146
['1973-06-10 || 최기문'],2001,"6,300",3.261
['1973-06-10 || 최기문'],2002,"10,000",2.946
['1973-06-10 || 최기문'],2003,"12,000",2.679
['1973-06-10 || 최기문'],2004,"14,000",1.985
['1973-06-10 || 최기문'],2005,"14,500",-0.059
['1973-06-10 || 최기문'],2007,"14,500",0.204
['1973-06-10 || 최기문'],2008,"10,000",-0.007
['1973-06-10 || 최기문'],2009,"10,000",0.338
['1973-07-03 || 김창희'],1998,"3,000",3.032
['1973-07-03 || 김창희'],1999,"4,000",2.047
['1973-07-03 || 김창희'],2000,"4,800",1.247
['1973-07-03 || 김창희'],2001,"4,900",1.311
['1973-07-03 || 김창희'],2002,"5,600",-0.532
['1973-07-03 || 김창희'],2003,"6,300",1.096
['1973-07-03 || 김창희'],2004,"7,500",1.652
['1973-07-03 || 김창희'],2005,"9,000",1.548
['1973-07-03 || 김창희'],2006,"9,000",0.666
['1973-07-03 || 김창희'],2007,"13,000",0.665
['1973-07-03 || 김창희'],2008,"13,000",1.108
['1973-07-03 || 김창희'],2009,"12,000",-0.314
['1973-07-27 || 박종호'],1993,,2.883
['1973-07-27 || 박종호'],1994,,3.462
['1973-07-27 || 박종호'],1995,,1.022
['1973-07-27 || 박종호'],1997,"4,500",0.348
['1973-07-27 || 박종호'],1998,"4,500",1.377
['1973-07-27 || 박종호'],1999,"4,900",3.825
['1973-07-27 || 박종호'],2000,"7,500",5.56
['1973-07-27 || 박종호'],2001,"13,500",1.021
['1973-07-27 || 박종호'],2002,"13,500",1.165
['1973-07-27 || 박종호'],2003,"15,000",3.411
['1973-07-27 || 박종호'],2004,"22,500",2.953
['1973-07-27 || 박종호'],2005,"22,500",2.277
['1973-07-27 || 박종호'],2006,"22,500",0.753
['1973-07-27 || 박종호'],2007,"22,500",-0.145
['1973-07-27 || 박종호'],2008,"18,000",-0.053
['1973-07-27 || 박종호'],2009,"6,000",0.473
['1973-09-07 || 박재홍'],1997,"5,000",6.647
['1973-09-07 || 박재홍'],1998,"7,000",5.235
['1973-09-07 || 박재홍'],1999,"10,000",4.055
['1973-09-07 || 박재홍'],2000,"13,000",6.752
['1973-09-07 || 박재홍'],2001,"22,000",2.185
['1973-09-07 || 박재홍'],2002,"22,000",3.123
['1973-09-07 || 박재홍'],2003,"27,000",4.033
['1973-09-07 || 박재홍'],2004,"33,000",1.085
['1973-09-07 || 박재홍'],2005,"28,000",5.506
['1973-09-07 || 박재홍'],2006,"40,000",4.799
['1973-09-07 || 박재홍'],2007,"40,000",2.984
['1973-09-07 || 박재홍'],2008,"40,000",5.341
['1973-09-07 || 박재홍'],2009,"40,000",1.67
['1973-09-07 || 박재홍'],2010,"40,000",0.127
['1973-09-07 || 박재홍'],2011,"40,000",-1.152
['1973-09-07 || 박재홍'],2012,"20,000",0.753
['1973-09-14 || 김종국'],1997,"3,600",0.477
['1973-09-14 || 김종국'],1998,"4,500",0.43
['1973-09-14 || 김종국'],1999,"3,900",0.161
['1973-09-14 || 김종국'],2000,"3,300",0.809
['1973-09-14 || 김종국'],2001,"3,900",1.988
['1973-09-14 || 김종국'],2002,"6,900",4.848
['1973-09-14 || 김종국'],2003,"11,000",1.766
['1973-09-14 || 김종국'],2004,"13,000",2.655
['1973-09-14 || 김종국'],2005,"11,000",0.812
['1973-09-14 || 김종국'],2006,"11,000",0.5
['1973-09-14 || 김종국'],2007,"15,000",2.085
['1973-09-14 || 김종국'],2008,"15,000",0.931
['1973-09-14 || 김종국'],2009,"12,000",0.003
['1973-11-27 || 이영우'],1997,"3,900",-0.285
['1973-11-27 || 이영우'],1998,"3,300",1.616
['1973-11-27 || 이영우'],1999,"4,000",4.035
['1973-11-27 || 이영우'],2000,"7,000",4.924
['1973-11-27 || 이영우'],2001,"10,500",3.12
['1973-11-27 || 이영우'],2002,"12,500",5.416
['1973-11-27 || 이영우'],2003,"18,000",4.72
['1973-11-27 || 이영우'],2004,"25,000",5.051
['1973-11-27 || 이영우'],2007,"27,000",0.452
['1973-11-27 || 이영우'],2008,"21,000",1.399
['1973-11-27 || 이영우'],2009,"21,000",0.413
['1973-11-27 || 이영우'],2010,"13,000",-0.426
['1973-12-25 || 이재주'],1993,,1.831
['1973-12-25 || 이재주'],1994,,0.23
['1973-12-25 || 이재주'],1995,,-0.038
['1973-12-25 || 이재주'],1997,"2,200",0.69
['1973-12-25 || 이재주'],1998,"2,600",0.277
['1973-12-25 || 이재주'],1999,"3,200",-0.21
['1973-12-25 || 이재주'],2000,"3,000",0.276
['1973-12-25 || 이재주'],2001,"4,000",0.4
['1973-12-25 || 이재주'],2002,"4,000",-0.027
['1973-12-25 || 이재주'],2003,"3,600",0.732
['1973-12-25 || 이재주'],2004,"6,500",2.51
['1973-12-25 || 이재주'],2005,"5,800",0.608
['1973-12-25 || 이재주'],2006,"5,800",2.821
['1973-12-25 || 이재주'],2007,"10,000",0.51
['1973-12-25 || 이재주'],2008,"8,000",1.935
['1973-12-25 || 이재주'],2009,"12,000",-0.139
['1974-02-20 || 정경배'],1997,"2,800",3.073
['1974-02-20 || 정경배'],1998,"4,000",0.907
['1974-02-20 || 정경배'],1999,"5,000",3.714
['1974-02-20 || 정경배'],2000,"8,500",2.809
['1974-02-20 || 정경배'],2001,"8,000",0.476
['1974-02-20 || 정경배'],2002,"9,500",0.86
['1974-02-20 || 정경배'],2003,"8,800",2.125
['1974-02-20 || 정경배'],2004,"12,000",2.712
['1974-02-20 || 정경배'],2005,"13,000",2.867
['1974-02-20 || 정경배'],2006,"25,000",-0.061
['1974-02-20 || 정경배'],2007,"25,000",0.353
['1974-02-20 || 정경배'],2008,"25,000",-0.13
['1974-02-20 || 정경배'],2009,"10,000",-0.247
['1974-03-04 || 최만호'],1998,"2,200",-0.058
['1974-03-04 || 최만호'],1999,"2,200",0.068
['1974-03-04 || 최만호'],2000,"2,200",-0.033
['1974-03-04 || 최만호'],2001,"2,200",-0.114
['1974-03-04 || 최만호'],2002,"2,600",0.502
['1974-03-04 || 최만호'],2003,"4,400",-0.518
['1974-03-04 || 최만호'],2004,"5,000",0.319
['1974-03-04 || 최만호'],2006,"5,500",0.401
['1974-03-04 || 최만호'],2007,"5,500",-0.154
['1974-03-04 || 최만호'],2008,"5,200",-0.479
['1974-03-04 || 최만호'],2009,"4,500",0.045
['1974-04-20 || 강동우'],2000,"3,500",0.018
['1974-04-20 || 강동우'],2001,"3,500",1.683
['1974-04-20 || 강동우'],2002,"5,500",3.285
['1974-04-20 || 강동우'],2003,"10,000",2.466
['1974-04-20 || 강동우'],2004,"11,500",1.865
['1974-04-20 || 강동우'],2005,"13,500",0.749
['1974-04-20 || 강동우'],2006,"13,500",0.705
['1974-04-20 || 강동우'],2007,"13,500",-0.14
['1974-04-20 || 강동우'],2008,"9,450",-0.391
['1974-04-20 || 강동우'],2009,"7,000",4.546
['1974-04-20 || 강동우'],2010,"15,000",0.514
['1974-04-20 || 강동우'],2011,"15,000",3.767
['1974-04-20 || 강동우'],2012,"20,000",0.661
['1974-04-20 || 강동우'],2013,"15,000",-0.089
['1974-04-21 || 브룸바'],2004,,8.365
['1974-04-21 || 브룸바'],2007,,5.558
['1974-04-21 || 브룸바'],2008,,2.271
['1974-04-21 || 브룸바'],2009,,1.801
['1974-05-08 || 진갑용'],1998,"3,200",1.217
['1974-05-08 || 진갑용'],1999,"3,200",-0.168
['1974-05-08 || 진갑용'],2000,"5,000",2.002
['1974-05-08 || 진갑용'],2001,"7,000",2.977
['1974-05-08 || 진갑용'],2002,"9,500",4.592
['1974-05-08 || 진갑용'],2003,"20,000",4.748
['1974-05-08 || 진갑용'],2004,"24,000",4.531
['1974-05-08 || 진갑용'],2005,"24,000",2.961
['1974-05-08 || 진갑용'],2006,"30,000",3.189
['1974-05-08 || 진갑용'],2007,"50,000",2.245
['1974-05-08 || 진갑용'],2008,"50,000",2.438
['1974-05-08 || 진갑용'],2009,"50,000",0.381
['1974-05-08 || 진갑용'],2010,"35,000",2.259
['1974-05-08 || 진갑용'],2011,"35,000",2.565
['1974-05-08 || 진갑용'],2012,"40,000",3.102
['1974-05-08 || 진갑용'],2013,"40,000",1.337
['1974-05-08 || 진갑용'],2014,"25,000",0.051
['1974-05-08 || 진갑용'],2015,"25,000",0.331
['1974-05-13 || 최영필'],1998,"2,500",-0.028
['1974-05-13 || 최영필'],1999,"2,500",0.817
['1974-05-13 || 최영필'],2000,"2,800",0.162
