birth||name,year||team||pos,WAR,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,IBB,SO,DP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC+,WPA
1985-08-18 || 강민호,15롯C,5.23,123,456,380,63,118,18,1,35,243,86,0,0,60,14,2,112,14,0,2,0.311,0.421,0.639,1.061,0.451,164.9,4.59
1989-10-03 || 나성범,15NRF,5.14,144,622,564,112,184,34,5,28,312,135,23,4,32,15,1,127,9,3,8,0.326,0.373,0.553,0.926,0.4,136.1,2.61
1993-02-12 || 구자욱,15삼1B,4.99,116,465,410,97,143,33,5,11,219,57,17,7,45,6,0,79,3,0,4,0.349,0.417,0.534,0.951,0.422,148.4,1.81
1985-08-26 || 이용규,15한CF,4.96,124,585,493,94,168,15,7,4,209,42,28,10,68,9,5,45,4,11,4,0.341,0.427,0.424,0.851,0.386,119.6,2.61
1995-10-17 || 김하성,15넥SS,4.94,140,582,511,89,148,35,5,19,250,73,22,4,56,5,2,115,10,4,6,0.29,0.362,0.489,0.851,0.372,112.9,0.99
1982-10-02 || 정근우,15한2B,4.91,126,552,468,99,148,30,2,12,218,66,21,6,61,8,1,66,14,13,2,0.316,0.403,0.466,0.868,0.384,119.2,4.05
1983-10-21 || 마르테,15k3B,4.83,115,487,425,85,148,32,1,20,242,89,0,0,51,2,7,60,19,0,8,0.348,0.414,0.569,0.983,0.424,149,3.2
1985-05-15 || 아두치,15롯CF,4.71,132,594,526,105,165,34,5,28,293,106,24,10,55,8,8,118,9,1,4,0.314,0.385,0.557,0.942,0.405,135.2,5.41
1984-03-31 || 박경수,15k2B,4.57,137,537,440,75,125,30,1,22,223,73,6,4,74,13,1,115,8,6,4,0.284,0.399,0.507,0.906,0.397,131,1.12
1990-03-12 || 오지환,15LSS,4.44,138,566,497,76,138,41,4,11,220,56,25,10,59,4,1,121,2,3,3,0.278,0.357,0.443,0.8,0.357,110.3,2.4
1993-02-06 || 박민우,15N2B,4.42,141,617,520,111,158,31,6,3,210,47,46,16,73,14,0,108,4,3,7,0.304,0.399,0.404,0.803,0.371,116.8,1.48
1982-05-29 || 김태균,15한1B,4.17,133,524,408,61,129,28,0,21,220,104,3,1,98,12,12,80,19,1,5,0.316,0.457,0.539,0.996,0.436,153.7,5.83
1983-12-16 || 최형우,15삼LF,4.13,144,637,547,94,174,33,1,33,308,123,2,5,73,9,7,101,13,0,8,0.318,0.402,0.563,0.965,0.416,143.3,3.48
1987-07-28 || 황재균,15롯3B,4.01,144,596,534,95,155,41,2,26,278,97,11,10,48,4,1,122,14,4,6,0.29,0.35,0.521,0.87,0.375,115.4,1.43
1979-04-21 || 박용택,15LLF,3.85,128,533,487,66,159,28,2,18,245,83,11,4,34,4,1,73,12,1,7,0.326,0.37,0.503,0.873,0.384,131.3,1.35
1988-03-18 || 손아섭,15롯RF,3.8,116,517,445,86,141,28,1,13,210,54,11,6,68,1,3,96,6,0,3,0.317,0.406,0.472,0.878,0.395,131.1,1.87
1985-03-21 || 김재호,15두SS,3.64,133,488,410,63,126,24,3,3,165,50,7,2,54,3,0,42,18,14,7,0.307,0.386,0.402,0.789,0.354,105.3,-0.4
1990-02-24 || 박해민,15삼CF,3.52,144,608,525,96,154,22,7,0,190,47,60,8,56,2,1,126,8,23,2,0.293,0.362,0.362,0.724,0.326,85.2,1.65
1987-07-18 || 정훈,15롯2B,3.41,135,562,486,85,146,27,2,9,204,62,16,6,52,14,2,102,14,7,3,0.3,0.382,0.42,0.802,0.363,110.1,-0.65
1981-11-25 || 이범호,15K3B,3.34,138,514,437,60,118,25,0,28,227,79,3,4,57,16,1,91,16,0,4,0.27,0.372,0.519,0.891,0.389,125.2,2.74
1987-02-28 || 최정,15S3B,3.23,81,330,275,43,81,17,0,17,149,58,5,2,46,5,2,78,6,1,3,0.295,0.401,0.542,0.943,0.41,143.2,1.39
1976-08-18 || 이승엽,15삼DH,3.14,122,522,470,87,156,28,1,26,264,90,2,1,40,6,2,71,10,0,6,0.332,0.387,0.562,0.949,0.412,140.4,2.52
1983-02-15 || 최준석,15롯DH,3.04,144,618,507,78,155,18,1,31,268,109,0,0,108,1,4,134,17,1,1,0.306,0.428,0.529,0.957,0.422,148,4.56
1990-08-26 || 허경민,15두3B,2.88,117,453,404,64,128,20,2,1,155,41,8,3,31,7,0,42,11,8,3,0.317,0.373,0.384,0.757,0.346,98.9,-0.08
1990-03-23 || 김상수,15삼SS,2.78,132,518,449,67,125,30,4,8,187,63,26,5,43,6,0,56,9,13,7,0.278,0.345,0.416,0.761,0.335,89.9,1.24
1982-12-07 || 김경언,15한RF,2.76,107,437,377,58,127,21,1,16,198,78,1,3,50,2,3,89,9,5,3,0.337,0.414,0.525,0.94,0.411,136.4,4.94
1987-03-10 || 민병헌,15두RF,2.62,129,561,491,80,149,20,2,12,209,75,7,3,50,8,0,74,15,6,6,0.303,0.373,0.426,0.799,0.36,112.3,3.13
1984-09-10 || 브라운,15SRF,2.61,138,539,464,82,121,21,2,28,230,76,5,2,66,7,4,127,12,0,2,0.261,0.36,0.496,0.856,0.374,118.8,3.05
1981-03-25 || 김주찬,15KDH,2.57,98,377,333,66,109,23,2,18,190,62,8,2,23,12,3,58,10,1,8,0.327,0.383,0.571,0.954,0.408,137.3,1.7
1986-07-25 || 정의윤,15LSDH,2.46,91,297,259,38,83,14,0,14,139,51,5,0,26,9,0,46,6,0,3,0.32,0.397,0.537,0.934,0.411,145.6,1.86
1980-07-10 || 이택근,15넥CF,2.46,105,401,347,61,113,16,1,10,161,44,11,6,44,3,4,53,8,3,4,0.326,0.402,0.464,0.866,0.386,122.6,1.67
1984-09-09 || 필,15K1B,2.44,143,591,536,81,174,35,1,22,277,101,14,10,43,3,6,74,12,0,9,0.325,0.372,0.517,0.889,0.387,123.8,5.91
1988-12-17 || 김민성,15넥3B,2.44,118,489,445,60,135,24,0,16,207,71,1,1,31,8,1,62,15,2,3,0.303,0.357,0.465,0.823,0.365,108.2,-0.83
1987-12-26 || 이명기,15SLF,2.41,137,582,521,88,164,30,2,3,207,35,22,10,35,11,0,86,7,11,4,0.315,0.368,0.397,0.765,0.347,102.3,0.62
1985-08-17 || 최진행,15한LF,2.38,109,410,333,55,97,17,0,18,168,64,0,3,65,4,6,101,9,5,3,0.291,0.41,0.505,0.914,0.397,128.2,2.06
1990-10-07 || 정수빈,15두CF,2.29,128,570,491,79,145,27,7,2,192,59,15,9,43,11,1,70,9,19,6,0.295,0.361,0.391,0.752,0.334,91.2,0.55
1982-05-25 || 스나이더,15넥RF,2.26,113,487,431,88,121,26,1,26,227,71,4,2,37,11,0,135,2,3,5,0.281,0.349,0.527,0.876,0.377,115.3,1.29
1983-07-19 || 이대형,15kCF,2.18,140,616,546,86,165,23,3,0,194,37,44,14,53,6,0,92,5,10,1,0.302,0.37,0.355,0.725,0.337,88.9,1.54
1987-03-09 || 김성현,15SSS,2.15,129,449,397,49,118,20,0,8,162,48,1,4,31,7,0,42,14,12,2,0.297,0.357,0.408,0.765,0.341,97.3,0.15
1985-02-09 || 오재원,15두2B,2.08,120,474,411,60,115,20,2,11,172,59,31,8,47,4,1,94,9,7,4,0.28,0.356,0.418,0.775,0.345,102.6,0.82
1982-10-11 || 채태인,15삼1B,1.99,104,373,333,35,116,19,0,8,159,49,0,2,33,3,3,92,10,0,4,0.348,0.408,0.477,0.885,0.397,131.9,1.39
1988-01-18 || 히메네스,15L3B,1.97,70,299,279,37,87,17,2,11,141,46,8,2,12,4,1,48,4,0,4,0.312,0.345,0.505,0.85,0.37,122.5,1.04
1979-01-28 || 박한이,15삼RF,1.93,94,429,367,62,110,17,4,11,168,52,6,6,53,1,0,63,11,7,1,0.3,0.389,0.458,0.846,0.377,118.2,0.65
1980-06-18 || 이종욱,15NCF,1.92,125,504,440,63,118,25,2,5,162,52,17,4,54,3,5,78,5,4,3,0.268,0.35,0.368,0.718,0.327,86.5,0.94
1990-01-17 || 장성우,15롯kC,1.89,133,491,433,55,123,20,1,13,184,77,1,2,46,0,1,85,12,3,9,0.284,0.346,0.425,0.771,0.343,94.9,2.06
1976-02-08 || 이호준,15NDH,1.87,131,518,449,48,132,25,0,24,229,110,0,2,61,3,7,102,16,3,2,0.294,0.381,0.51,0.891,0.386,125.7,3.65
1980-11-12 || 김상현,15k1B,1.85,134,539,475,71,133,20,0,27,234,88,4,5,50,8,4,115,21,0,6,0.28,0.354,0.493,0.847,0.369,113.2,0.54
1986-10-29 || 오재일,15두1B,1.84,66,213,180,33,52,11,1,14,107,36,0,0,28,2,2,49,5,1,2,0.289,0.387,0.594,0.981,0.414,158.4,1.11
1984-05-31 || 김종호,15NLF,1.84,133,486,424,90,125,16,7,4,167,36,41,10,44,4,0,65,11,10,3,0.295,0.364,0.394,0.758,0.342,97.8,0.7
1981-07-21 || 박정권,15S1B,1.79,124,494,438,66,123,23,0,21,209,70,3,3,46,4,1,119,9,4,2,0.281,0.353,0.477,0.83,0.364,113,-0.4
1987-07-02 || 댄블랙,15k1B,1.77,54,225,198,25,66,10,1,12,114,32,0,0,25,2,2,52,4,0,0,0.333,0.413,0.576,0.989,0.43,153.6,1.89
1983-10-09 || 이병규,15LLF,1.69,70,277,230,42,56,9,1,12,103,35,2,1,43,3,2,83,4,1,0,0.243,0.37,0.448,0.817,0.365,119,0.44
1980-06-27 || 정성훈,15L1B,1.68,117,440,363,47,103,16,1,9,148,45,9,4,54,13,5,65,9,6,4,0.284,0.392,0.408,0.799,0.361,113,1.78
1988-02-24 || 이재원,15SC,1.68,140,559,489,58,138,18,1,17,209,100,1,3,54,11,5,85,22,0,5,0.282,0.363,0.427,0.791,0.355,106.7,1.41
1982-12-24 || 정상호,15SC,1.51,113,324,279,34,71,11,1,12,120,49,1,2,22,15,0,80,2,8,0,0.254,0.342,0.43,0.772,0.34,97.1,0.53
1989-08-22 || 서건창,15넥2B,1.51,85,368,312,52,93,24,4,3,134,37,9,2,42,1,0,24,7,11,2,0.298,0.381,0.429,0.81,0.359,105.8,2.35
1991-11-18 || 오태곤,15롯SS,1.5,122,353,327,57,90,18,1,8,134,43,15,4,17,4,0,100,9,4,1,0.275,0.318,0.41,0.728,0.324,84.1,-1.97
1990-04-07 || 박동원,15넥C,1.48,127,443,379,47,101,12,1,14,157,61,0,0,37,9,0,93,4,10,8,0.266,0.34,0.414,0.754,0.332,86.6,0.86
1990-09-08 || 박건우,15두RF,1.47,70,175,158,31,54,12,0,5,81,26,2,1,12,3,0,29,2,2,0,0.342,0.399,0.513,0.912,0.403,143.3,0.97
1983-12-31 || 신종길,15KRF,1.46,99,348,313,56,82,13,4,5,118,28,19,5,25,6,0,80,3,4,0,0.262,0.329,0.377,0.706,0.32,78.4,1.93
1992-07-15 || 유강남,15LC,1.33,126,313,279,26,76,11,1,8,113,37,2,1,19,7,0,55,10,7,1,0.272,0.333,0.405,0.738,0.328,91.4,-0.84
1985-09-04 || 윤석민,15넥3B,1.3,108,418,361,54,106,24,1,14,174,71,3,2,37,8,1,62,16,5,7,0.294,0.366,0.482,0.848,0.37,111.1,2.38
1978-12-18 || 김원섭,15KCF,1.26,110,341,277,45,74,13,3,5,108,33,8,5,53,3,0,46,5,6,2,0.267,0.388,0.39,0.778,0.357,103.2,0.82
1988-02-28 || 최주환,15두3B,1.25,100,270,238,34,67,16,2,5,102,32,0,3,25,3,2,34,6,3,1,0.282,0.356,0.429,0.784,0.349,104.7,0.1
1980-10-19 || 손시헌,15NSS,1.2,140,508,440,56,108,24,2,13,175,58,3,2,36,14,0,66,16,13,5,0.245,0.319,0.398,0.717,0.315,78.6,0.23
1989-01-11 || 고종욱,15넥LF,1.09,119,443,407,81,126,25,4,10,189,51,22,14,25,6,1,81,10,4,1,0.31,0.358,0.464,0.822,0.364,108.7,1.29
1986-02-27 || 이지영,15삼C,1.03,124,400,361,36,110,10,1,1,125,55,1,2,14,4,0,32,10,16,5,0.305,0.333,0.346,0.68,0.303,69.6,0.71
1982-09-13 || 김강민,15SCF,1.03,96,328,293,43,72,17,0,4,101,31,7,4,23,7,0,83,6,4,1,0.246,0.315,0.345,0.66,0.302,72.9,-0.12
1984-03-17 || 지석훈,15N3B,0.98,137,466,415,53,111,15,0,11,159,46,4,1,23,16,0,85,9,9,3,0.267,0.328,0.383,0.711,0.319,81,0.31
1989-09-17 || 서상우,15LDH,0.92,58,171,159,29,54,8,0,6,80,22,5,1,9,3,0,31,2,0,0,0.34,0.386,0.503,0.889,0.398,140,1.14
1982-11-12 || 조영훈,15N1B,0.92,103,146,124,20,35,8,0,8,67,35,3,0,19,0,0,36,1,1,2,0.282,0.372,0.54,0.913,0.392,129.5,0.65
1986-09-24 || 로메로,15두1B,0.92,76,305,265,30,67,16,0,12,119,50,2,0,29,4,1,48,9,0,7,0.253,0.328,0.449,0.777,0.34,104.2,-0.84
1985-05-08 || 모창민,15N3B,0.81,103,239,214,23,62,14,0,6,94,35,5,0,18,0,0,52,5,4,3,0.29,0.34,0.439,0.78,0.342,96.3,-1.21
1987-01-01 || 박헌도,15넥LF,0.8,108,267,218,31,54,13,0,8,91,42,0,2,37,7,0,52,6,3,2,0.248,0.371,0.417,0.789,0.357,102.5,-0.08
1985-12-04 || 김회성,15한3B,0.79,83,268,225,36,47,10,2,16,109,35,2,4,28,10,0,58,4,3,2,0.209,0.321,0.484,0.805,0.345,93.5,-0.11
1980-03-04 || 한나한,15LDH,0.76,32,126,107,17,35,9,0,4,56,22,0,0,12,3,0,31,4,1,3,0.327,0.4,0.523,0.923,0.403,143.3,0.84
1985-07-17 || 임훈,15SLCF,0.74,88,296,252,44,70,12,1,1,87,24,3,2,26,9,0,44,5,7,2,0.278,0.363,0.345,0.709,0.328,87.6,0.29
1987-06-22 || 김문호,15롯LF,0.74,93,325,288,35,88,13,0,4,113,31,8,5,25,4,0,45,11,6,2,0.306,0.367,0.392,0.759,0.345,98.5,-0.85
1989-03-20 || 백용환,15KC,0.7,65,177,154,22,36,6,0,10,72,30,3,1,19,1,0,47,5,0,3,0.234,0.316,0.468,0.784,0.34,92.3,1
1984-02-08 || 고영민,15두1B,0.68,41,77,67,13,22,1,0,3,32,11,4,2,6,3,0,22,4,0,1,0.328,0.403,0.478,0.88,0.397,138.8,-0.6
1989-02-25 || 김민하,15롯CF,0.63,54,141,116,18,28,6,0,1,37,8,4,2,18,4,0,40,4,3,0,0.241,0.362,0.319,0.681,0.322,84.2,0.09
1982-07-20 || 박재상,15SLF,0.6,108,292,250,34,62,12,2,7,99,37,4,5,32,3,0,53,4,6,1,0.248,0.339,0.396,0.735,0.329,89.2,0.37
1984-03-01 || 정현석,15한RF,0.6,43,133,116,20,36,6,0,1,45,12,0,0,13,2,1,24,3,2,0,0.31,0.389,0.388,0.777,0.356,100.7,-0.12
1985-05-19 || 나지완,15KLF,0.59,116,368,304,34,77,16,0,7,114,31,3,1,46,16,3,79,10,0,2,0.253,0.378,0.375,0.753,0.351,99.2,-0.71
1984-07-13 || 이성열,15넥한LF,0.58,101,268,232,35,58,10,2,9,99,36,1,1,20,9,1,87,5,5,2,0.25,0.331,0.427,0.758,0.332,84.2,1.12
1986-10-13 || 오정복,15kLF,0.49,66,278,239,34,62,11,1,5,90,29,3,3,33,3,0,26,3,2,1,0.259,0.355,0.377,0.732,0.337,90.4,1.9
1976-11-30 || 박진만,15S3B,0.48,78,162,133,12,33,5,0,2,44,14,0,2,23,4,1,21,3,2,0,0.248,0.375,0.331,0.706,0.333,92.5,0.12
1988-09-22 || 김재환,15두1B,0.48,48,180,153,24,36,8,0,7,65,22,4,1,22,2,1,39,6,1,2,0.235,0.335,0.425,0.76,0.336,100.9,0.59
1990-11-13 || 김선민,15kSS,0.45,23,38,35,2,15,2,0,0,17,3,1,0,2,0,0,6,0,0,1,0.429,0.447,0.486,0.933,0.425,147.3,0.17
1990-07-30 || 최재원,15NCF,0.43,114,102,85,31,21,8,0,2,35,13,14,5,10,6,0,29,1,1,0,0.247,0.366,0.412,0.778,0.355,104.1,-0.34
1990-12-11 || 이홍구,15KC,0.39,112,246,222,25,48,10,1,12,96,39,1,0,12,7,1,64,3,5,0,0.216,0.278,0.432,0.71,0.303,67,0.46
1990-02-06 || 채은성,15LRF,0.38,90,198,173,25,43,11,2,4,70,20,3,3,14,5,1,39,4,3,3,0.249,0.318,0.405,0.723,0.317,83.5,-0.55
1996-02-12 || 안익훈,15LCF,0.37,50,74,62,9,21,2,1,0,25,3,1,1,9,0,0,10,1,3,0,0.339,0.423,0.403,0.826,0.372,114.7,-0.31
1989-04-29 || 하준호,15롯kRF,0.36,80,279,248,33,64,10,0,6,92,26,10,3,21,7,1,73,2,2,1,0.258,0.332,0.371,0.703,0.321,79.3,0.68
1987-11-21 || 유재신,15넥CF,0.36,62,32,27,21,7,2,0,0,9,3,10,1,3,0,0,10,2,2,0,0.259,0.333,0.333,0.667,0.294,62.9,0.17
1977-10-18 || 장성호,15kDH,0.35,49,114,94,11,29,4,0,1,36,16,1,0,17,2,0,15,3,0,1,0.309,0.421,0.383,0.804,0.381,118.4,0.11
1984-06-14 || 나주환,15S2B,0.35,96,273,246,31,66,15,0,5,96,22,3,5,12,2,0,47,9,12,1,0.268,0.307,0.39,0.697,0.3,70.7,-0.73
1989-12-30 || 김태군,15NC,0.31,144,474,421,45,107,24,0,6,149,52,1,1,25,10,0,77,12,11,7,0.254,0.307,0.354,0.661,0.295,64.8,-1.5
1974-05-08 || 진갑용,15삼C,0.29,39,73,68,8,22,2,0,3,33,10,0,0,4,0,0,9,3,0,1,0.324,0.356,0.485,0.842,0.372,114.7,0.07
1980-06-15 || 이진영,15LRF,0.23,103,350,301,32,77,5,1,9,111,39,2,4,42,3,4,55,10,2,2,0.256,0.351,0.369,0.719,0.328,91.3,0.22
1984-01-21 || 박용근,15k3B,0.22,27,86,76,7,20,6,0,0,26,4,5,2,7,0,0,15,4,3,0,0.263,0.325,0.342,0.667,0.301,65.1,-0.5
1984-06-26 || 박정준,15N,0.22,19,24,21,2,8,2,0,0,10,2,0,0,0,3,0,5,0,0,0,0.381,0.458,0.476,0.935,0.435,158,-0.16
1980-07-02 || 모건,15한CF,0.21,10,42,33,2,9,2,0,0,11,5,1,1,4,4,0,8,1,0,1,0.273,0.405,0.333,0.738,0.359,102.4,0.15
1985-08-20 || 김용의,15LRF,0.21,71,199,171,30,43,5,1,0,50,15,11,6,22,3,1,38,3,3,0,0.251,0.347,0.292,0.639,0.304,69.8,-0.6
1981-03-22 || 조동화,15SCF,0.19,119,304,245,38,64,6,1,2,78,15,18,3,30,5,0,50,2,22,2,0.261,0.351,0.318,0.669,0.297,68.3,-0.8
1993-05-01 || 김성욱,15NLF,0.19,125,204,182,32,47,8,1,3,66,26,3,3,17,4,0,52,4,0,1,0.258,0.333,0.363,0.696,0.322,83.7,-0.59
1988-05-09 || 백창수,15L2B,0.18,25,36,31,4,10,4,0,0,14,0,0,0,3,0,0,3,0,2,0,0.323,0.382,0.452,0.834,0.358,108.8,0.02
1986-06-27 || 배영섭,15삼LF,0.16,4,18,16,2,6,0,0,0,6,2,1,0,2,0,0,4,2,0,0,0.375,0.444,0.375,0.819,0.393,130.8,0.09
1982-07-20 || 폭스,15한DH,0.16,38,121,108,16,30,4,0,7,55,25,0,0,8,3,1,27,9,0,2,0.278,0.339,0.509,0.848,0.364,105.8,-0.14
1985-08-07 || 조평호,15N,0.14,22,22,22,4,8,2,0,1,13,3,0,0,0,0,0,6,1,0,0,0.364,0.364,0.591,0.955,0.416,145.4,-0.03
1987-05-09 || 김기현,15S,0.14,9,9,7,0,3,0,0,0,3,0,0,0,2,0,0,3,0,0,0,0.429,0.556,0.429,0.984,0.475,190.2,-0.09
1988-01-02 || 백상원,15삼2B,0.13,52,94,77,10,19,5,0,0,24,7,0,0,13,1,0,22,2,2,1,0.247,0.359,0.312,0.67,0.316,77,-0.39
1994-02-25 || 하주석,15한SS,0.13,4,11,10,3,3,0,0,0,3,1,0,0,1,0,0,4,0,0,0,0.3,0.364,0.3,0.664,0.322,77.4,-0.03
1989-10-08 || 국해성,15두RF,0.11,11,26,20,6,4,1,0,1,8,5,0,0,2,1,0,5,2,1,2,0.2,0.28,0.4,0.68,0.281,63.9,-0.25
1981-08-21 || 이대수,15S3B,0.11,36,86,72,9,19,3,0,2,28,12,0,1,6,1,0,23,6,6,1,0.264,0.325,0.389,0.714,0.301,71.5,-0.46
1992-08-11 || 강경학,15한SS,0.11,120,376,311,50,80,7,4,2,101,27,4,3,40,5,1,58,3,18,3,0.257,0.348,0.325,0.673,0.304,66.4,-0.32
1991-10-22 || 김응민,15두,0.11,4,3,3,1,1,0,0,1,4,2,0,0,0,0,0,0,1,0,0,0.333,0.333,1.333,1.667,0.641,371.9,0
1983-09-17 || 허웅,15SC,0.11,18,19,17,2,5,1,0,0,6,3,0,0,2,0,0,3,0,0,0,0.294,0.368,0.353,0.721,0.341,98.5,-0.04
1984-03-21 || 서동욱,15넥2B,0.1,55,118,103,14,24,5,0,3,38,15,0,0,11,3,0,45,1,1,0,0.233,0.325,0.369,0.694,0.317,77.3,-0.36
1981-08-14 || 박기남,15K3B,0.1,51,93,69,8,14,3,0,0,17,3,1,1,21,0,0,19,3,3,0,0.203,0.389,0.246,0.635,0.317,77.4,-0.15
1990-06-07 || 김진형,15두3B,0.1,14,21,18,3,3,2,0,1,8,2,0,0,3,0,0,7,1,0,0,0.167,0.286,0.444,0.73,0.317,91.2,-0.01
1977-02-28 || 홍성흔,15두DH,0.09,93,352,301,39,79,12,0,7,112,46,8,1,42,5,1,59,13,4,0,0.262,0.362,0.372,0.734,0.338,97.7,0.79
1992-06-07 || 이현석,15SC,0.09,3,3,3,1,1,0,0,1,4,2,0,0,0,0,0,1,0,0,0,0.333,0.333,1.333,1.667,0.641,289.8,0
1994-02-12 || 김민준,15넥CF,0.08,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0.5,0.367,107.9,0
1990-10-23 || 강지광,15넥LF,0.08,13,21,18,3,5,0,0,0,5,2,0,0,2,1,0,9,0,0,0,0.278,0.381,0.278,0.659,0.329,87.9,0.28
1981-04-09 || 용덕한,15kNC,0.07,91,157,140,12,34,6,0,1,43,13,2,1,8,4,0,26,2,5,0,0.243,0.303,0.307,0.61,0.278,51.7,-0.61
1994-01-13 || 류지혁,15두SS,0.07,14,5,5,3,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0.2,0.2,0.2,0.4,0.187,-12.1,0
1992-02-24 || 오윤석,15롯2B,0.07,29,36,33,7,9,1,0,1,13,3,0,0,2,0,0,8,2,1,0,0.273,0.314,0.394,0.708,0.311,75.6,-0.14
1985-09-17 || 김다원,15KLF,0.06,108,274,245,31,60,9,0,5,84,30,1,0,15,12,0,67,8,0,2,0.245,0.318,0.343,0.66,0.307,70.4,-0.58
1981-11-02 || 이정식,15삼C,0.06,5,5,5,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0.4,0.4,0.4,0.8,0.374,118.7,-0.07
1991-09-06 || 이창열,15한,0.05,5,2,2,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0.5,0.5,1,1.5,0.636,286.4,0
1975-05-25 || 조인성,15한C,0.05,106,310,276,33,64,11,0,11,108,44,0,0,16,6,0,89,5,11,1,0.232,0.288,0.391,0.679,0.293,58.8,0.36
1990-02-17 || 허정협,15넥,0.05,4,6,6,1,2,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0.333,0.333,0.333,0.667,0.312,77.3,-0.04
1996-02-10 || 황대인,15K3B,0.05,22,44,44,3,12,2,0,2,20,7,0,0,0,0,0,18,3,0,0,0.273,0.273,0.455,0.727,0.315,74.1,-0.58
1992-03-08 || 문우람,15넥RF,0.05,63,138,119,22,28,10,0,2,44,22,1,1,12,3,1,30,1,1,3,0.235,0.314,0.37,0.684,0.306,69,-0.56
1988-04-16 || 김주현,15롯LF,0.03,47,79,73,7,19,4,0,2,29,12,1,0,5,0,0,19,3,1,0,0.26,0.308,0.397,0.705,0.313,76.5,0.04
1988-10-02 || 정진호,15두LF,0.03,77,172,154,37,36,5,3,4,59,18,6,3,14,1,0,24,0,3,0,0.234,0.302,0.383,0.685,0.304,74.6,0.21
1985-08-18 || 박노민,15한,0.03,23,26,24,1,8,0,0,0,8,4,0,0,2,0,0,11,0,0,0,0.333,0.385,0.333,0.718,0.344,91.6,-0.29
1982-03-30 || 윤요섭,15kDH,0.03,74,159,148,17,39,4,0,9,70,28,0,1,6,1,0,39,5,2,2,0.264,0.293,0.473,0.766,0.326,85.2,-0.6
1992-08-02 || 홍성갑,15넥,0.03,7,10,9,0,3,0,0,0,3,2,0,0,1,0,0,4,0,0,0,0.333,0.4,0.333,0.733,0.354,104.7,-0.09
1985-06-21 || 황목치승,15L2B,0.03,24,74,71,13,19,3,1,0,24,8,2,0,2,0,0,10,2,0,1,0.268,0.284,0.338,0.622,0.282,55,-0.5
1991-01-20 || 김준완,15NCF,0.03,30,54,44,12,10,0,0,0,10,2,2,1,10,0,0,10,1,0,0,0.227,0.37,0.227,0.598,0.309,74.2,-0.19
1990-09-07 || 윤중환,15SRF,0.02,15,28,25,1,6,0,0,1,9,4,0,1,3,0,0,6,0,0,0,0.24,0.321,0.36,0.681,0.314,78.6,0.07
1995-09-01 || 안중열,15k롯C,0.02,80,137,125,16,30,10,0,1,43,14,2,0,7,0,0,31,4,4,1,0.24,0.278,0.344,0.622,0.274,50,-0.62
1989-02-22 || 박찬도,15삼CF,0.02,117,106,89,32,19,2,1,0,23,9,13,6,8,4,0,25,1,5,0,0.213,0.307,0.258,0.565,0.264,43.8,-0.58
1987-01-19 || 홍명찬,15S,0.01,5,3,3,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.333,0.333,0.333,0.667,0.312,88.5,-0.09
1984-12-23 || 김연훈,15S2B,0.01,49,73,60,4,16,1,0,1,20,3,0,1,6,1,0,18,0,5,1,0.267,0.338,0.333,0.672,0.294,66.4,-0.48
1984-07-28 || 윤규진,15한P,0.01,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,-0.1
1992-03-11 || 윤영수,15삼3B,0.01,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,-0.02
1983-11-06 || 권혁,15한P,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,-0.16
1981-06-04 || 박기혁,15kSS,0,126,350,300,27,84,13,1,1,102,30,3,0,30,3,0,84,10,16,1,0.28,0.35,0.34,0.69,0.311,71.7,-1.06
1991-07-21 || 양원혁,15L,0,3,2,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,0.468,177.7,0
1992-03-17 || 최민구,15삼DH,0,6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,0,,,0,-132.4,0.36
1985-02-25 || 이시찬,15한2B,0,34,72,64,7,18,1,0,0,19,6,1,1,4,1,0,12,3,1,2,0.281,0.324,0.297,0.621,0.29,56.7,-0.39
1985-03-08 || 정대훈,15한P,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0
1984-03-11 || 노경은,15두P,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0
1990-02-16 || 강장산,15NP,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0
1993-01-03 || 한승혁,15KP,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0
1983-05-12 || 에반,15KP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0
