,YYYY,team,pos,name,birth,WAR,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,IBB,SO,DP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC+,WPA,salary,key,key_fnl,most_value_fnl,salary_log
1014,2018,TIGERS,3B,황재균,1987-07-28,3.4,142,588,530,76,157,41,3,25,279,88,14,7,49,4,1,120,5,2,3,0.296,0.358,0.526,0.885,0.376,115.5,1.96,120000,황재균1987-07-28,황재균1987-07-28,3B,11.695247021764184
1015,2018,LIONS,3B,이원석,1986-10-21,3.35,128,543,479,74,144,30,1,20,236,93,2,1,52,7,1,103,10,0,5,0.301,0.374,0.493,0.867,0.376,116.9,3.82,30000,이원석1986-10-21,이원석1986-10-21,3B,10.308952660644293
1016,2018,BEARS,2B,오재원,1985-02-09,3.29,132,521,473,78,148,24,1,15,219,81,15,6,41,2,0,119,13,3,2,0.313,0.369,0.463,0.832,0.364,114.0,4.07,55000,오재원1985-02-09,오재원1985-02-09,2B,10.915088464214607
1017,2018,LIONS,CF,박해민,1990-02-24,3.2,144,649,576,114,172,30,10,9,249,68,36,10,56,3,0,99,9,8,6,0.299,0.36,0.432,0.793,0.347,99.1,1.95,29000,박해민1990-02-24,박해민1990-02-24,CF,10.275051108968611
1018,2018,GIANTS,CF,민병헌,1987-03-10,3.05,118,494,443,74,141,21,0,17,213,66,8,3,35,8,3,68,10,2,6,0.318,0.374,0.481,0.855,0.37,113.1,1.13,100000,민병헌1987-03-10,민병헌1987-03-10,RF,11.512925464970229
1019,2018,TWINS,CF,이형종,1989-06-07,3.05,118,485,437,83,138,27,0,13,204,42,6,4,31,12,0,82,6,5,0,0.316,0.377,0.467,0.844,0.37,117.8,2.16,10500,이형종1989-06-07,이형종1989-06-07,LF,9.259130536145614
1020,2018,WYVERNS,CF,노수광,1990-08-06,3.03,135,588,515,93,161,21,8,8,222,53,25,4,48,13,0,86,3,9,3,0.313,0.383,0.431,0.815,0.36,107.9,3.46,13000,노수광1990-08-06,노수광1990-08-06,CF,9.472704636443673
1021,2018,DYNOS,2B,박민우,1993-02-06,2.93,115,460,411,68,133,22,5,5,180,33,17,5,32,10,3,51,4,3,4,0.324,0.383,0.438,0.821,0.363,112.9,0.96,32000,박민우1993-02-06,박민우1993-02-06,2B,10.373491181781864
1022,2018,BEARS,1B,오재일,1986-10-29,2.85,123,477,401,69,112,19,2,27,216,80,1,1,60,6,2,121,3,0,10,0.279,0.373,0.539,0.912,0.384,130.4,1.22,30000,오재일1986-10-29,오재일1986-10-29,1B,10.308952660644293
1023,2018,TWINS,SS,오지환,1990-03-12,2.83,144,617,533,93,148,26,2,11,211,71,10,5,59,7,3,146,6,12,6,0.278,0.354,0.396,0.75,0.329,89.4,2.62,29000,오지환1990-03-12,오지환1990-03-12,SS,10.275051108968611
1024,2018,TIGERS,1B,김주찬,1981-03-25,2.75,121,471,429,71,146,23,0,18,223,93,8,1,23,7,5,57,15,2,10,0.34,0.375,0.52,0.895,0.38,122.1,2.43,40000,김주찬1981-03-25,김주찬1981-03-25,1B,10.596634733096073
1025,2018,GIANTS,2B,번즈,1990-08-07,2.67,133,505,462,80,124,34,5,23,237,64,5,2,33,9,2,133,8,1,0,0.268,0.329,0.513,0.842,0.356,103.2,0.17,73000,번즈1990-08-07,번즈1990-08-07,2B,11.198214720130528
1026,2018,TIGERS,2B,박경수,1984-03-31,2.51,135,528,458,65,120,21,0,25,216,74,4,1,58,9,2,129,16,0,3,0.262,0.354,0.472,0.826,0.357,104.0,1.52,23000,박경수1984-03-31,박경수1984-03-31,2B,10.043249494911286
1027,2018,TWINS,LF,이천웅,1988-10-20,2.41,112,405,359,61,122,22,3,2,156,39,10,10,39,3,2,48,11,2,2,0.34,0.407,0.435,0.842,0.377,119.7,1.65,8000,이천웅1988-10-20,이천웅1988-10-20,CF,8.987196820661973
1028,2018,TIGERS,DH,나지완,1985-05-19,2.35,114,379,317,50,86,18,0,26,182,78,0,0,38,19,2,81,14,0,5,0.271,0.377,0.574,0.951,0.397,134.3,0.9,60000,나지완1985-05-19,나지완1985-05-19,DH,11.002099841204238
1029,2018,TIGERS,3B,이범호,1981-11-25,2.23,101,380,332,41,93,7,0,20,160,69,1,0,42,4,4,59,12,0,2,0.28,0.366,0.482,0.848,0.365,112.5,1.03,65000,이범호1981-11-25,이범호1981-11-25,3B,11.082142548877775
1030,2018,HEROS,CF,임병욱,1995-09-30,2.14,134,447,423,76,124,29,3,13,198,60,16,3,22,0,1,119,6,0,2,0.293,0.327,0.468,0.795,0.342,96.3,0.7,5000,임병욱1995-09-30,임병욱1995-09-30,CF,8.517193191416238
1031,2018,TIGERS,SS,김선빈,1989-12-18,2.1,127,492,424,73,125,17,2,4,158,49,4,1,48,9,1,42,10,6,5,0.295,0.375,0.373,0.747,0.339,94.5,1.23,28000,김선빈1989-12-18,김선빈1989-12-18,SS,10.239959789157341
1032,2018,LIONS,LF,김헌곤,1988-11-09,1.99,141,586,513,77,154,26,2,11,217,71,22,9,54,10,1,70,13,5,4,0.3,0.375,0.423,0.798,0.355,103.9,-0.57,8500,김헌곤1988-11-09,김헌곤1988-11-09,LF,9.047821442478408
1033,2018,LIONS,C,강민호,1985-08-18,1.97,129,477,427,46,115,14,0,22,195,71,0,0,29,14,5,96,11,0,7,0.269,0.331,0.457,0.788,0.337,90.2,-0.83,100000,강민호1985-08-18,강민호1985-08-18,C,11.512925464970229
1034,2018,GIANTS,DH,이병규,1983-10-09,1.91,103,257,198,31,54,11,1,10,97,39,0,0,50,7,1,58,5,0,2,0.273,0.432,0.49,0.922,0.406,137.0,2.36,9000,이병규1983-10-09,이병규1983-10-09,LF,9.104979856318357
1035,2018,EAGLES,DH,이성열,1984-07-13,1.87,131,528,485,76,143,21,1,34,268,102,9,7,35,5,3,143,9,1,2,0.295,0.347,0.553,0.9,0.377,114.2,3.15,25000,이성열1984-07-13,이성열1984-07-13,DH,10.126631103850338
1036,2018,GIANTS,SS,신본기,1989-03-21,1.87,139,479,425,55,125,28,1,11,188,71,1,5,33,11,2,95,12,5,5,0.294,0.357,0.442,0.799,0.347,98.4,0.62,9000,신본기1989-03-21,신본기1989-03-21,SS,9.104979856318357
1037,2018,EAGLES,CF,이용규,1985-08-26,1.84,134,575,491,82,144,14,1,1,163,36,30,11,59,12,0,62,8,8,5,0.293,0.379,0.332,0.711,0.331,88.6,-0.72,40000,이용규1985-08-26,이용규1985-08-26,CF,10.596634733096073
1038,2018,HEROS,3B,김민성,1988-12-17,1.75,128,465,413,46,117,24,0,10,171,45,1,0,40,6,3,80,6,1,5,0.283,0.351,0.414,0.765,0.338,93.4,-0.78,35000,김민성1988-12-17,김민성1988-12-17,3B,10.46310334047155
1039,2018,WYVERNS,CF,김강민,1982-09-13,1.71,80,267,235,40,70,14,0,14,126,46,10,6,22,5,0,57,1,5,0,0.298,0.37,0.536,0.906,0.381,119.1,-0.02,60000,김강민1982-09-13,김강민1982-09-13,CF,11.002099841204238
1040,2018,DYNOS,3B,노진혁,1989-07-15,1.7,125,458,420,52,119,21,4,11,181,42,4,3,33,2,0,92,8,1,2,0.283,0.337,0.431,0.768,0.337,95.1,0.72,4300,노진혁1989-07-15,노진혁1989-07-15,SS,8.366370301681654
1041,2018,EAGLES,2B,정근우,1982-10-02,1.64,102,425,375,63,114,24,1,11,173,57,6,5,39,7,1,43,12,1,3,0.304,0.377,0.461,0.839,0.369,111.8,2.9,70000,정근우1982-10-02,정근우1982-10-02,2B,11.156250521031495
1042,2018,EAGLES,3B,송광민,1983-06-24,1.58,113,460,434,63,129,24,0,18,207,79,4,4,18,4,0,93,13,0,4,0.297,0.328,0.477,0.805,0.346,96.4,1.16,24000,송광민1983-06-24,송광민1983-06-24,3B,10.085809109330082
1043,2018,LIONS,C,이지영,1986-02-27,1.58,90,203,178,31,61,10,0,2,77,19,0,0,15,4,1,27,3,6,0,0.343,0.406,0.433,0.839,0.368,113.5,0.4,21000,이지영1986-02-27,이지영1986-02-27,C,9.95227771670556
1044,2018,HEROS,2B,송성문,1996-08-29,1.55,78,238,211,35,66,19,0,7,106,45,2,4,24,0,0,49,2,2,1,0.313,0.381,0.502,0.884,0.382,122.2,1.34,3500,송성문1996-08-29,송성문1996-08-29,3B,8.160518247477505
1045,2018,DYNOS,1B,스크럭스,1987-09-23,1.41,142,571,501,75,129,35,0,26,242,97,3,2,55,12,2,144,14,0,3,0.257,0.343,0.483,0.826,0.355,103.4,2.57,80000,스크럭스1987-09-23,스크럭스1987-09-23,1B,11.289781913656018
1046,2018,TWINS,DH,박용택,1979-04-21,1.38,134,583,524,89,159,38,1,15,244,76,3,3,47,5,0,107,21,0,7,0.303,0.362,0.466,0.828,0.362,112.7,2.63,80000,박용택1979-04-21,박용택1979-04-21,DH,11.289781913656018
1047,2018,EAGLES,2B,강경학,1992-08-11,1.38,77,289,245,42,68,11,1,5,96,27,6,3,38,4,0,59,7,1,1,0.278,0.382,0.392,0.774,0.353,101.4,0.77,5800,강경학1992-08-11,강경학1992-08-11,2B,8.66561319653451
1048,2018,WYVERNS,2B,최항,1994-01-03,1.37,98,257,222,38,65,12,1,7,100,35,2,2,25,8,0,57,1,2,0,0.293,0.384,0.45,0.835,0.37,113.0,0.05,4200,최항1994-01-03,최항1994-01-03,2B,8.34283980427146
1049,2018,TWINS,3B,양석환,1991-07-15,1.37,140,519,483,53,127,27,0,22,220,82,2,2,24,6,0,81,9,1,5,0.263,0.303,0.455,0.759,0.324,89.6,0.37,16000,양석환1991-07-15,양석환1991-07-15,1B,9.680344001221918
1050,2018,TIGERS,RF,이명기,1987-12-26,1.35,120,502,447,88,135,28,6,4,187,42,12,5,40,3,3,64,5,11,1,0.302,0.363,0.418,0.781,0.34,95.0,0.16,25000,이명기1987-12-26,이명기1987-12-26,LF,10.126631103850338
1051,2018,HEROS,DH,이택근,1980-07-10,1.3,104,356,308,40,95,25,1,4,134,52,1,0,32,9,0,44,14,3,4,0.308,0.385,0.435,0.82,0.365,109.9,1.04,50000,이택근1980-07-10,이택근1980-07-10,CF,10.819778284410283
1052,2018,BEARS,C,박세혁,1990-01-09,1.26,89,194,170,37,48,12,0,3,69,22,5,0,16,4,0,55,0,3,1,0.282,0.356,0.406,0.762,0.337,95.0,-0.66,10000,박세혁1990-01-09,박세혁1990-01-09,C,9.210340371976184
1053,2018,BEARS,CF,정수빈,1990-10-07,1.06,26,112,98,20,36,2,1,2,46,23,5,2,11,1,0,13,1,0,2,0.367,0.429,0.469,0.898,0.402,136.7,0.89,28000,정수빈1990-10-07,정수빈1990-10-07,CF,10.239959789157341
1054,2018,DYNOS,CF,김성욱,1993-05-01,1.04,111,358,323,49,84,13,2,13,140,45,11,2,29,1,0,64,10,2,3,0.26,0.32,0.433,0.754,0.326,86.0,0.42,10500,김성욱1993-05-01,김성욱1993-05-01,CF,9.259130536145614
1055,2018,HEROS,2B,김혜성,1999-01-27,1.0,136,473,430,79,116,15,6,5,158,45,31,6,33,5,1,119,6,3,2,0.27,0.328,0.367,0.695,0.311,75.0,0.25,2900,김혜성1999-01-27,김혜성1999-01-27,2B,7.9724660159745655
1056,2018,WYVERNS,SS,나주환,1984-06-14,0.98,119,420,362,54,95,24,0,12,155,56,5,6,38,5,0,66,2,13,2,0.262,0.339,0.428,0.767,0.328,85.9,0.65,30000,나주환1984-06-14,나주환1984-06-14,SS,10.308952660644293
1057,2018,DYNOS,3B,모창민,1985-05-08,0.95,81,314,287,38,80,10,1,17,143,62,2,3,21,2,0,51,10,0,4,0.279,0.328,0.498,0.826,0.351,101.4,1.7,18500,모창민1985-05-08,모창민1985-05-08,3B,9.825526011066415
1058,2018,DYNOS,LF,권희동,1990-12-30,0.92,104,391,343,43,97,19,1,8,142,57,1,3,35,4,2,58,5,5,4,0.283,0.352,0.414,0.766,0.335,92.3,1.78,13000,권희동1990-12-30,권희동1990-12-30,LF,9.472704636443673
1059,2018,GIANTS,1B,정훈,1987-07-18,0.91,91,194,174,33,53,10,1,7,86,26,4,2,16,1,1,39,4,0,3,0.305,0.361,0.494,0.855,0.367,110.7,-0.31,10000,정훈1987-07-18,정훈1987-07-18,2B,9.210340371976184
1060,2018,DYNOS,DH,박석민,1985-06-22,0.91,103,375,318,40,81,14,1,16,145,55,1,0,39,15,4,80,11,0,3,0.255,0.36,0.456,0.816,0.354,103.4,1.51,75000,박석민1985-06-22,박석민1985-06-22,3B,11.225243392518447
1061,2018,GIANTS,1B,채태인,1982-10-11,0.9,130,420,376,44,110,18,0,15,173,75,0,0,34,5,3,107,10,1,4,0.293,0.356,0.46,0.816,0.353,101.8,1.62,20000,채태인1982-10-11,채태인1982-10-11,1B,9.903487552536127
1062,2018,TWINS,2B,정주현,1990-10-13,0.85,115,339,303,48,79,14,2,6,115,31,18,3,27,2,0,68,9,6,1,0.261,0.324,0.38,0.704,0.31,76.9,1.63,5000,정주현1990-10-13,정주현1990-10-13,2B,8.517193191416238
1063,2018,TIGERS,C,김민식,1989-06-28,0.84,125,365,310,53,76,9,3,6,109,37,5,2,39,3,0,63,8,11,2,0.245,0.333,0.352,0.685,0.304,71.1,-0.92,15000,김민식1989-06-28,김민식1989-06-28,C,9.615805480084347
1064,2018,TIGERS,C,장성우,1990-01-17,0.79,127,393,356,41,92,13,0,13,144,48,1,1,32,2,0,82,8,1,2,0.258,0.321,0.404,0.726,0.32,79.1,-1.09,7300,장성우1990-01-17,장성우1990-01-17,C,8.895629627136483
1065,2018,HEROS,LF,김규민,1993-01-26,0.79,104,336,298,47,88,9,2,3,110,40,8,4,27,6,0,89,3,1,4,0.295,0.361,0.369,0.73,0.333,90.1,1.73,2900,김규민1993-01-26,김규민1993-01-26,LF,7.9724660159745655
1066,2018,EAGLES,C,최재훈,1989-08-27,0.77,128,341,298,36,78,17,0,1,98,27,8,0,20,15,0,61,8,6,2,0.262,0.337,0.329,0.666,0.305,71.1,-0.34,8000,최재훈1989-08-27,최재훈1989-08-27,C,8.987196820661973
1067,2018,WYVERNS,2B,김성현,1987-03-09,0.77,135,462,415,51,115,19,1,4,148,55,6,2,29,9,0,42,19,6,3,0.277,0.336,0.357,0.692,0.312,75.6,-0.24,25000,김성현1987-03-09,김성현1987-03-09,2B,10.126631103850338
1068,2018,TIGERS,1B,윤석민,1985-09-04,0.74,132,509,460,58,127,22,0,19,206,60,4,1,40,4,2,69,17,2,3,0.276,0.337,0.448,0.785,0.34,92.2,0.31,31000,윤석민1985-09-04,윤석민1985-09-04,3B,10.341742483467284
1069,2018,TIGERS,1B,정성훈,1980-06-27,0.7,88,205,183,22,54,11,0,4,77,28,0,1,16,5,1,49,5,0,1,0.295,0.366,0.421,0.787,0.351,102.7,-0.32,30000,정성훈1980-06-27,정성훈1980-06-27,3B,10.308952660644293
1070,2018,BEARS,SS,류지혁,1994-01-13,0.67,128,280,228,52,61,7,0,1,71,29,7,2,29,10,0,43,3,11,2,0.268,0.372,0.311,0.683,0.314,77.7,1.15,9500,류지혁1994-01-13,류지혁1994-01-13,SS,9.159047077588632
1071,2018,HEROS,DH,서건창,1989-08-22,0.66,37,160,141,28,48,12,0,0,60,15,2,0,12,3,0,19,1,2,2,0.34,0.399,0.426,0.824,0.369,112.0,1.21,38000,서건창1989-08-22,서건창1989-08-22,2B,10.545341438708522
1072,2018,EAGLES,C,지성준,1994-04-10,0.61,99,224,207,22,57,7,0,7,85,29,1,0,12,2,0,55,6,2,1,0.275,0.32,0.411,0.73,0.319,78.7,2.43,2800,지성준1994-04-10,지성준1994-04-10,C,7.937374696163295
1073,2018,LIONS,DH,박한이,1979-01-28,0.59,114,392,342,47,97,16,0,10,143,43,5,3,43,0,2,91,9,6,1,0.284,0.363,0.418,0.781,0.342,95.6,0.35,25000,박한이1979-01-28,박한이1979-01-28,RF,10.126631103850338
1074,2018,TIGERS,LF,유재신,1987-11-21,0.57,46,40,33,19,14,3,1,1,22,8,4,0,7,0,0,10,0,0,0,0.424,0.525,0.667,1.192,0.512,208.2,0.38,6500,유재신1987-11-21,유재신1987-11-21,CF,8.779557455883728
1075,2018,WYVERNS,SS,박승욱,1992-12-04,0.53,51,79,65,11,20,3,0,0,23,9,4,1,10,2,0,16,1,2,0,0.308,0.416,0.354,0.769,0.356,105.0,0.05,4500,박승욱1992-12-04,박승욱1992-12-04,SS,8.411832675758411
1076,2018,GIANTS,C,안중열,1995-09-01,0.49,60,176,154,19,38,11,0,4,61,18,0,0,12,3,0,56,4,7,0,0.247,0.314,0.396,0.71,0.302,68.4,-0.41,2800,안중열1995-09-01,안중열1995-09-01,C,7.937374696163295
1077,2018,GIANTS,SS,문규현,1983-07-05,0.48,122,349,316,42,87,19,1,6,126,41,3,1,18,0,0,45,9,9,6,0.275,0.309,0.399,0.708,0.302,68.4,-1.41,18000,문규현1983-07-05,문규현1983-07-05,SS,9.798127036878302
1078,2018,TIGERS,DH,이진영,1980-06-15,0.48,110,312,283,40,90,17,1,3,118,39,2,1,25,0,1,35,3,1,3,0.318,0.37,0.417,0.787,0.351,98.4,1.46,40000,이진영1980-06-15,이진영1980-06-15,RF,10.596634733096073
1079,2018,BEARS,RF,정진호,1988-10-02,0.47,111,299,269,53,81,12,1,2,101,37,8,1,19,1,0,44,8,9,1,0.301,0.348,0.375,0.724,0.319,81.3,-0.84,8500,정진호1988-10-02,정진호1988-10-02,LF,9.047821442478408
1080,2018,EAGLES,DH,김태균,1982-05-29,0.47,73,271,254,25,80,11,0,10,121,34,0,1,13,4,1,56,7,0,0,0.315,0.358,0.476,0.834,0.364,108.2,1.53,160000,김태균1982-05-29,김태균1982-05-29,1B,11.982929094215963
1081,2018,DYNOS,LF,이원재,1989-05-20,0.47,77,150,138,12,42,10,0,5,67,19,0,2,10,0,0,33,3,0,2,0.304,0.347,0.486,0.832,0.359,107.4,-0.17,2700,이원재1989-05-20,이원재1989-05-20,1B,7.90100705199242
1082,2018,LIONS,SS,김상수,1990-03-23,0.44,122,499,453,63,119,13,1,10,164,50,12,9,27,8,0,91,11,8,3,0.263,0.314,0.362,0.676,0.299,67.1,-1.49,24000,김상수1990-03-23,김상수1990-03-23,SS,10.085809109330082
1083,2018,HEROS,C,박동원,1990-04-07,0.39,39,128,117,19,29,3,0,6,50,17,0,0,9,0,1,25,3,2,0,0.248,0.302,0.427,0.729,0.308,75.6,-0.29,18000,박동원1990-04-07,박동원1990-04-07,C,9.798127036878302
1084,2018,EAGLES,3B,김회성,1985-12-04,0.34,58,102,85,15,22,5,0,4,39,17,1,0,11,3,0,26,3,3,0,0.259,0.364,0.459,0.823,0.351,98.8,0.25,5800,김회성1985-12-04,김회성1985-12-04,3B,8.66561319653451
1085,2018,TIGERS,C,한승택,1994-06-21,0.33,61,101,89,10,22,6,0,3,37,15,0,0,7,2,0,24,4,3,0,0.247,0.316,0.416,0.732,0.313,77.5,-0.7,7500,한승택1994-06-21,한승택1994-06-21,C,8.922658299524402
1086,2018,WYVERNS,LF,김재현,1987-11-07,0.33,53,77,65,19,18,1,1,1,24,5,7,1,9,3,0,17,0,0,0,0.277,0.39,0.369,0.759,0.353,102.6,0.68,5100,김재현1987-11-07,김재현1987-11-07,LF,8.536995818712418
1087,2018,TWINS,DH,서상우,1989-09-17,0.32,51,84,69,10,20,0,0,2,26,14,0,1,12,1,0,18,1,0,2,0.29,0.393,0.377,0.77,0.354,106.5,-0.01,3500,서상우1989-09-17,서상우1989-09-17,DH,8.160518247477505
1088,2018,GIANTS,CF,나경민,1991-12-12,0.3,87,71,57,23,15,2,0,0,17,1,12,4,10,3,0,21,0,1,0,0.263,0.4,0.298,0.698,0.337,92.2,-0.22,5800,나경민1991-12-12,나경민1991-12-12,CF,8.66561319653451
1089,2018,TIGERS,SS,최원준,1997-03-23,0.28,101,331,302,46,82,14,1,4,110,32,10,4,20,4,0,58,4,4,1,0.272,0.324,0.364,0.688,0.308,73.7,1.02,7500,최원준1997-03-23,최원준1997-03-23,3B,8.922658299524402
1090,2018,TIGERS,DH,유민상,1989-04-13,0.26,31,58,48,9,13,2,1,3,26,14,0,0,8,0,0,14,3,0,2,0.271,0.362,0.542,0.904,0.376,119.5,-0.11,4500,유민상1989-04-13,유민상1989-04-13,1B,8.411832675758411
1091,2018,EAGLES,SS,하주석,1994-02-25,0.26,141,517,484,67,123,20,3,9,176,52,14,12,28,4,0,130,7,1,0,0.254,0.3,0.364,0.664,0.296,64.3,-1.46,12000,하주석1994-02-25,하주석1994-02-25,SS,9.392661928770137
1092,2018,WYVERNS,DH,정의윤,1986-07-25,0.26,73,239,217,27,59,9,0,11,101,38,1,1,19,2,1,29,8,0,1,0.272,0.335,0.465,0.8,0.345,94.9,0.14,30000,정의윤1986-07-25,정의윤1986-07-25,LF,10.308952660644293
1093,2018,TIGERS,RF,박준태,1991-07-26,0.21,85,150,123,32,28,5,1,5,50,24,0,2,13,9,0,37,1,5,0,0.228,0.345,0.407,0.751,0.326,86.1,0.15,3800,박준태1991-07-26,박준태1991-07-26,RF,8.242756345714477
1094,2018,LIONS,1B,최영진,1988-05-10,0.19,61,140,126,13,37,7,0,4,56,18,2,4,10,0,0,30,6,2,2,0.294,0.341,0.444,0.785,0.338,92.3,-0.61,3300,최영진1988-05-10,최영진1988-05-10,3B,8.101677747454572
1095,2018,DYNOS,3B,김태진,1995-10-07,0.18,20,35,31,5,11,0,0,1,14,3,1,2,3,0,0,5,0,1,0,0.355,0.412,0.452,0.863,0.378,121.2,-0.02,3000,김태진1995-10-07,김태진1995-10-07,3B,8.006367567650246
1096,2018,LIONS,2B,백상원,1988-01-02,0.17,4,8,6,1,3,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0.5,0.625,0.5,1.125,0.526,219.5,0.18,9000,백상원1988-01-02,백상원1988-01-02,2B,9.104979856318357
1097,2018,HEROS,1B,장영석,1990-05-14,0.16,93,221,196,24,44,15,0,7,80,25,1,0,23,2,0,61,2,0,0,0.224,0.312,0.408,0.72,0.317,79.8,-0.6,6000,장영석1990-05-14,장영석1990-05-14,3B,8.699514748210191
1098,2018,BEARS,RF,국해성,1989-10-08,0.15,14,28,24,4,8,3,0,0,11,1,1,0,3,1,0,5,1,0,0,0.333,0.429,0.458,0.887,0.402,136.6,-0.01,5000,국해성1989-10-08,국해성1989-10-08,RF,8.517193191416238
1099,2018,TIGERS,C,백용환,1989-03-20,0.14,34,57,47,7,13,1,0,0,14,4,0,1,9,0,0,15,3,1,0,0.277,0.393,0.298,0.691,0.33,88.3,0.19,5300,백용환1989-03-20,백용환1989-03-20,C,8.575462099540212
1100,2018,BEARS,CF,조수행,1993-08-30,0.12,119,198,183,35,51,6,4,1,68,17,9,0,9,0,0,33,4,5,1,0.279,0.311,0.372,0.683,0.297,65.4,-0.02,4500,조수행1993-08-30,조수행1993-08-30,LF,8.411832675758411
1101,2018,BEARS,RF,김인태,1994-07-03,0.11,46,109,95,16,25,7,0,1,35,10,0,0,12,0,0,26,0,1,1,0.263,0.343,0.368,0.711,0.32,83.0,0.65,3200,김인태1994-07-03,김인태1994-07-03,RF,8.070906088787819
1102,2018,WYVERNS,C,허도환,1984-07-31,0.11,23,24,22,4,6,0,0,1,9,1,0,0,1,1,0,8,1,0,0,0.273,0.333,0.409,0.742,0.331,83.6,0.08,6800,허도환1984-07-31,허도환1984-07-31,C,8.824677891164198
1103,2018,TIGERS,2B,홍재호,1987-05-10,0.1,56,87,76,16,20,6,0,1,29,9,0,0,8,0,0,12,2,3,0,0.263,0.333,0.382,0.715,0.311,76.5,-0.57,3500,홍재호1987-05-10,홍재호1987-05-10,2B,8.160518247477505
1104,2018,DYNOS,CF,박헌욱,1993-04-11,0.1,10,23,22,1,6,2,0,1,11,3,1,0,1,0,0,5,1,0,0,0.273,0.304,0.5,0.804,0.34,94.2,-0.1,2700,박헌욱1993-04-11,박헌욱1993-04-11,CF,7.90100705199242
1105,2018,DYNOS,DH,최준석,1983-02-15,0.09,93,179,153,7,39,3,0,4,54,24,0,0,24,0,0,41,6,0,2,0.255,0.352,0.353,0.705,0.324,84.5,-0.11,40000,최준석1983-02-15,최준석1983-02-15,DH,10.596634733096073
1106,2018,TWINS,2B,양원혁,1991-07-21,0.09,7,6,5,3,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0.4,0.5,0.4,0.9,0.428,151.8,-0.02,2900,양원혁1991-07-21,양원혁1991-07-21,2B,7.9724660159745655
1107,2018,BEARS,RF,백동훈,1990-09-16,0.06,23,34,27,7,6,2,0,1,11,4,0,0,5,1,0,11,1,0,1,0.222,0.353,0.407,0.76,0.338,97.2,-0.07,3000,백동훈1990-09-16,백동훈1990-09-16,RF,8.006367567650246
1108,2018,GIANTS,RF,허일,1992-11-20,0.06,9,15,14,1,5,0,0,0,5,0,0,0,1,0,0,2,0,0,0,0.357,0.4,0.357,0.757,0.355,103.6,-0.2,2700,허일1992-11-20,허일1992-11-20,RF,7.90100705199242
1109,2018,BEARS,2B,양종민,1990-10-09,0.04,21,15,14,5,4,0,1,0,6,1,0,0,1,0,0,5,1,0,0,0.286,0.333,0.429,0.762,0.334,86.9,-0.05,2900,양종민1990-10-09,양종민1990-10-09,SS,7.9724660159745655
1110,2018,WYVERNS,DH,최승준,1988-01-11,0.03,27,79,72,5,18,3,0,4,33,11,0,0,6,1,0,25,3,0,0,0.25,0.317,0.458,0.775,0.334,87.4,0.6,5600,최승준1988-01-11,최승준1988-01-11,1B,8.630521876723241
1111,2018,DYNOS,3B,도태훈,1993-03-18,0.03,26,42,35,5,8,0,0,1,11,5,0,0,5,2,0,5,0,0,0,0.229,0.357,0.314,0.671,0.32,80.8,0.05,3000,도태훈1993-03-18,도태훈1993-03-18,3B,8.006367567650246
1112,2018,HEROS,C,김종덕,1993-05-12,0.03,3,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,0.46,174.6,0.0,2700,김종덕1993-05-12,김종덕1993-05-12,C,7.90100705199242
1113,2018,LIONS,1B,최원제,1989-02-04,0.03,8,13,11,1,3,0,0,0,3,0,0,0,1,1,0,5,0,0,0,0.273,0.385,0.273,0.657,0.326,87.8,-0.06,3300,최원제1989-02-04,최원제1989-02-04,1B,8.101677747454572
1114,2018,LIONS,2B,김성훈,1993-10-27,0.02,110,212,185,24,45,9,3,0,60,24,12,6,16,6,0,23,2,3,2,0.243,0.321,0.324,0.645,0.294,64.3,0.12,4700,김성훈1993-10-27,김성훈1993-10-27,2B,8.45531778769815
1115,2018,DYNOS,SS,김찬형,1997-12-29,0.01,63,160,142,24,33,5,0,1,41,9,4,1,8,8,0,28,1,1,1,0.232,0.308,0.289,0.597,0.28,55.5,-0.52,2700,김찬형1997-12-29,김찬형1997-12-29,SS,7.90100705199242
1116,2018,LIONS,SS,김재현,1991-08-30,0.01,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,40.156000000000006,0.0,4500,김재현1991-08-30,김재현1991-08-30,SS,8.411832675758411
1117,2018,TIGERS,CF,이대형,1983-07-19,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,73.8047619047619,0.0,20000,이대형1983-07-19,이대형1983-07-19,CF,9.903487552536127
1118,2018,EAGLES,SS,최윤석,1987-03-28,0.0,2,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.21411538461538462,1.0,0.28634615384615386,0.5532307692307692,0.726,40.156000000000006,0.03,4800,최윤석1987-03-28,최윤석1987-03-28,SS,8.476371196895983
