,YYYY,team,pos,name,birth,WAR,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,IBB,SO,DP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC+,WPA,salary,key,key_fnl,most_value_fnl,salary_log
440,2021,TIGERS,CF,박정우,1998-02-01,-0.09,32,61,48,3,9,1,0,0,10,4,0,2,10,2,0,8,2,1,0,0.188,0.35,0.208,0.558,0.294,67.6,-0.24,2800,박정우1998-02-01,박정우1998-02-01,CF,7.937374696163295
441,2021,TIGERS,2B,강민국,1992-01-10,-0.1,18,50,45,2,11,2,0,0,13,4,0,0,3,0,0,6,1,2,0,0.244,0.292,0.289,0.581,0.27,50.6,-0.17,4000,강민국1992-01-10,강민국1992-01-10,SS,8.294049640102028
442,2021,DYNOS,LF,이재율,1993-05-02,-0.11,23,17,15,5,3,2,0,0,5,1,1,1,0,2,0,3,1,0,0,0.2,0.294,0.333,0.628,0.303,76.4,-0.25,3100,이재율1993-05-02,이재율1993-05-02,LF,8.039157390473237
443,2021,BEARS,RF,국해성,1989-10-08,-0.12,4,8,8,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.125,0.125,0.125,0.25,0.12,-47.3,-0.11,5000,국해성1989-10-08,국해성1989-10-08,RF,8.517193191416238
444,2021,WYVERNS,LF,고종욱,1989-01-11,-0.12,88,199,180,25,48,5,0,2,59,18,2,3,16,0,0,30,6,1,2,0.267,0.323,0.328,0.651,0.311,80.0,0.0,17000,고종욱1989-01-11,고종욱1989-01-11,LF,9.740968623038354
445,2021,DYNOS,3B,최보성,1998-10-16,-0.13,10,14,12,0,3,0,0,0,3,1,0,1,0,1,0,5,0,1,0,0.25,0.308,0.25,0.558,0.26,48.3,0.22,3000,최보성1998-10-16,최보성1998-10-16,3B,8.006367567650246
446,2021,WYVERNS,LF,정의윤,1986-07-25,-0.13,62,178,165,21,38,2,0,7,61,24,0,0,11,0,1,37,5,0,2,0.23,0.275,0.37,0.645,0.295,67.3,-0.04,30000,정의윤1986-07-25,정의윤1986-07-25,LF,10.308952660644293
447,2021,TWINS,LF,문성주,1997-02-20,-0.13,31,89,79,11,18,1,0,1,22,10,1,1,7,2,0,15,1,0,1,0.228,0.303,0.278,0.582,0.286,65.3,-0.68,3100,문성주1997-02-20,문성주1997-02-20,DH,8.039157390473237
448,2021,WYVERNS,DH,고명준,2002-07-08,-0.14,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0.0,0.0,0.0,0.0,0.0,-126.4,-0.23,3000,고명준2002-07-08,고명준2002-07-08,DH,8.006367567650246
449,2021,LIONS,1B,김호재,1995-05-31,-0.14,87,90,75,9,17,2,0,0,19,7,0,0,9,2,0,14,0,3,1,0.227,0.322,0.253,0.575,0.28,60.2,-0.15,4000,김호재1995-05-31,김호재1995-05-31,2B,8.294049640102028
450,2021,DYNOS,1B,모창민,1985-05-08,-0.15,3,6,5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0.0,0.167,0.0,0.167,0.123,-46.3,-0.15,30000,모창민1985-05-08,모창민1985-05-08,3B,10.308952660644293
451,2021,DYNOS,CF,최승민,1996-07-01,-0.15,48,34,31,8,7,1,0,0,8,1,4,3,1,0,0,7,0,2,0,0.226,0.25,0.258,0.508,0.23,27.3,-0.18,3000,최승민1996-07-01,최승민1996-07-01,CF,8.006367567650246
452,2021,WYVERNS,LF,정진기,1992-10-10,-0.16,88,206,193,27,43,8,0,6,69,21,6,3,10,1,0,39,2,2,0,0.223,0.265,0.358,0.622,0.286,62.1,-0.26,4600,정진기1992-10-10,정진기1992-10-10,RF,8.433811582477187
453,2021,EAGLES,C,허관회,1999-02-12,-0.16,28,79,63,4,12,0,0,0,12,2,0,0,13,1,0,22,1,0,2,0.19,0.329,0.19,0.52,0.277,58.2,-0.57,2700,허관회1999-02-12,허관회1999-02-12,DH,7.90100705199242
454,2021,EAGLES,3B,정민규,2003-01-10,-0.16,6,17,16,1,2,1,0,0,3,0,0,0,1,0,0,6,1,0,0,0.125,0.177,0.188,0.364,0.178,-7.8,-0.21,3000,정민규2003-01-10,정민규2003-01-10,1B,8.006367567650246
455,2021,EAGLES,SS,송호정,2002-03-10,-0.17,10,11,10,1,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0.0,0.091,0.0,0.091,0.067,-82.3,-0.16,3000,송호정2002-03-10,송호정2002-03-10,SS,8.006367567650246
456,2021,GIANTS,CF,강로한,1992-05-13,-0.17,21,35,33,7,4,0,0,2,10,4,0,0,2,0,0,18,0,0,0,0.121,0.171,0.303,0.475,0.215,15.3,0.06,5300,강로한1992-05-13,강로한1992-05-13,CF,8.575462099540212
457,2021,HEROS,LF,박정음,1989-04-15,-0.17,69,17,13,19,0,0,0,0,0,1,4,2,2,1,0,3,1,0,1,0.0,0.177,0.0,0.177,0.132,-38.8,-0.24,5500,박정음1989-04-15,박정음1989-04-15,LF,8.612503371220562
458,2021,GIANTS,CF,민병헌,1987-03-10,-0.18,14,49,42,5,8,3,0,0,11,2,0,1,6,0,0,11,2,1,0,0.19,0.292,0.262,0.554,0.269,50.2,-0.2,50000,민병헌1987-03-10,민병헌1987-03-10,RF,10.819778284410283
459,2021,TWINS,1B,이주형,2001-04-02,-0.18,13,19,16,3,2,0,0,0,2,0,2,1,1,1,0,7,0,1,0,0.125,0.222,0.125,0.347,0.18,-6.5,-0.5,3000,이주형2001-04-02,이주형2001-04-02,1B,8.006367567650246
460,2021,TIGERS,CF,이창진,1991-03-04,-0.19,105,293,249,35,52,8,1,3,71,33,5,0,36,1,0,54,10,4,3,0.209,0.308,0.285,0.593,0.287,63.8,-1.06,8500,이창진1991-03-04,이창진1991-03-04,CF,9.047821442478408
461,2021,GIANTS,2B,이주찬,1998-09-21,-0.2,3,8,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0.0,0.0,0.0,0.0,0.0,-126.4,-0.09,2700,이주찬1998-09-21,이주찬1998-09-21,2B,7.90100705199242
462,2021,GIANTS,C,강태율,1996-11-01,-0.2,19,31,26,1,2,1,0,1,6,5,0,1,4,0,0,10,1,0,1,0.077,0.194,0.231,0.424,0.204,7.9,-0.52,2700,강태율1996-11-01,강태율1996-11-01,C,7.90100705199242
463,2021,LIONS,CF,김성윤,1999-02-02,-0.21,30,19,18,7,3,0,0,0,3,2,0,1,0,0,0,5,0,0,1,0.167,0.158,0.167,0.325,0.151,-25.2,-0.38,2900,김성윤1999-02-02,김성윤1999-02-02,CF,7.9724660159745655
464,2021,GIANTS,1B,나승엽,2002-02-15,-0.21,60,128,113,16,23,2,0,2,31,10,1,0,14,0,0,33,1,0,1,0.204,0.289,0.274,0.563,0.276,55.7,-0.56,3000,나승엽2002-02-15,나승엽2002-02-15,1B,8.006367567650246
465,2021,EAGLES,CF,강상원,1997-05-05,-0.21,35,49,37,7,4,0,0,0,4,2,3,0,9,1,0,11,0,2,0,0.108,0.298,0.108,0.406,0.229,26.0,-0.23,3000,강상원1997-05-05,강상원1997-05-05,CF,8.006367567650246
466,2021,EAGLES,2B,강경학,1992-08-11,-0.21,26,39,33,3,5,0,0,0,5,1,1,0,5,1,0,13,0,0,0,0.152,0.282,0.152,0.434,0.237,31.3,-0.4,7800,강경학1992-08-11,강경학1992-08-11,2B,8.961879012677683
467,2021,TIGERS,SS,박민,2001-06-05,-0.22,18,38,35,3,6,1,0,0,7,3,0,1,2,1,0,10,1,0,0,0.171,0.237,0.2,0.437,0.22,18.8,-0.41,2700,박민2001-06-05,박민2001-06-05,SS,7.90100705199242
468,2021,TIGERS,RF,김태훈,1996-03-31,-0.22,44,91,87,6,20,4,1,1,29,6,1,0,2,1,0,19,1,1,0,0.23,0.256,0.333,0.589,0.271,52.0,0.21,2900,김태훈1996-03-31,김태훈1996-03-31,DH,7.9724660159745655
469,2021,TWINS,C,이성우,1981-09-01,-0.23,36,39,33,0,7,0,0,0,7,2,0,0,1,0,0,8,1,5,0,0.212,0.235,0.212,0.447,0.191,-0.1,-0.29,8000,이성우1981-09-01,이성우1981-09-01,C,8.987196820661973
470,2021,TWINS,1B,김호은,1992-01-03,-0.23,7,9,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,-126.4,-0.27,2700,김호은1992-01-03,김호은1992-01-03,1B,7.90100705199242
471,2021,TWINS,C,김재성,1996-10-30,-0.23,58,73,65,6,9,2,1,1,16,3,1,0,5,1,0,13,2,1,1,0.138,0.208,0.246,0.455,0.214,18.1,-0.74,3100,김재성1996-10-30,김재성1996-10-30,C,8.039157390473237
472,2021,TIGERS,2B,최정용,1996-10-24,-0.23,53,65,52,7,10,1,0,0,11,2,2,0,9,0,0,16,1,3,1,0.192,0.307,0.212,0.518,0.255,42.0,-0.66,3600,최정용1996-10-24,최정용1996-10-24,2B,8.1886891244442
473,2021,TIGERS,LF,나지완,1985-05-19,-0.24,31,102,81,3,13,1,0,0,14,7,0,0,14,6,0,29,3,0,1,0.16,0.324,0.173,0.496,0.272,53.2,-0.12,60000,나지완1985-05-19,나지완1985-05-19,DH,11.002099841204238
474,2021,EAGLES,DH,이성열,1984-07-13,-0.27,46,140,119,15,25,8,0,2,39,20,1,0,18,1,0,36,2,0,2,0.21,0.314,0.328,0.642,0.308,79.0,0.32,40000,이성열1984-07-13,이성열1984-07-13,DH,10.596634733096073
475,2021,LIONS,C,김도환,2000-04-14,-0.28,25,46,41,1,6,2,0,0,8,1,0,1,2,2,0,20,0,1,0,0.146,0.222,0.195,0.417,0.206,11.9,-0.32,5200,김도환2000-04-14,김도환2000-04-14,C,8.556413904569519
476,2021,TWINS,SS,구본혁,1997-01-11,-0.28,123,45,38,10,5,2,0,0,7,3,0,0,3,1,0,7,0,1,2,0.132,0.205,0.184,0.389,0.189,0.9,-0.19,4000,구본혁1997-01-11,구본혁1997-01-11,SS,8.294049640102028
477,2021,LIONS,LF,김동엽,1990-07-24,-0.28,69,203,185,20,44,9,0,4,65,24,2,1,10,4,0,42,2,0,4,0.238,0.286,0.351,0.637,0.297,70.2,-0.53,13500,김동엽1990-07-24,김동엽1990-07-24,DH,9.51044496442652
478,2021,TIGERS,SS,김규성,1997-03-08,-0.28,54,41,36,8,5,1,0,0,6,2,0,1,5,0,0,17,0,0,0,0.139,0.244,0.167,0.411,0.216,15.5,-0.5,2900,김규성1997-03-08,김규성1997-03-08,2B,7.9724660159745655
479,2021,TIGERS,LF,오선우,1996-12-13,-0.29,9,16,15,1,1,0,0,0,1,0,0,0,1,0,0,9,0,0,0,0.067,0.125,0.067,0.192,0.106,-57.0,-0.32,3000,오선우1996-12-13,오선우1996-12-13,LF,8.006367567650246
480,2021,EAGLES,RF,장운호,1994-02-20,-0.3,102,338,285,36,67,10,0,0,77,28,3,6,36,7,0,77,7,7,3,0.235,0.332,0.27,0.603,0.295,71.0,-1.65,3800,장운호1994-02-20,장운호1994-02-20,RF,8.242756345714477
481,2021,EAGLES,RF,장지승,1998-07-04,-0.3,24,72,61,7,11,1,0,1,15,5,2,0,7,1,0,24,4,2,1,0.18,0.271,0.246,0.517,0.249,40.1,-0.7,3000,장지승1998-07-04,장지승1998-07-04,RF,8.006367567650246
482,2021,TIGERS,LF,홍현빈,1997-08-29,-0.32,43,12,11,8,2,0,0,0,2,0,0,1,0,0,0,8,0,1,0,0.182,0.182,0.182,0.364,0.16,-24.0,0.13,2900,홍현빈1997-08-29,홍현빈1997-08-29,LF,7.9724660159745655
483,2021,TIGERS,C,백용환,1989-03-20,-0.34,39,102,86,10,12,1,0,4,25,4,0,0,11,3,0,26,4,2,0,0.14,0.26,0.291,0.551,0.262,47.7,0.42,4000,백용환1989-03-20,백용환1989-03-20,C,8.294049640102028
484,2021,TIGERS,LF,이우성,1994-07-17,-0.34,65,100,85,12,17,5,0,0,22,4,2,1,13,0,0,17,2,1,1,0.2,0.303,0.259,0.562,0.277,56.7,-0.38,4000,이우성1994-07-17,이우성1994-07-17,LF,8.294049640102028
485,2021,DYNOS,LF,김기환,1995-08-25,-0.35,62,149,140,19,29,7,2,3,49,13,15,4,8,0,0,45,1,1,0,0.207,0.25,0.35,0.6,0.275,55.2,-0.39,2700,김기환1995-08-25,김기환1995-08-25,CF,7.90100705199242
486,2021,DYNOS,1B,이원재,1989-05-20,-0.36,31,69,65,3,15,2,0,0,17,7,1,0,1,1,0,11,1,1,1,0.231,0.25,0.262,0.512,0.241,34.8,-0.56,6600,이원재1989-05-20,이원재1989-05-20,1B,8.794824928014517
487,2021,GIANTS,LF,최민재,1994-01-08,-0.37,21,27,25,2,2,1,0,0,3,2,2,0,2,0,0,8,1,0,0,0.08,0.148,0.12,0.268,0.139,-35.2,-0.47,2800,최민재1994-01-08,최민재1994-01-08,LF,7.937374696163295
488,2021,HEROS,LF,허정협,1990-02-17,-0.37,28,51,45,4,7,0,0,0,7,2,0,0,6,0,0,10,1,0,0,0.156,0.255,0.156,0.411,0.218,19.0,0.11,4500,허정협1990-02-17,허정협1990-02-17,LF,8.411832675758411
489,2021,EAGLES,CF,이동훈,1996-07-24,-0.37,33,62,53,8,10,1,0,0,11,2,2,2,3,2,0,12,2,4,0,0.189,0.259,0.208,0.466,0.221,21.5,-0.51,3300,이동훈1996-07-24,이동훈1996-07-24,CF,8.101677747454572
490,2021,EAGLES,RF,김지수,1996-10-29,-0.38,11,25,24,0,2,1,0,0,3,0,0,0,1,0,0,14,0,0,0,0.083,0.12,0.125,0.245,0.121,-45.5,-0.3,3100,김지수1996-10-29,김지수1996-10-29,RF,8.039157390473237
491,2021,TIGERS,3B,나주환,1984-06-14,-0.39,19,32,31,0,5,0,0,0,5,3,0,0,0,0,0,12,2,0,1,0.161,0.156,0.161,0.318,0.15,-27.9,-0.5,10000,나주환1984-06-14,나주환1984-06-14,SS,9.210340371976184
492,2021,EAGLES,C,이해창,1987-05-11,-0.41,20,60,54,4,9,3,0,0,12,4,0,1,1,1,0,13,0,3,1,0.167,0.193,0.222,0.415,0.187,-1.2,-0.85,5500,이해창1987-05-11,이해창1987-05-11,C,8.612503371220562
493,2021,EAGLES,LF,정진호,1988-10-02,-0.42,50,167,145,9,33,9,0,0,42,15,4,1,15,1,1,22,5,4,2,0.228,0.301,0.29,0.59,0.277,58.7,-0.73,12000,정진호1988-10-02,정진호1988-10-02,LF,9.392661928770137
494,2021,TIGERS,C,이홍구,1990-12-11,-0.43,37,58,55,4,9,0,0,1,12,7,0,0,2,0,1,28,4,0,1,0.164,0.19,0.218,0.408,0.184,-6.2,-0.48,7000,이홍구1990-12-11,이홍구1990-12-11,C,8.85366542803745
495,2021,TWINS,1B,보어,1988-05-28,-0.43,32,117,100,7,17,2,0,3,28,17,0,0,11,3,0,30,2,0,3,0.17,0.265,0.28,0.545,0.263,52.8,-0.23,30000,보어1988-05-28,보어1988-05-28,1B,10.308952660644293
496,2021,BEARS,2B,오재원,1985-02-09,-0.43,45,79,72,6,12,3,0,0,15,5,2,0,6,0,0,18,3,0,1,0.167,0.228,0.208,0.436,0.216,17.9,-0.64,30000,오재원1985-02-09,오재원1985-02-09,2B,10.308952660644293
497,2021,EAGLES,1B,노태형,1995-02-08,-0.43,18,49,43,6,5,1,0,0,6,1,0,0,6,0,0,15,0,0,0,0.116,0.225,0.14,0.364,0.196,3.9,-0.44,3400,노태형1995-02-08,노태형1995-02-08,1B,8.131530710604252
498,2021,EAGLES,SS,이도윤,1996-10-07,-0.45,56,68,63,5,11,0,0,0,11,2,1,2,4,0,0,18,1,1,0,0.175,0.224,0.175,0.399,0.198,6.6,-0.59,3000,이도윤1996-10-07,이도윤1996-10-07,SS,8.006367567650246
499,2021,WYVERNS,LF,김창평,2000-06-14,-0.47,40,28,25,6,2,0,0,0,2,1,2,1,1,0,0,6,0,2,0,0.08,0.115,0.08,0.195,0.095,-63.3,-0.2,3000,김창평2000-06-14,김창평2000-06-14,LF,8.006367567650246
500,2021,EAGLES,SS,박정현,2001-07-27,-0.52,33,120,107,10,21,4,0,0,25,9,1,0,9,0,0,32,1,3,1,0.196,0.256,0.234,0.49,0.235,30.9,-0.59,2700,박정현2001-07-27,박정현2001-07-27,SS,7.90100705199242
501,2021,EAGLES,CF,이원석,1999-03-31,-0.71,43,130,114,12,20,1,1,1,26,9,4,2,8,2,0,43,1,4,2,0.175,0.238,0.228,0.466,0.221,22.0,-1.37,2700,이원석1999-03-31,이원석1999-03-31,CF,7.90100705199242
502,2021,EAGLES,CF,유장혁,2000-05-30,-0.72,34,112,98,11,14,5,0,1,22,7,2,1,8,2,0,39,2,2,2,0.143,0.218,0.224,0.443,0.212,15.3,-1.14,3200,유장혁2000-05-30,유장혁2000-05-30,CF,8.070906088787819
503,2021,HEROS,CF,예진원,1999-03-16,-0.75,52,132,114,16,18,6,1,1,29,8,0,1,12,2,0,28,2,3,1,0.158,0.248,0.254,0.502,0.24,32.5,-1.33,2700,예진원1999-03-16,예진원1999-03-16,LF,7.90100705199242
504,2021,EAGLES,RF,임종찬,2001-09-28,-1.06,42,146,132,9,20,5,0,1,28,8,0,1,12,1,0,49,2,1,0,0.152,0.228,0.212,0.44,0.217,18.7,-1.09,2700,임종찬2001-09-28,임종찬2001-09-28,RF,7.90100705199242
505,2020,TIGERS,RF,로하스,1990-05-24,7.76,142,628,550,116,192,39,1,47,374,135,0,1,65,5,5,132,11,0,8,0.349,0.417,0.68,1.097,0.467,180.5,7.29,100000,로하스1990-05-24,로하스1990-05-24,CF,11.512925464970229
506,2020,HEROS,SS,김하성,1995-10-17,6.83,138,622,533,111,163,24,1,30,279,109,23,2,75,8,3,68,12,3,3,0.306,0.397,0.523,0.921,0.407,147.0,4.22,32000,김하성1995-10-17,김하성1995-10-17,SS,10.373491181781864
507,2020,DYNOS,C,양의지,1987-06-05,6.0,130,528,461,86,151,26,1,33,278,124,5,2,46,14,7,47,11,1,6,0.328,0.4,0.603,1.003,0.432,154.3,3.68,200000,양의지1987-06-05,양의지1987-06-05,C,12.206072645530174
508,2020,TIGERS,DH,최형우,1983-12-16,5.75,140,600,522,93,185,37,1,28,308,115,0,0,70,5,5,101,9,0,3,0.354,0.433,0.59,1.023,0.45,169.3,7.2,150000,최형우1983-12-16,최형우1983-12-16,LF,11.918390573078392
509,2020,TIGERS,RF,터커,1990-07-06,5.74,142,631,542,100,166,40,0,32,302,113,0,2,76,9,3,67,12,0,4,0.306,0.398,0.557,0.955,0.42,149.6,2.4,55000,터커1990-07-06,터커1990-07-06,LF,10.915088464214607
510,2020,HEROS,RF,이정후,1998-08-20,5.56,140,617,544,85,181,49,5,15,285,101,12,2,59,4,6,47,16,2,8,0.333,0.397,0.524,0.921,0.406,142.8,3.81,11000,이정후1998-08-20,이정후1998-08-20,CF,9.305650551780507
511,2020,TWINS,LF,김현수,1988-01-12,5.31,142,619,547,98,181,35,2,22,286,119,0,2,63,2,7,53,9,0,7,0.331,0.397,0.523,0.92,0.407,148.4,5.17,130000,김현수1988-01-12,김현수1988-01-12,LF,11.77528972943772
512,2020,DYNOS,DH,나성범,1989-10-03,5.18,130,584,525,115,170,37,2,34,313,112,3,1,49,9,2,148,6,0,1,0.324,0.39,0.596,0.987,0.43,153.5,4.3,50000,나성범1989-10-03,나성범1989-10-03,RF,10.819778284410283
513,2020,TIGERS,3B,황재균,1987-07-28,5.13,134,600,541,108,169,35,5,21,277,97,11,6,47,5,0,98,12,3,4,0.312,0.37,0.512,0.882,0.391,129.6,3.52,120000,황재균1987-07-28,황재균1987-07-28,3B,11.695247021764184
514,2020,GIANTS,RF,손아섭,1988-03-18,4.93,141,611,540,98,190,43,0,11,266,85,5,0,61,2,4,56,9,1,7,0.352,0.415,0.493,0.907,0.409,140.2,4.57,200000,손아섭1988-03-18,손아섭1988-03-18,RF,12.206072645530174
515,2020,WYVERNS,3B,최정,1987-02-28,4.92,133,553,452,90,122,22,0,33,243,96,8,3,75,20,1,98,7,0,6,0.27,0.392,0.538,0.93,0.409,138.8,4.52,120000,최정1987-02-28,최정1987-02-28,3B,11.695247021764184
516,2020,TIGERS,1B,강백호,1999-07-29,4.74,129,574,500,95,165,36,1,23,272,89,7,2,66,5,9,93,7,0,3,0.33,0.411,0.544,0.955,0.421,149.2,3.13,21000,강백호1999-07-29,강백호1999-07-29,1B,9.95227771670556
517,2020,BEARS,LF,김재환,1988-09-22,4.7,140,613,515,82,137,26,1,30,255,113,6,0,91,1,3,154,14,0,6,0.266,0.374,0.495,0.869,0.385,135.2,2.33,65000,김재환1988-09-22,김재환1988-09-22,LF,11.082142548877775
518,2020,DYNOS,2B,박민우,1993-02-06,4.47,126,530,467,82,161,27,5,8,222,63,13,6,36,15,2,48,12,2,10,0.345,0.402,0.475,0.877,0.396,132.6,1.46,52000,박민우1993-02-06,박민우1993-02-06,2B,10.858998997563564
519,2020,TWINS,SS,오지환,1990-03-12,4.41,141,591,527,95,158,41,7,10,243,71,20,8,45,9,1,116,4,5,5,0.3,0.362,0.461,0.823,0.368,119.9,1.21,60000,오지환1990-03-12,오지환1990-03-12,SS,11.002099841204238
520,2020,BEARS,DH,페르난데스,1988-04-27,4.4,144,668,586,104,199,29,0,21,291,105,0,1,58,13,1,42,26,0,11,0.34,0.404,0.497,0.901,0.406,146.5,4.31,40000,페르난데스1988-04-27,페르난데스1988-04-27,DH,10.596634733096073
521,2020,WYVERNS,1B,로맥,1985-09-30,4.38,139,586,485,85,137,32,0,32,265,91,4,2,91,6,5,116,5,0,4,0.282,0.399,0.546,0.946,0.414,142.7,4.31,90000,로맥1985-09-30,로맥1985-09-30,1B,11.407564949312402
522,2020,DYNOS,3B,박석민,1985-06-22,4.06,123,448,356,58,109,15,0,14,166,63,0,1,75,10,2,62,11,2,4,0.306,0.436,0.466,0.902,0.411,142.6,2.64,70000,박석민1985-06-22,박석민1985-06-22,3B,11.156250521031495
523,2020,BEARS,2B,최주환,1988-02-28,4.0,140,573,508,63,155,29,4,16,240,86,2,2,48,6,5,66,7,1,10,0.305,0.365,0.472,0.838,0.372,123.6,1.7,27000,최주환1988-02-28,최주환1988-02-28,2B,10.203592144986466
524,2020,TWINS,CF,홍창기,1993-11-21,3.91,135,507,408,87,114,29,6,5,170,39,11,5,83,10,1,87,8,3,3,0.279,0.411,0.417,0.827,0.384,129.5,2.81,3800,홍창기1993-11-21,홍창기1993-11-21,CF,8.242756345714477
525,2020,BEARS,RF,박건우,1990-09-08,3.78,129,551,487,103,148,40,0,14,230,70,8,2,42,12,2,65,9,3,7,0.304,0.369,0.472,0.841,0.375,126.5,1.67,45000,박건우1990-09-08,박건우1990-09-08,RF,10.714417768752456
526,2020,BEARS,1B,오재일,1986-10-29,3.57,127,534,471,62,147,32,0,16,227,89,2,1,61,0,1,92,12,0,2,0.312,0.39,0.482,0.872,0.394,138.8,1.35,47000,오재일1986-10-29,오재일1986-10-29,1B,10.757902880692196
527,2020,BEARS,3B,허경민,1990-08-26,3.55,117,487,437,70,145,25,1,7,193,58,14,6,35,5,2,28,10,3,7,0.332,0.382,0.442,0.824,0.373,122.7,1.58,48000,허경민1990-08-26,허경민1990-08-26,3B,10.778956289890028
528,2020,TIGERS,CF,배정대,1995-06-12,3.55,144,615,533,88,154,25,3,13,224,65,22,13,68,5,0,142,9,5,4,0.289,0.372,0.42,0.792,0.362,110.3,0.95,4800,배정대1995-06-12,배정대1995-06-12,CF,8.476371196895983
529,2020,LIONS,LF,구자욱,1993-02-12,3.38,118,510,446,70,137,27,2,15,213,78,19,5,51,8,3,91,4,1,4,0.307,0.385,0.478,0.863,0.387,126.6,4.53,28000,구자욱1993-02-12,구자욱1993-02-12,RF,10.239959789157341
530,2020,DYNOS,SS,노진혁,1989-07-15,3.31,132,484,427,70,117,22,3,20,205,82,0,4,49,5,3,106,8,3,0,0.274,0.356,0.48,0.836,0.37,114.4,1.41,14000,노진혁1989-07-15,노진혁1989-07-15,SS,9.546812608597396
531,2020,LIONS,2B,김상수,1990-03-23,3.26,120,471,404,71,123,18,3,5,162,47,10,3,55,8,1,55,16,2,2,0.304,0.397,0.401,0.798,0.372,118.5,0.76,25000,김상수1990-03-23,김상수1990-03-23,SS,10.126631103850338
532,2020,TIGERS,LF,나지완,1985-05-19,3.12,137,556,468,73,136,19,1,17,208,92,0,0,64,18,1,114,6,0,6,0.291,0.392,0.444,0.837,0.383,124.8,4.11,60000,나지완1985-05-19,나지완1985-05-19,DH,11.002099841204238
533,2020,GIANTS,LF,전준우,1986-02-25,3.06,143,628,562,95,157,34,1,26,271,96,5,5,52,8,0,79,21,3,3,0.279,0.347,0.482,0.829,0.368,113.3,1.75,50000,전준우1986-02-25,전준우1986-02-25,CF,10.819778284410283
534,2020,LIONS,C,강민호,1985-08-18,3.02,119,393,355,46,102,14,0,19,173,61,0,0,31,4,2,54,17,0,3,0.287,0.349,0.487,0.836,0.37,113.2,0.55,125000,강민호1985-08-18,강민호1985-08-18,C,11.736069016284437
535,2020,BEARS,CF,정수빈,1990-10-07,2.95,141,559,490,84,146,17,8,5,194,59,15,6,55,2,3,56,10,7,5,0.298,0.368,0.396,0.764,0.348,104.3,1.48,34000,정수빈1990-10-07,정수빈1990-10-07,CF,10.4341158035983
536,2020,TWINS,C,유강남,1992-07-15,2.91,137,478,429,51,112,18,0,16,178,74,1,1,32,13,1,84,18,2,2,0.261,0.33,0.415,0.745,0.337,101.7,0.77,23000,유강남1992-07-15,유강남1992-07-15,C,10.043249494911286
537,2020,EAGLES,C,최재훈,1989-08-27,2.77,126,389,339,46,102,19,0,3,130,36,0,0,29,16,0,44,7,5,0,0.301,0.383,0.383,0.766,0.358,111.1,0.51,20000,최재훈1989-08-27,최재훈1989-08-27,C,9.903487552536127
538,2020,TWINS,RF,이형종,1989-06-07,2.73,81,323,287,41,85,17,2,17,157,50,1,0,27,7,1,61,7,0,2,0.296,0.368,0.547,0.916,0.401,146.7,0.05,20000,이형종1989-06-07,이형종1989-06-07,LF,9.903487552536127
539,2020,HEROS,2B,김혜성,1999-01-27,2.72,142,553,499,80,142,24,6,7,199,61,25,7,46,2,0,94,6,2,4,0.285,0.345,0.399,0.744,0.341,98.7,1.38,2900,김혜성1999-01-27,김혜성1999-01-27,2B,7.9724660159745655
540,2020,GIANTS,CF,정훈,1987-07-18,2.68,111,476,410,72,121,19,1,11,175,58,11,1,56,4,0,85,8,2,4,0.295,0.382,0.427,0.809,0.371,115.9,1.87,6400,정훈1987-07-18,정훈1987-07-18,2B,8.764053269347762
541,2020,LIONS,CF,박해민,1990-02-24,2.49,132,541,489,84,142,18,5,11,203,55,34,12,39,3,1,77,7,7,3,0.29,0.345,0.415,0.76,0.342,98.2,-0.11,30000,박해민1990-02-24,박해민1990-02-24,CF,10.308952660644293
542,2020,TIGERS,CF,최원준,1997-03-23,2.49,123,412,359,72,117,16,6,2,151,35,14,3,33,6,0,35,1,9,5,0.326,0.387,0.421,0.808,0.365,113.3,2.31,7000,최원준1997-03-23,최원준1997-03-23,3B,8.85366542803745
543,2020,GIANTS,3B,한동희,1999-06-01,2.47,135,531,461,62,128,22,0,17,201,67,0,3,57,5,0,97,15,5,3,0.278,0.361,0.436,0.797,0.36,108.6,0.4,4700,한동희1999-06-01,한동희1999-06-01,3B,8.45531778769815
544,2020,TIGERS,2B,박경수,1984-03-31,2.39,119,391,324,33,91,17,0,13,147,59,0,1,48,9,2,96,14,3,7,0.281,0.381,0.454,0.835,0.374,118.7,0.77,40000,박경수1984-03-31,박경수1984-03-31,2B,10.596634733096073
545,2020,TIGERS,2B,김선빈,1989-12-18,2.26,85,351,303,42,100,19,0,1,122,37,1,1,40,2,0,43,12,1,5,0.33,0.406,0.403,0.808,0.378,121.1,1.07,45000,김선빈1989-12-18,김선빈1989-12-18,SS,10.714417768752456
